genes	clusters
ENSFALG00000000273	chrN00171:clu_23590_+,chrN00171:clu_23591_+
ENSFALG00000000294	chrN00050:clu_13719_+
ENSFALG00000000295	chrN00050:clu_13720_+
ENSFALG00000000301	chrN00171:clu_23548_-
ENSFALG00000000304	chrN00171:clu_23550_-,chrN00171:clu_23551_-
ENSFALG00000000309	chrN00218:clu_25289_-,chrN00218:clu_25290_-,chrN00218:clu_25291_-,chrN00218:clu_25293_-
ENSFALG00000000315	chrN00050:clu_13679_-
ENSFALG00000000321	chrN00040:clu_12010_+
ENSFALG00000000332	chrN00040:clu_12150_-
ENSFALG00000000336	chrN00050:clu_13683_-
ENSFALG00000000337	chrN00050:clu_13733_+
ENSFALG00000000347	chrN00040:clu_12154_-,chrN00040:clu_12155_-
ENSFALG00000000362	chrN00226:clu_25417_+,chrN00226:clu_25418_+,chrN00226:clu_25419_+,chrN00226:clu_25420_+
ENSFALG00000000364	chrN00050:clu_13750_+,chrN00050:clu_13751_+
ENSFALG00000000370	chrN00050:clu_13752_+,chrN00050:clu_13753_+,chrN00050:clu_13754_+
ENSFALG00000000403	chrN00050:clu_13697_-
ENSFALG00000000417	chrN00040:clu_12023_+
ENSFALG00000000421	chrN00040:clu_12025_+
ENSFALG00000000427	chrN00218:clu_25260_+
ENSFALG00000000434	chrN00040:clu_12164_-
ENSFALG00000000437	chrN00226:clu_25421_+,chrN00226:clu_25423_+
ENSFALG00000000438	chrN00110:clu_20355_+
ENSFALG00000000452	chrN00181:clu_23802_-
ENSFALG00000000455	chrN00040:clu_12171_-
ENSFALG00000000459	chrN00181:clu_23803_-
ENSFALG00000000461	chrN00181:clu_23806_-,chrN00181:clu_23807_-,chrN00181:clu_23808_-,chrN00181:clu_23810_-
ENSFALG00000000465	chrN00040:clu_12029_+
ENSFALG00000000479	chrN00181:clu_23830_+
ENSFALG00000000488	chrN00110:clu_20318_-
ENSFALG00000000491	chrN00110:clu_20319_-,chrN00110:clu_20320_-
ENSFALG00000000503	chrN00040:clu_12034_+
ENSFALG00000000505	chrN00040:clu_12037_+,chrN00040:clu_12038_+
ENSFALG00000000507	chrN00110:clu_20324_-
ENSFALG00000000511	chrN00179:clu_23781_+,chrN00179:clu_23782_+,chrN00179:clu_23783_+
ENSFALG00000000512	chrN00040:clu_12044_+
ENSFALG00000000513	chrN00226:clu_25457_-
ENSFALG00000000518	chrN00040:clu_12185_-
ENSFALG00000000519	chrN00040:clu_12186_-
ENSFALG00000000522	chrN00040:clu_12047_+
ENSFALG00000000523	chrN00040:clu_12187_-
ENSFALG00000000524	chrN00040:clu_12188_-,chrN00040:clu_12189_-
ENSFALG00000000530	chrN00179:clu_23796_-
ENSFALG00000000535	chrN00226:clu_25433_+
ENSFALG00000000541	chrN00226:clu_25459_-,chrN00226:clu_25461_-,chrN00226:clu_25462_-
ENSFALG00000000543	chrN00040:clu_12053_+
ENSFALG00000000545	chrN00040:clu_12056_+
ENSFALG00000000553	chrN00226:clu_25463_-
ENSFALG00000000559	chrN00040:clu_12191_-,chrN00040:clu_12192_-,chrN00040:clu_12197_-
ENSFALG00000000564	chrN00110:clu_20365_+,chrN00110:clu_20366_+,chrN00110:clu_20367_+
ENSFALG00000000568	chrN00304:clu_27070_-,chrN00304:clu_27071_-,chrN00304:clu_27073_-
ENSFALG00000000569	chrN00110:clu_20338_-
ENSFALG00000000571	chrN00304:clu_27076_-,chrN00304:clu_27077_-
ENSFALG00000000580	chrN00304:clu_27066_+,chrN00304:clu_27067_+
ENSFALG00000000592	chrN00040:clu_12059_+
ENSFALG00000000601	chrN00110:clu_20373_+,chrN00110:clu_20376_+
ENSFALG00000000607	chrN00040:clu_12064_+,chrN00040:clu_12065_+
ENSFALG00000000610	chrN00040:clu_12067_+
ENSFALG00000000614	chrN00040:clu_12215_-
ENSFALG00000000615	chrN00040:clu_12072_+
ENSFALG00000000616	chrN00110:clu_20339_-
ENSFALG00000000621	chrN00110:clu_20387_+
ENSFALG00000000628	chrN00210:clu_24948_-,chrN00210:clu_24949_-
ENSFALG00000000637	chrN00222:clu_25356_+,chrN00222:clu_25358_+,chrN00222:clu_25359_+
ENSFALG00000000639	chrN00210:clu_24953_-
ENSFALG00000000642	chrN00110:clu_20341_-
ENSFALG00000000644	chrN00040:clu_12074_+
ENSFALG00000000656	chrN00210:clu_24956_-
ENSFALG00000000660	chrN00040:clu_12222_-
ENSFALG00000000667	chrN00210:clu_24961_-,chrN00210:clu_24962_-
ENSFALG00000000674	chrN00210:clu_24964_-,chrN00210:clu_24965_-
ENSFALG00000000682	chrN00110:clu_20344_-,chrN00110:clu_20345_-,chrN00110:clu_20346_-
ENSFALG00000000691	chrN00373:clu_27717_+,chrN00373:clu_27720_+,chrN00373:clu_27721_+,chrN00373:clu_27722_+
ENSFALG00000000692	chrN00210:clu_25008_+
ENSFALG00000000700	chrN00260:clu_26392_-,chrN00260:clu_26393_-,chrN00260:clu_26395_-,chrN00260:clu_26396_-
ENSFALG00000000706	chrN00210:clu_25009_+
ENSFALG00000000708	chrN00373:clu_27724_-
ENSFALG00000000709	chrN00210:clu_24968_-
ENSFALG00000000711	chrN00250:clu_26175_+
ENSFALG00000000720	chrN00250:clu_26177_+
ENSFALG00000000729	chrN00210:clu_24976_-
ENSFALG00000000731	chrN00040:clu_12233_-
ENSFALG00000000732	chrN00250:clu_26178_+,chrN00250:clu_26179_+,chrN00250:clu_26180_+
ENSFALG00000000734	chrN00040:clu_12081_+
ENSFALG00000000738	chrN00250:clu_26181_+,chrN00250:clu_26182_+,chrN00250:clu_26183_+
ENSFALG00000000740	chrN00040:clu_12241_-
ENSFALG00000000748	chrN00210:clu_25020_+
ENSFALG00000000757	chrN00210:clu_24980_-,chrN00210:clu_24981_-
ENSFALG00000000766	chrN00110:clu_20401_+,chrN00110:clu_20403_+
ENSFALG00000000768	chrN00210:clu_25023_+
ENSFALG00000000769	chrN00026:clu_8704_+,chrN00026:clu_8705_+,chrN00026:clu_8707_+
ENSFALG00000000772	chrN00210:clu_25024_+
ENSFALG00000000774	chrN00068:clu_16426_+
ENSFALG00000000776	chrN00026:clu_8709_+,chrN00026:clu_8710_+
ENSFALG00000000778	chrN00065:clu_16098_-
ENSFALG00000000780	chrN00065:clu_16039_+
ENSFALG00000000781	chrN00210:clu_25025_+
ENSFALG00000000788	chrN00068:clu_16580_-
ENSFALG00000000789	chrN00065:clu_16044_+,chrN00065:clu_16045_+
ENSFALG00000000790	chrN00040:clu_12089_+,chrN00040:clu_12091_+,chrN00040:clu_12092_+
ENSFALG00000000797	chrN00250:clu_26189_+,chrN00250:clu_26190_+
ENSFALG00000000807	chrN00240:clu_25975_-
ENSFALG00000000810	chrN00210:clu_25036_+
ENSFALG00000000816	chrN00258:clu_26355_-,chrN00258:clu_26356_-,chrN00258:clu_26357_-,chrN00258:clu_26358_-
ENSFALG00000000820	chrN00065:clu_16054_+
ENSFALG00000000833	chrN00258:clu_26360_+,chrN00258:clu_26361_+
ENSFALG00000000840	chrN00040:clu_12099_+,chrN00040:clu_12100_+,chrN00040:clu_12101_+
ENSFALG00000000846	chrN00040:clu_12248_-,chrN00040:clu_12249_-,chrN00040:clu_12250_-
ENSFALG00000000847	chrN00250:clu_26200_+,chrN00250:clu_26201_+
ENSFALG00000000848	chrN00068:clu_16452_+,chrN00068:clu_16453_+,chrN00068:clu_16456_+
ENSFALG00000000860	chrN00026:clu_8722_+
ENSFALG00000000866	chrN00040:clu_12252_-
ENSFALG00000000868	chrN00026:clu_8724_+
ENSFALG00000000869	chrN00068:clu_16459_+
ENSFALG00000000872	chrN00229:clu_25588_+
ENSFALG00000000895	chrN00040:clu_12253_-
ENSFALG00000000902	chrN00026:clu_8757_-,chrN00026:clu_8758_-,chrN00026:clu_8759_-,chrN00026:clu_8760_-,chrN00026:clu_8761_-,chrN00026:clu_8763_-
ENSFALG00000000904	chrN00285:clu_26773_+
ENSFALG00000000909	chrN00040:clu_12254_-
ENSFALG00000000913	chrN00229:clu_25566_-
ENSFALG00000000918	chrN00285:clu_26798_-
ENSFALG00000000922	chrN00068:clu_16463_+
ENSFALG00000000923	chrN00285:clu_26779_+,chrN00285:clu_26780_+
ENSFALG00000000924	chrN00065:clu_16110_-
ENSFALG00000000927	chrN00065:clu_16112_-,chrN00065:clu_16113_-
ENSFALG00000000932	chrN00068:clu_16464_+
ENSFALG00000000934	chrN00197:clu_24577_+,chrN00197:clu_24578_+
ENSFALG00000000946	chrN00068:clu_16468_+
ENSFALG00000000948	chrN00026:clu_8725_+
ENSFALG00000000950	chrN00285:clu_26782_+,chrN00285:clu_26783_+,chrN00285:clu_26784_+,chrN00285:clu_26786_+
ENSFALG00000000951	chrN00068:clu_16471_+,chrN00068:clu_16472_+,chrN00068:clu_16474_+
ENSFALG00000000952	chrN00197:clu_24610_-,chrN00197:clu_24611_-,chrN00197:clu_24612_-
ENSFALG00000000954	chrN00026:clu_8727_+,chrN00026:clu_8729_+
ENSFALG00000000955	chrN00197:clu_24579_+
ENSFALG00000000956	chrN00197:clu_24580_+,chrN00197:clu_24581_+
ENSFALG00000000958	chrN00065:clu_16122_-
ENSFALG00000000964	chrN00040:clu_12258_-
ENSFALG00000000965	chrN00026:clu_8736_+,chrN00026:clu_8737_+,chrN00026:clu_8738_+
ENSFALG00000000972	chrN00197:clu_24584_+
ENSFALG00000000975	chrN00068:clu_16483_+
ENSFALG00000000976	chrN00065:clu_16123_-
ENSFALG00000000977	chrN00026:clu_8771_-
ENSFALG00000000978	chrN00194:clu_24428_+
ENSFALG00000000982	chrN00068:clu_16485_+,chrN00068:clu_16486_+
ENSFALG00000000985	chrN00065:clu_16064_+
ENSFALG00000000987	chrN00068:clu_16487_+,chrN00068:clu_16488_+
ENSFALG00000000990	chrN00040:clu_12257_-,chrN00040:clu_12259_-
ENSFALG00000001002	chrN00194:clu_24430_+
ENSFALG00000001008	chrN00194:clu_24422_-,chrN00194:clu_24423_-
ENSFALG00000001012	chrN00194:clu_24433_+
ENSFALG00000001014	chrN00065:clu_16135_-
ENSFALG00000001022	chrN00065:clu_16139_-
ENSFALG00000001024	chrN00094:clu_19258_-,chrN00094:clu_19259_-
ENSFALG00000001029	chrN00094:clu_19297_+
ENSFALG00000001033	chrN00217:clu_25230_-,chrN00217:clu_25231_-
ENSFALG00000001036	chrN00229:clu_25570_-
ENSFALG00000001037	chrN00040:clu_12262_-
ENSFALG00000001061	chrN00068:clu_16498_+
ENSFALG00000001065	chrN00040:clu_12108_+
ENSFALG00000001067	chrN00375:clu_27726_-
ENSFALG00000001080	chrN00308:clu_27114_-
ENSFALG00000001081	chrN00040:clu_12110_+
ENSFALG00000001082	chrN00120:clu_21019_+
ENSFALG00000001084	chrN00120:clu_21019_+,chrN00120:clu_21022_+
ENSFALG00000001096	chrN00040:clu_12266_-
ENSFALG00000001103	chrN00217:clu_25228_-,chrN00217:clu_25229_-
ENSFALG00000001104	chrN00120:clu_21024_+
ENSFALG00000001106	chrN00040:clu_12114_+
ENSFALG00000001113	chrN00040:clu_12115_+,chrN00040:clu_12116_+,chrN00040:clu_12117_+
ENSFALG00000001114	chrN00229:clu_25575_-
ENSFALG00000001115	chrN00068:clu_16598_-
ENSFALG00000001118	chrN00065:clu_16082_+
ENSFALG00000001119	chrN00068:clu_16600_-
ENSFALG00000001123	chrN00283:clu_26755_+
ENSFALG00000001125	chrN00068:clu_16506_+,chrN00068:clu_16507_+
ENSFALG00000001137	chrN00068:clu_16602_-
ENSFALG00000001144	chrN00065:clu_16155_-
ENSFALG00000001162	chrN00068:clu_16604_-
ENSFALG00000001165	chrN00040:clu_12283_-,chrN00040:clu_12284_-
ENSFALG00000001166	chrN00347:clu_27527_-
ENSFALG00000001167	chrN00109:clu_20293_-
ENSFALG00000001168	chrN00109:clu_20271_+
ENSFALG00000001172	chrN00068:clu_16513_+,chrN00068:clu_16514_+
ENSFALG00000001173	chrN00109:clu_20272_+,chrN00109:clu_20273_+,chrN00109:clu_20274_+,chrN00109:clu_20276_+,chrN00109:clu_20277_+
ENSFALG00000001175	chrN00347:clu_27529_-
ENSFALG00000001179	chrN00347:clu_27532_-
ENSFALG00000001181	chrN00347:clu_27555_+,chrN00347:clu_27556_+
ENSFALG00000001188	chrN00347:clu_27557_+,chrN00347:clu_27558_+
ENSFALG00000001191	chrN00347:clu_27560_+
ENSFALG00000001194	chrN00229:clu_25605_+
ENSFALG00000001195	chrN00347:clu_27568_+
ENSFALG00000001199	chrN00065:clu_16156_-
ENSFALG00000001202	chrN00068:clu_16606_-
ENSFALG00000001207	chrN00109:clu_20297_-
ENSFALG00000001209	chrN00094:clu_19310_+
ENSFALG00000001214	chrN00040:clu_12120_+,chrN00040:clu_12122_+
ENSFALG00000001215	chrN00347:clu_27534_-,chrN00347:clu_27535_-,chrN00347:clu_27536_-
ENSFALG00000001217	chrN00290:clu_26861_-,chrN00290:clu_26862_-
ENSFALG00000001223	chrN00109:clu_20300_-,chrN00109:clu_20301_-
ENSFALG00000001225	chrN00068:clu_16519_+
ENSFALG00000001226	chrN00290:clu_26850_+,chrN00290:clu_26851_+,chrN00290:clu_26852_+
ENSFALG00000001230	chrN00109:clu_20284_+
ENSFALG00000001232	chrN00347:clu_27537_-,chrN00347:clu_27538_-
ENSFALG00000001233	chrN00068:clu_16609_-
ENSFALG00000001234	chrN00094:clu_19312_+
ENSFALG00000001235	chrN00109:clu_20302_-
ENSFALG00000001236	chrN00068:clu_16521_+
ENSFALG00000001245	chrN00109:clu_20289_+,chrN00109:clu_20290_+
ENSFALG00000001252	chrN00068:clu_16522_+
ENSFALG00000001259	chrN00347:clu_27547_-
ENSFALG00000001262	chrN00347:clu_27548_-
ENSFALG00000001263	chrN00068:clu_16523_+
ENSFALG00000001270	chrN00347:clu_27575_+,chrN00347:clu_27576_+
ENSFALG00000001275	chrN00065:clu_16086_+,chrN00065:clu_16087_+,chrN00065:clu_16088_+
ENSFALG00000001280	chrN00065:clu_16090_+,chrN00065:clu_16091_+
ENSFALG00000001282	chrN00068:clu_16612_-,chrN00068:clu_16613_-,chrN00068:clu_16614_-
ENSFALG00000001284	chrN00068:clu_16532_+,chrN00068:clu_16533_+,chrN00068:clu_16534_+
ENSFALG00000001288	chrN00068:clu_16524_+
ENSFALG00000001294	chrN00065:clu_16092_+
ENSFALG00000001309	chrN00039:clu_11796_+
ENSFALG00000001313	chrN00094:clu_19320_+,chrN00094:clu_19321_+
ENSFALG00000001317	chrN00183:clu_23887_+
ENSFALG00000001321	chrN00065:clu_16159_-
ENSFALG00000001332	chrN00039:clu_11618_-,chrN00039:clu_11619_-,chrN00039:clu_11620_-,chrN00039:clu_11621_-
ENSFALG00000001338	chrN00094:clu_19285_-,chrN00094:clu_19289_-
ENSFALG00000001341	chrN00040:clu_12129_+,chrN00040:clu_12130_+
ENSFALG00000001342	chrN00068:clu_16538_+,chrN00068:clu_16539_+
ENSFALG00000001343	chrN00602:clu_28199_-
ENSFALG00000001344	chrN00068:clu_16540_+,chrN00068:clu_16541_+,chrN00068:clu_16543_+
ENSFALG00000001346	chrN00040:clu_12131_+
ENSFALG00000001349	chrN00040:clu_12133_+,chrN00040:clu_12134_+
ENSFALG00000001351	chrN00094:clu_19323_+,chrN00094:clu_19324_+,chrN00094:clu_19325_+,chrN00094:clu_19329_+
ENSFALG00000001357	chrN00183:clu_23872_-,chrN00183:clu_23873_-,chrN00183:clu_23874_-
ENSFALG00000001358	chrN00040:clu_12296_-,chrN00040:clu_12298_-
ENSFALG00000001360	chrN00039:clu_11626_-
ENSFALG00000001366	chrN00183:clu_23875_-,chrN00183:clu_23878_-
ENSFALG00000001370	chrN00039:clu_11805_+,chrN00039:clu_11806_+,chrN00039:clu_11807_+
ENSFALG00000001374	chrN00183:clu_23881_-,chrN00183:clu_23882_-
ENSFALG00000001377	chrN00040:clu_12302_-,chrN00040:clu_12303_-
ENSFALG00000001378	chrN00040:clu_12145_+,chrN00040:clu_12146_+
ENSFALG00000001379	chrN00039:clu_11628_-,chrN00039:clu_11630_-,chrN00039:clu_11631_-,chrN00039:clu_11632_-,chrN00039:clu_11633_-
ENSFALG00000001382	chrN00039:clu_11808_+,chrN00039:clu_11809_+
ENSFALG00000001388	chrN00039:clu_11810_+
ENSFALG00000001394	chrN00367:clu_27701_-
ENSFALG00000001396	chrN00039:clu_11810_+
ENSFALG00000001397	chrN00068:clu_16556_+,chrN00068:clu_16557_+
ENSFALG00000001401	chrN00068:clu_16633_-
ENSFALG00000001406	chrN00068:clu_16636_-,chrN00068:clu_16637_-,chrN00068:clu_16638_-,chrN00068:clu_16639_-,chrN00068:clu_16640_-
ENSFALG00000001407	chrN00068:clu_16563_+,chrN00068:clu_16564_+,chrN00068:clu_16565_+,chrN00068:clu_16566_+
ENSFALG00000001408	chrN00039:clu_11815_+,chrN00039:clu_11816_+,chrN00039:clu_11817_+,chrN00039:clu_11820_+,chrN00039:clu_11821_+
ENSFALG00000001417	chrN00039:clu_11642_-,chrN00039:clu_11643_-,chrN00039:clu_11644_-
ENSFALG00000001419	chrN00039:clu_11827_+
ENSFALG00000001421	chrN00039:clu_11828_+
ENSFALG00000001422	chrN00039:clu_11648_-,chrN00039:clu_11649_-,chrN00039:clu_11651_-
ENSFALG00000001423	chrN00039:clu_11830_+
ENSFALG00000001424	chrN00039:clu_11830_+,chrN00039:clu_11832_+,chrN00039:clu_11833_+,chrN00039:clu_11834_+
ENSFALG00000001426	chrN00039:clu_11656_-
ENSFALG00000001427	chrN00039:clu_11838_+,chrN00039:clu_11839_+,chrN00039:clu_11841_+
ENSFALG00000001428	chrN00039:clu_11843_+
ENSFALG00000001429	chrN00039:clu_11657_-,chrN00039:clu_11659_-,chrN00039:clu_11660_-
ENSFALG00000001430	chrN00039:clu_11844_+,chrN00039:clu_11845_+
ENSFALG00000001432	chrN00039:clu_11848_+
ENSFALG00000001437	chrN00039:clu_11664_-
ENSFALG00000001439	chrN00039:clu_11665_-,chrN00039:clu_11667_-
ENSFALG00000001440	chrN00039:clu_11854_+,chrN00039:clu_11855_+
ENSFALG00000001443	chrN00039:clu_11857_+,chrN00039:clu_11859_+
ENSFALG00000001444	chrN00039:clu_11860_+,chrN00039:clu_11861_+,chrN00039:clu_11862_+,chrN00039:clu_11863_+
ENSFALG00000001454	chrN00039:clu_11870_+,chrN00039:clu_11872_+,chrN00039:clu_11873_+,chrN00039:clu_11876_+
ENSFALG00000001457	chrN00039:clu_11878_+,chrN00039:clu_11879_+
ENSFALG00000001461	chrN00039:clu_11672_-
ENSFALG00000001462	chrN00039:clu_11674_-,chrN00039:clu_11675_-
ENSFALG00000001464	chrN00039:clu_11678_-
ENSFALG00000001465	chrN00039:clu_11680_-,chrN00039:clu_11681_-
ENSFALG00000001468	chrN00039:clu_11685_-
ENSFALG00000001470	chrN00083:clu_18200_-,chrN00083:clu_18201_-
ENSFALG00000001471	chrN00083:clu_18158_+
ENSFALG00000001478	chrN00039:clu_11683_-,chrN00039:clu_11695_-,chrN00039:clu_11696_-,chrN00039:clu_11697_-,chrN00039:clu_11698_-,chrN00039:clu_11699_-
ENSFALG00000001484	chrN00055:clu_14666_+
ENSFALG00000001490	chrN00055:clu_14695_-
ENSFALG00000001495	chrN00039:clu_11703_-
ENSFALG00000001497	chrN00055:clu_14668_+
ENSFALG00000001505	chrN00055:clu_14674_+,chrN00055:clu_14675_+
ENSFALG00000001509	chrN00039:clu_11892_+
ENSFALG00000001510	chrN00079:clu_17830_-,chrN00079:clu_17831_-,chrN00079:clu_17832_-
ENSFALG00000001511	chrN00055:clu_14676_+
ENSFALG00000001515	chrN00079:clu_17834_-,chrN00079:clu_17835_-
ENSFALG00000001517	chrN00055:clu_14677_+,chrN00055:clu_14679_+
ENSFALG00000001519	chrN00079:clu_17887_+,chrN00079:clu_17888_+
ENSFALG00000001520	chrN00039:clu_11708_-
ENSFALG00000001525	chrN00083:clu_18171_+,chrN00083:clu_18172_+
ENSFALG00000001527	chrN00039:clu_11896_+,chrN00039:clu_11897_+,chrN00039:clu_11899_+
ENSFALG00000001530	chrN00083:clu_18206_-
ENSFALG00000001535	chrN00079:clu_17892_+,chrN00079:clu_17894_+
ENSFALG00000001538	chrN00083:clu_18209_-,chrN00083:clu_18211_-,chrN00083:clu_18212_-
ENSFALG00000001540	chrN00079:clu_17895_+
ENSFALG00000001545	chrN00083:clu_18174_+
ENSFALG00000001550	chrN00083:clu_18215_-
ENSFALG00000001552	chrN00083:clu_18178_+,chrN00083:clu_18179_+
ENSFALG00000001569	chrN00079:clu_17901_+
ENSFALG00000001574	chrN00055:clu_14685_+
ENSFALG00000001578	chrN00039:clu_11904_+
ENSFALG00000001579	chrN00055:clu_14716_-
ENSFALG00000001580	chrN00079:clu_17902_+,chrN00079:clu_17903_+,chrN00079:clu_17904_+
ENSFALG00000001582	chrN00446:clu_27977_+,chrN00446:clu_27978_+
ENSFALG00000001583	chrN00039:clu_11710_-,chrN00039:clu_11711_-,chrN00039:clu_11712_-
ENSFALG00000001586	chrN00048:clu_13404_+,chrN00048:clu_13405_+
ENSFALG00000001587	chrN00055:clu_14687_+
ENSFALG00000001592	chrN00039:clu_11714_-,chrN00039:clu_11715_-,chrN00039:clu_11717_-,chrN00039:clu_11718_-
ENSFALG00000001605	chrN00079:clu_17855_-
ENSFALG00000001606	chrN00083:clu_18223_-
ENSFALG00000001617	chrN00178:clu_23756_+,chrN00178:clu_23757_+,chrN00178:clu_23758_+
ENSFALG00000001627	chrN00048:clu_13367_-,chrN00048:clu_13369_-
ENSFALG00000001636	chrN00300:clu_27012_-
ENSFALG00000001637	chrN00079:clu_17861_-,chrN00079:clu_17862_-
ENSFALG00000001638	chrN00338:clu_27458_+,chrN00338:clu_27460_+,chrN00338:clu_27461_+
ENSFALG00000001641	chrN00048:clu_13407_+,chrN00048:clu_13409_+,chrN00048:clu_13412_+
ENSFALG00000001642	chrN00300:clu_27013_-,chrN00300:clu_27014_-,chrN00300:clu_27015_-,chrN00300:clu_27016_-
ENSFALG00000001657	chrN00055:clu_14692_+
ENSFALG00000001667	chrN00115:clu_20691_-
ENSFALG00000001670	chrN00115:clu_20664_+,chrN00115:clu_20665_+,chrN00115:clu_20666_+,chrN00115:clu_20668_+,chrN00115:clu_20669_+,chrN00115:clu_20670_+
ENSFALG00000001671	chrN00300:clu_27023_+,chrN00300:clu_27024_+
ENSFALG00000001673	chrN00022:clu_7769_-
ENSFALG00000001677	chrN00115:clu_20672_+,chrN00115:clu_20674_+
ENSFALG00000001679	chrN00022:clu_7772_-
ENSFALG00000001681	chrN00048:clu_13375_-,chrN00048:clu_13376_-
ENSFALG00000001682	chrN00178:clu_23766_+,chrN00178:clu_23767_+,chrN00178:clu_23770_+,chrN00178:clu_23771_+
ENSFALG00000001688	chrN00115:clu_20693_-
ENSFALG00000001693	chrN00039:clu_11725_-
ENSFALG00000001695	chrN00039:clu_11912_+
ENSFALG00000001697	chrN00039:clu_11727_-
ENSFALG00000001698	chrN00048:clu_13419_+
ENSFALG00000001709	chrN00039:clu_11918_+
ENSFALG00000001718	chrN00048:clu_13427_+
ENSFALG00000001720	chrN00022:clu_7778_-,chrN00022:clu_7780_-
ENSFALG00000001722	chrN00204:clu_24759_-
ENSFALG00000001723	chrN00371:clu_27714_-
ENSFALG00000001725	chrN00371:clu_27714_-
ENSFALG00000001737	chrN00204:clu_24795_+,chrN00204:clu_24796_+,chrN00204:clu_24797_+
ENSFALG00000001750	chrN00204:clu_24763_-
