genes	clusters
ENSFALG00000000185	chrN00161:clu_23015_-,chrN00161:clu_23016_-,chrN00161:clu_23017_-,chrN00161:clu_23018_-
ENSFALG00000000187	chrN00161:clu_22998_+
ENSFALG00000000189	chrN00142:clu_22106_+,chrN00142:clu_22107_+
ENSFALG00000000190	chrN00171:clu_23579_+
ENSFALG00000000197	chrN00127:clu_21351_+,chrN00127:clu_21352_+,chrN00127:clu_21353_+,chrN00127:clu_21354_+,chrN00127:clu_21355_+
ENSFALG00000000200	chrN00142:clu_22114_-,chrN00142:clu_22115_-,chrN00142:clu_22116_-,chrN00142:clu_22117_-
ENSFALG00000000207	chrN00161:clu_23033_-,chrN00161:clu_23034_-
ENSFALG00000000208	chrN00218:clu_25286_-
ENSFALG00000000213	chrN00127:clu_21356_+
ENSFALG00000000216	chrN00171:clu_23537_-
ENSFALG00000000219	chrN00093:clu_19241_-
ENSFALG00000000224	chrN00218:clu_25253_+
ENSFALG00000000237	chrN00061:clu_15557_+
ENSFALG00000000238	chrN00061:clu_15558_+,chrN00061:clu_15559_+,chrN00061:clu_15560_+,chrN00061:clu_15561_+,chrN00061:clu_15562_+
ENSFALG00000000241	chrN00061:clu_15498_-,chrN00061:clu_15499_-,chrN00061:clu_15500_-,chrN00061:clu_15501_-,chrN00061:clu_15502_-
ENSFALG00000000243	chrN00142:clu_22118_-,chrN00142:clu_22119_-
ENSFALG00000000256	chrN00305:clu_27087_+,chrN00305:clu_27088_+,chrN00305:clu_27089_+,chrN00305:clu_27090_+,chrN00305:clu_27091_+,chrN00305:clu_27092_+
ENSFALG00000000259	chrN00061:clu_15566_+,chrN00061:clu_15567_+,chrN00061:clu_15568_+,chrN00061:clu_15569_+,chrN00061:clu_15570_+,chrN00061:clu_15571_+,chrN00061:clu_15572_+
ENSFALG00000000266	chrN00147:clu_22346_+
ENSFALG00000000269	chrN00147:clu_22347_+,chrN00147:clu_22348_+,chrN00147:clu_22349_+,chrN00147:clu_22350_+,chrN00147:clu_22351_+,chrN00147:clu_22352_+,chrN00147:clu_22353_+
ENSFALG00000000272	chrN00050:clu_13705_+,chrN00050:clu_13706_+,chrN00050:clu_13707_+,chrN00050:clu_13708_+
ENSFALG00000000274	chrN00147:clu_22354_+,chrN00147:clu_22355_+,chrN00147:clu_22356_+
ENSFALG00000000281	chrN00050:clu_13668_-
ENSFALG00000000285	chrN00050:clu_13713_+,chrN00050:clu_13714_+
ENSFALG00000000292	chrN00050:clu_13715_+,chrN00050:clu_13716_+,chrN00050:clu_13717_+,chrN00050:clu_13718_+
ENSFALG00000000293	chrN00050:clu_13676_-
ENSFALG00000000294	chrN00050:clu_13719_+
ENSFALG00000000296	chrN00171:clu_23595_+
ENSFALG00000000305	chrN00171:clu_23597_+
ENSFALG00000000307	chrN00050:clu_13721_+,chrN00050:clu_13722_+,chrN00050:clu_13723_+
ENSFALG00000000309	chrN00218:clu_25289_-,chrN00218:clu_25290_-,chrN00218:clu_25291_-,chrN00218:clu_25292_-,chrN00218:clu_25293_-
ENSFALG00000000310	chrN00226:clu_25414_+
ENSFALG00000000311	chrN00050:clu_13724_+,chrN00050:clu_13725_+
ENSFALG00000000315	chrN00050:clu_13679_-,chrN00050:clu_13680_-,chrN00050:clu_13681_-,chrN00050:clu_13682_-
ENSFALG00000000332	chrN00040:clu_12150_-
ENSFALG00000000337	chrN00050:clu_13732_+,chrN00050:clu_13733_+
ENSFALG00000000338	chrN00050:clu_13684_-,chrN00050:clu_13685_-,chrN00050:clu_13686_-
ENSFALG00000000347	chrN00040:clu_12154_-,chrN00040:clu_12155_-
ENSFALG00000000348	chrN00050:clu_13735_+,chrN00050:clu_13737_+
ENSFALG00000000353	chrN00050:clu_13738_+,chrN00050:clu_13739_+,chrN00050:clu_13740_+
ENSFALG00000000354	chrN00050:clu_13692_-
ENSFALG00000000357	chrN00050:clu_13693_-
ENSFALG00000000358	chrN00050:clu_13742_+,chrN00050:clu_13743_+,chrN00050:clu_13744_+,chrN00050:clu_13745_+,chrN00050:clu_13746_+
ENSFALG00000000359	chrN00226:clu_25416_+
ENSFALG00000000361	chrN00050:clu_13747_+,chrN00050:clu_13748_+
ENSFALG00000000371	chrN00050:clu_13694_-,chrN00050:clu_13695_-,chrN00050:clu_13696_-
ENSFALG00000000383	chrN00040:clu_12015_+,chrN00040:clu_12016_+,chrN00040:clu_12017_+,chrN00040:clu_12018_+
ENSFALG00000000384	chrN00218:clu_25258_+
ENSFALG00000000411	chrN00050:clu_13755_+,chrN00050:clu_13756_+,chrN00050:clu_13757_+,chrN00050:clu_13758_+,chrN00050:clu_13759_+
ENSFALG00000000415	chrN00050:clu_13699_-,chrN00050:clu_13700_-,chrN00050:clu_13701_-
ENSFALG00000000417	chrN00040:clu_12023_+
ENSFALG00000000419	chrN00040:clu_12011_+,chrN00040:clu_12024_+
ENSFALG00000000420	chrN00226:clu_25445_-
ENSFALG00000000421	chrN00040:clu_12024_+,chrN00040:clu_12025_+
ENSFALG00000000431	chrN00050:clu_13761_+,chrN00050:clu_13762_+,chrN00050:clu_13763_+
ENSFALG00000000438	chrN00110:clu_20354_+,chrN00110:clu_20355_+,chrN00110:clu_20356_+
ENSFALG00000000443	chrN00050:clu_13764_+
ENSFALG00000000444	chrN00040:clu_12169_-
ENSFALG00000000445	chrN00218:clu_25263_+
ENSFALG00000000452	chrN00181:clu_23802_-
ENSFALG00000000454	chrN00040:clu_12028_+
ENSFALG00000000456	chrN00181:clu_23820_+
ENSFALG00000000457	chrN00226:clu_25446_-
ENSFALG00000000458	chrN00110:clu_20358_+,chrN00110:clu_20359_+,chrN00110:clu_20360_+
ENSFALG00000000464	chrN00218:clu_25265_+,chrN00218:clu_25266_+,chrN00218:clu_25267_+,chrN00218:clu_25268_+,chrN00218:clu_25269_+,chrN00218:clu_25270_+,chrN00218:clu_25271_+
ENSFALG00000000466	chrN00181:clu_23824_+,chrN00181:clu_23825_+
ENSFALG00000000467	chrN00226:clu_25447_-,chrN00226:clu_25449_-,chrN00226:clu_25450_-,chrN00226:clu_25452_-
ENSFALG00000000474	chrN00181:clu_23812_-,chrN00181:clu_23813_-,chrN00181:clu_23814_-
ENSFALG00000000478	chrN00181:clu_23826_+,chrN00181:clu_23827_+,chrN00181:clu_23828_+,chrN00181:clu_23829_+
ENSFALG00000000483	chrN00226:clu_25453_-,chrN00226:clu_25454_-,chrN00226:clu_25455_-
ENSFALG00000000487	chrN00040:clu_12181_-,chrN00040:clu_12182_-
ENSFALG00000000489	chrN00226:clu_25429_+,chrN00226:clu_25430_+
ENSFALG00000000495	chrN00226:clu_25456_-
ENSFALG00000000503	chrN00040:clu_12034_+
ENSFALG00000000504	chrN00110:clu_20362_+
ENSFALG00000000506	chrN00110:clu_20321_-
ENSFALG00000000507	chrN00110:clu_20322_-,chrN00110:clu_20323_-,chrN00110:clu_20324_-,chrN00110:clu_20325_-
ENSFALG00000000508	chrN00040:clu_12041_+,chrN00040:clu_12042_+
ENSFALG00000000511	chrN00179:clu_23781_+,chrN00179:clu_23782_+,chrN00179:clu_23783_+
ENSFALG00000000513	chrN00226:clu_25457_-
ENSFALG00000000515	chrN00179:clu_23784_+,chrN00179:clu_23786_+,chrN00179:clu_23787_+
ENSFALG00000000524	chrN00040:clu_12188_-,chrN00040:clu_12189_-
ENSFALG00000000528	chrN00179:clu_23789_+
ENSFALG00000000530	chrN00179:clu_23795_-,chrN00179:clu_23796_-
ENSFALG00000000535	chrN00226:clu_25432_+,chrN00226:clu_25433_+
ENSFALG00000000537	chrN00040:clu_12190_-
ENSFALG00000000538	chrN00040:clu_12051_+
ENSFALG00000000539	chrN00040:clu_12052_+
ENSFALG00000000548	chrN00110:clu_20331_-
ENSFALG00000000553	chrN00226:clu_25463_-,chrN00226:clu_25464_-,chrN00226:clu_25465_-
ENSFALG00000000555	chrN00226:clu_25431_+,chrN00226:clu_25436_+
ENSFALG00000000557	chrN00226:clu_25437_+
ENSFALG00000000568	chrN00304:clu_27069_-,chrN00304:clu_27070_-,chrN00304:clu_27071_-,chrN00304:clu_27072_-,chrN00304:clu_27073_-,chrN00304:clu_27074_-
ENSFALG00000000569	chrN00110:clu_20335_-,chrN00110:clu_20336_-,chrN00110:clu_20337_-,chrN00110:clu_20338_-
ENSFALG00000000570	chrN00304:clu_27062_+
ENSFALG00000000575	chrN00304:clu_27078_-
ENSFALG00000000581	chrN00040:clu_12204_-,chrN00040:clu_12205_-
ENSFALG00000000587	chrN00040:clu_12057_+
ENSFALG00000000596	chrN00110:clu_20372_+
ENSFALG00000000598	chrN00040:clu_12061_+
ENSFALG00000000599	chrN00040:clu_12210_-,chrN00040:clu_12211_-
ENSFALG00000000600	chrN00040:clu_12062_+
ENSFALG00000000607	chrN00040:clu_12064_+,chrN00040:clu_12065_+
ENSFALG00000000609	chrN00110:clu_20379_+
ENSFALG00000000611	chrN00040:clu_12070_+
ENSFALG00000000616	chrN00110:clu_20339_-
ENSFALG00000000617	chrN00110:clu_20380_+,chrN00110:clu_20381_+
ENSFALG00000000624	chrN00068:clu_16416_+,chrN00068:clu_16417_+,chrN00068:clu_16420_+
ENSFALG00000000629	chrN00210:clu_24996_+
ENSFALG00000000633	chrN00210:clu_24997_+,chrN00210:clu_24998_+,chrN00210:clu_24999_+
ENSFALG00000000635	chrN00210:clu_25000_+
ENSFALG00000000643	chrN00222:clu_25347_-,chrN00222:clu_25348_-,chrN00222:clu_25349_-
ENSFALG00000000647	chrN00210:clu_24954_-,chrN00210:clu_24955_-
ENSFALG00000000648	chrN00040:clu_12076_+,chrN00040:clu_12077_+
ENSFALG00000000651	chrN00040:clu_12078_+
ENSFALG00000000661	chrN00210:clu_24959_-,chrN00210:clu_24960_-
ENSFALG00000000666	chrN00110:clu_20391_+
ENSFALG00000000668	chrN00110:clu_20343_-
ENSFALG00000000673	chrN00359:clu_27650_-
ENSFALG00000000684	chrN00068:clu_16421_+
ENSFALG00000000685	chrN00250:clu_26170_+,chrN00250:clu_26171_+
ENSFALG00000000689	chrN00210:clu_25007_+
ENSFALG00000000690	chrN00250:clu_26172_+,chrN00250:clu_26173_+,chrN00250:clu_26174_+
ENSFALG00000000692	chrN00210:clu_25008_+
ENSFALG00000000696	chrN00260:clu_26386_+,chrN00260:clu_26387_+,chrN00260:clu_26388_+,chrN00260:clu_26389_+,chrN00260:clu_26390_+,chrN00260:clu_26391_+
ENSFALG00000000698	chrN00040:clu_12227_-,chrN00040:clu_12228_-,chrN00040:clu_12229_-
ENSFALG00000000700	chrN00260:clu_26392_-,chrN00260:clu_26393_-,chrN00260:clu_26394_-,chrN00260:clu_26395_-,chrN00260:clu_26396_-
ENSFALG00000000707	chrN00260:clu_26397_-
ENSFALG00000000718	chrN00068:clu_16423_+,chrN00068:clu_16424_+,chrN00068:clu_16425_+
ENSFALG00000000719	chrN00210:clu_25012_+
ENSFALG00000000721	chrN00260:clu_26398_-,chrN00260:clu_26399_-
ENSFALG00000000724	chrN00250:clu_26161_-,chrN00250:clu_26162_-,chrN00250:clu_26163_-,chrN00250:clu_26164_-,chrN00250:clu_26165_-
ENSFALG00000000725	chrN00260:clu_26400_-,chrN00260:clu_26401_-
ENSFALG00000000726	chrN00040:clu_12231_-,chrN00040:clu_12232_-
ENSFALG00000000727	chrN00068:clu_16571_-
ENSFALG00000000733	chrN00240:clu_25957_-
ENSFALG00000000734	chrN00040:clu_12081_+,chrN00040:clu_12082_+,chrN00040:clu_12083_+,chrN00040:clu_12084_+,chrN00040:clu_12085_+,chrN00040:clu_12086_+
ENSFALG00000000740	chrN00040:clu_12240_-,chrN00040:clu_12241_-
ENSFALG00000000748	chrN00210:clu_25019_+,chrN00210:clu_25020_+,chrN00210:clu_25021_+
ENSFALG00000000750	chrN00240:clu_25959_-,chrN00240:clu_25960_-,chrN00240:clu_25961_-,chrN00240:clu_25962_-
ENSFALG00000000753	chrN00240:clu_28535_+,chrN00240:clu_28536_+,chrN00240:clu_28537_+
ENSFALG00000000759	chrN00240:clu_28538_+
ENSFALG00000000761	chrN00110:clu_20397_+,chrN00110:clu_20398_+,chrN00110:clu_20399_+
ENSFALG00000000762	chrN00240:clu_25966_-,chrN00240:clu_25967_-,chrN00240:clu_25968_-,chrN00240:clu_25969_-,chrN00240:clu_25970_-,chrN00240:clu_25971_-
ENSFALG00000000765	chrN00065:clu_16097_-
ENSFALG00000000768	chrN00210:clu_25022_+,chrN00210:clu_25023_+
ENSFALG00000000770	chrN00065:clu_16030_+,chrN00065:clu_16031_+
ENSFALG00000000773	chrN00040:clu_12244_-,chrN00040:clu_12245_-
ENSFALG00000000776	chrN00026:clu_8709_+,chrN00026:clu_8710_+
ENSFALG00000000778	chrN00065:clu_16098_-,chrN00065:clu_16099_-,chrN00065:clu_16100_-
ENSFALG00000000782	chrN00026:clu_8754_-
ENSFALG00000000790	chrN00040:clu_12089_+,chrN00040:clu_12090_+,chrN00040:clu_12091_+,chrN00040:clu_12092_+,chrN00040:clu_12093_+
ENSFALG00000000792	chrN00250:clu_26167_-,chrN00250:clu_26168_-
ENSFALG00000000796	chrN00210:clu_24983_-,chrN00210:clu_24984_-
ENSFALG00000000807	chrN00240:clu_25975_-,chrN00240:clu_25976_-,chrN00240:clu_25977_-,chrN00240:clu_25978_-,chrN00240:clu_25979_-,chrN00240:clu_25980_-,chrN00240:clu_25981_-,chrN00240:clu_25982_-
ENSFALG00000000809	chrN00250:clu_26197_+,chrN00250:clu_26198_+
ENSFALG00000000810	chrN00210:clu_25036_+
ENSFALG00000000813	chrN00342:clu_27494_-
ENSFALG00000000814	chrN00065:clu_16106_-
ENSFALG00000000816	chrN00258:clu_26354_-,chrN00258:clu_26355_-,chrN00258:clu_26356_-,chrN00258:clu_26357_-,chrN00258:clu_26358_-,chrN00258:clu_26359_-
ENSFALG00000000820	chrN00065:clu_16054_+
ENSFALG00000000824	chrN00040:clu_12094_+,chrN00040:clu_12095_+
ENSFALG00000000828	chrN00120:clu_21004_+
ENSFALG00000000831	chrN00210:clu_25037_+
ENSFALG00000000834	chrN00210:clu_24988_-,chrN00210:clu_24989_-,chrN00210:clu_24990_-,chrN00210:clu_24991_-,chrN00210:clu_24992_-
ENSFALG00000000839	chrN00229:clu_25581_+,chrN00229:clu_25582_+
ENSFALG00000000842	chrN00210:clu_24993_-
ENSFALG00000000854	chrN00210:clu_25038_+
ENSFALG00000000858	chrN00068:clu_16581_-
ENSFALG00000000859	chrN00229:clu_25560_-
ENSFALG00000000861	chrN00250:clu_26203_+,chrN00250:clu_26204_+,chrN00250:clu_26205_+
ENSFALG00000000863	chrN00068:clu_16582_-
ENSFALG00000000865	chrN00210:clu_25040_+,chrN00210:clu_25041_+
ENSFALG00000000871	chrN00120:clu_21006_+,chrN00120:clu_21007_+,chrN00120:clu_21008_+
ENSFALG00000000872	chrN00229:clu_25586_+,chrN00229:clu_25587_+,chrN00229:clu_25588_+,chrN00229:clu_25589_+
ENSFALG00000000876	chrN00068:clu_16583_-
ENSFALG00000000881	chrN00973:clu_28363_-
ENSFALG00000000885	chrN00229:clu_25562_-,chrN00229:clu_25563_-
ENSFALG00000000897	chrN00065:clu_16055_+,chrN00065:clu_16056_+,chrN00065:clu_16057_+,chrN00065:clu_16058_+
ENSFALG00000000900	chrN00229:clu_25590_+
ENSFALG00000000901	chrN00040:clu_12103_+
ENSFALG00000000903	chrN00296:clu_26943_+,chrN00296:clu_26944_+,chrN00296:clu_26945_+,chrN00296:clu_26946_+
ENSFALG00000000909	chrN00040:clu_12254_-,chrN00040:clu_12255_-,chrN00040:clu_12256_-
ENSFALG00000000910	chrN00285:clu_26796_-
ENSFALG00000000915	chrN00068:clu_16462_+
ENSFALG00000000918	chrN00285:clu_26797_-,chrN00285:clu_26798_-,chrN00285:clu_26799_-,chrN00285:clu_26800_-,chrN00285:clu_26801_-
ENSFALG00000000922	chrN00068:clu_16463_+
ENSFALG00000000927	chrN00065:clu_16112_-,chrN00065:clu_16113_-,chrN00065:clu_16114_-
ENSFALG00000000932	chrN00068:clu_16464_+,chrN00068:clu_16465_+
ENSFALG00000000934	chrN00197:clu_24575_+,chrN00197:clu_24576_+,chrN00197:clu_24577_+,chrN00197:clu_24578_+
ENSFALG00000000937	chrN00068:clu_16466_+,chrN00068:clu_16467_+
ENSFALG00000000939	chrN00065:clu_16116_-,chrN00065:clu_16117_-
ENSFALG00000000945	chrN00065:clu_16118_-
ENSFALG00000000947	chrN00197:clu_24608_-,chrN00197:clu_24609_-
ENSFALG00000000948	chrN00026:clu_8725_+
ENSFALG00000000955	chrN00197:clu_24579_+
ENSFALG00000000956	chrN00197:clu_24580_+,chrN00197:clu_24581_+,chrN00197:clu_24582_+
ENSFALG00000000959	chrN00068:clu_16478_+
ENSFALG00000000960	chrN00197:clu_24616_-,chrN00197:clu_24617_-,chrN00197:clu_24618_-,chrN00197:clu_24619_-
ENSFALG00000000966	chrN00194:clu_24419_-,chrN00194:clu_24420_-
ENSFALG00000000968	chrN00194:clu_24421_-
ENSFALG00000000970	chrN00285:clu_26789_+,chrN00285:clu_26790_+,chrN00285:clu_26791_+,chrN00285:clu_26792_+,chrN00285:clu_26793_+
ENSFALG00000000977	chrN00026:clu_8770_-,chrN00026:clu_8771_-,chrN00026:clu_8772_-
ENSFALG00000000978	chrN00194:clu_24427_+,chrN00194:clu_24428_+
ENSFALG00000000985	chrN00065:clu_16064_+,chrN00065:clu_16065_+
ENSFALG00000000991	chrN00065:clu_16067_+
ENSFALG00000000996	chrN00120:clu_21012_+,chrN00120:clu_21013_+,chrN00120:clu_21014_+,chrN00120:clu_21015_+,chrN00120:clu_21016_+
ENSFALG00000001008	chrN00194:clu_24422_-,chrN00194:clu_24423_-,chrN00194:clu_24424_-
ENSFALG00000001009	chrN00194:clu_24432_+
ENSFALG00000001010	chrN00194:clu_24425_-
ENSFALG00000001012	chrN00194:clu_24433_+
ENSFALG00000001014	chrN00065:clu_16134_-,chrN00065:clu_16135_-,chrN00065:clu_16136_-,chrN00065:clu_16137_-
ENSFALG00000001020	chrN00068:clu_16493_+
ENSFALG00000001023	chrN00217:clu_25247_+
ENSFALG00000001025	chrN00194:clu_24435_+,chrN00194:clu_24436_+,chrN00194:clu_24437_+,chrN00194:clu_24438_+
ENSFALG00000001030	chrN00120:clu_21034_-
ENSFALG00000001031	chrN00026:clu_8773_-,chrN00026:clu_8774_-,chrN00026:clu_8775_-
ENSFALG00000001033	chrN00217:clu_25230_-,chrN00217:clu_25231_-,chrN00217:clu_25232_-,chrN00217:clu_25233_-,chrN00217:clu_25234_-,chrN00217:clu_25235_-
ENSFALG00000001035	chrN00068:clu_16589_-,chrN00068:clu_16590_-,chrN00068:clu_16591_-
ENSFALG00000001038	chrN00026:clu_8740_+,chrN00026:clu_8741_+,chrN00026:clu_8742_+
ENSFALG00000001039	chrN00217:clu_25236_-,chrN00217:clu_25237_-,chrN00217:clu_25238_-
ENSFALG00000001042	chrN00026:clu_8744_+
ENSFALG00000001048	chrN00094:clu_19260_-,chrN00094:clu_19261_-
ENSFALG00000001052	chrN00068:clu_16497_+
ENSFALG00000001053	chrN00065:clu_16073_+,chrN00065:clu_16074_+
ENSFALG00000001054	chrN00040:clu_12107_+
ENSFALG00000001056	chrN00197:clu_24600_+
ENSFALG00000001061	chrN00068:clu_16498_+
ENSFALG00000001062	chrN00217:clu_25242_-,chrN00217:clu_25243_-,chrN00217:clu_25244_-,chrN00217:clu_25245_-
ENSFALG00000001064	chrN00068:clu_16593_-
ENSFALG00000001066	chrN00208:clu_24900_-,chrN00208:clu_24901_-,chrN00208:clu_24902_-,chrN00208:clu_24903_-,chrN00208:clu_24904_-,chrN00208:clu_24905_-,chrN00208:clu_24906_-
ENSFALG00000001067	chrN00375:clu_27726_-,chrN00375:clu_27727_-
ENSFALG00000001068	chrN00065:clu_16142_-,chrN00065:clu_16143_-,chrN00065:clu_16144_-
ENSFALG00000001069	chrN00229:clu_25592_+
ENSFALG00000001072	chrN00197:clu_24631_-,chrN00197:clu_24632_-
ENSFALG00000001074	chrN00094:clu_19262_-,chrN00094:clu_19263_-
ENSFALG00000001075	chrN00229:clu_25593_+,chrN00229:clu_25594_+
ENSFALG00000001079	chrN00120:clu_21046_-
ENSFALG00000001086	chrN00208:clu_24914_+,chrN00208:clu_24915_+,chrN00208:clu_24916_+
ENSFALG00000001087	chrN00068:clu_16499_+,chrN00068:clu_16500_+,chrN00068:clu_16501_+,chrN00068:clu_16502_+,chrN00068:clu_16503_+,chrN00068:clu_16504_+
ENSFALG00000001089	chrN00308:clu_27115_+,chrN00308:clu_27116_+
ENSFALG00000001096	chrN00040:clu_12264_-,chrN00040:clu_12265_-,chrN00040:clu_12266_-
ENSFALG00000001100	chrN00120:clu_21048_-
ENSFALG00000001109	chrN00068:clu_16597_-
ENSFALG00000001110	chrN00120:clu_21049_-,chrN00120:clu_21050_-,chrN00326:clu_27338_-,chrN00326:clu_27339_-
ENSFALG00000001117	chrN00094:clu_19298_+,chrN00094:clu_19299_+,chrN00094:clu_19300_+
ENSFALG00000001118	chrN00065:clu_16082_+
ENSFALG00000001119	chrN00068:clu_16599_-,chrN00068:clu_16600_-
ENSFALG00000001125	chrN00068:clu_16505_+,chrN00068:clu_16506_+,chrN00068:clu_16507_+,chrN00068:clu_16508_+
ENSFALG00000001131	chrN00109:clu_20269_+,chrN00109:clu_20270_+
ENSFALG00000001137	chrN00068:clu_16601_-,chrN00068:clu_16602_-,chrN00068:clu_16603_-
ENSFALG00000001138	chrN00229:clu_25576_-
ENSFALG00000001144	chrN00065:clu_16155_-
ENSFALG00000001148	chrN00040:clu_12280_-
ENSFALG00000001158	chrN00229:clu_25577_-
ENSFALG00000001167	chrN00109:clu_20292_-,chrN00109:clu_20293_-
ENSFALG00000001168	chrN00109:clu_20271_+
ENSFALG00000001170	chrN00347:clu_27551_+
ENSFALG00000001172	chrN00068:clu_16512_+,chrN00068:clu_16513_+,chrN00068:clu_16514_+,chrN00068:clu_16515_+
ENSFALG00000001183	chrN00109:clu_20295_-,chrN00109:clu_20296_-
ENSFALG00000001187	chrN00229:clu_25601_+,chrN00229:clu_25602_+
ENSFALG00000001191	chrN00347:clu_27560_+,chrN00347:clu_27561_+
ENSFALG00000001192	chrN00040:clu_12119_+
ENSFALG00000001193	chrN00109:clu_20281_+
ENSFALG00000001195	chrN00347:clu_27563_+,chrN00347:clu_27564_+,chrN00347:clu_27565_+,chrN00347:clu_27566_+,chrN00347:clu_27567_+,chrN00347:clu_27568_+,chrN00347:clu_27569_+
ENSFALG00000001196	chrN00094:clu_19265_-,chrN00094:clu_19266_-
ENSFALG00000001204	chrN00094:clu_19301_+,chrN00094:clu_19302_+,chrN00094:clu_19303_+
ENSFALG00000001205	chrN00065:clu_16083_+,chrN00065:clu_16084_+
ENSFALG00000001209	chrN00094:clu_19307_+,chrN00094:clu_19310_+
ENSFALG00000001212	chrN00094:clu_19270_-
ENSFALG00000001214	chrN00040:clu_12120_+,chrN00040:clu_12121_+,chrN00040:clu_12122_+
ENSFALG00000001218	chrN00094:clu_19311_+
ENSFALG00000001220	chrN00347:clu_27574_+
ENSFALG00000001222	chrN00065:clu_16085_+
ENSFALG00000001226	chrN00290:clu_26850_+,chrN00290:clu_26851_+,chrN00290:clu_26852_+
ENSFALG00000001231	chrN00068:clu_16608_-
ENSFALG00000001233	chrN00068:clu_16609_-
ENSFALG00000001235	chrN00109:clu_20302_-
ENSFALG00000001237	chrN00290:clu_26864_-,chrN00290:clu_26865_-,chrN00290:clu_26866_-,chrN00290:clu_26867_-
ENSFALG00000001238	chrN00109:clu_20286_+,chrN00109:clu_20287_+
ENSFALG00000001240	chrN00068:clu_16610_-,chrN00068:clu_16611_-
ENSFALG00000001245	chrN00109:clu_20289_+,chrN00109:clu_20290_+
ENSFALG00000001246	chrN00347:clu_27542_-,chrN00347:clu_27543_-,chrN00347:clu_27544_-
ENSFALG00000001249	chrN00290:clu_26868_-
ENSFALG00000001250	chrN00109:clu_20291_+
ENSFALG00000001252	chrN00068:clu_16522_+
ENSFALG00000001256	chrN00040:clu_12125_+
ENSFALG00000001258	chrN00094:clu_19314_+,chrN00094:clu_19315_+,chrN00094:clu_19316_+,chrN00094:clu_19317_+,chrN00094:clu_19318_+
ENSFALG00000001267	chrN00065:clu_16158_-
ENSFALG00000001282	chrN00068:clu_16612_-,chrN00068:clu_16613_-,chrN00068:clu_16614_-
ENSFALG00000001284	chrN00068:clu_16531_+,chrN00068:clu_16532_+,chrN00068:clu_16533_+,chrN00068:clu_16534_+
ENSFALG00000001287	chrN00039:clu_11790_+
