cluster	genes
chrN00052:clu_14058_+	ENSFALG00000006117
chrN00052:clu_14094_+	ENSFALG00000006409
chrN00052:clu_14158_-	ENSFALG00000004662
chrN00052:clu_14187_-	ENSFALG00000004762
chrN00052:clu_14242_-	ENSFALG00000025109
chrN00052:clu_14298_-	ENSFALG00000006061
chrN00052:clu_14321_-	ENSFALG00000006219
chrN00052:clu_14344_-	ENSFALG00000006549
chrN00053:clu_14411_-	ENSFALG00000027775
chrN00053:clu_14481_+	ENSFALG00000027572
chrN00054:clu_14534_+	ENSFALG00000012214
chrN00054:clu_14620_-	ENSFALG00000012422
chrN00054:clu_14645_-	ENSFALG00000012576
chrN00055:clu_14701_-	ENSFALG00000001513
chrN00055:clu_14726_-	ENSFALG00000001647
chrN00055:clu_14729_-	ENSFALG00000001654
chrN00055:clu_14731_-	ENSFALG00000001654
chrN00055:clu_14736_-	ENSFALG00000001675
chrN00055:clu_14743_-	ENSFALG00000001712
chrN00056:clu_14749_-	ENSFALG00000009231
chrN00056:clu_14934_+	ENSFALG00000009703
chrN00056:clu_14959_+	ENSFALG00000009899
chrN00057:clu_15079_-	ENSFALG00000008526
chrN00057:clu_15115_-	ENSFALG00000008946
chrN00057:clu_15144_+	ENSFALG00000008432
chrN00057:clu_15211_+	ENSFALG00000008971
chrN00059:clu_15315_+	ENSFALG00000028674
chrN00059:clu_15374_-	ENSFALG00000004862
chrN00059:clu_15394_-	ENSFALG00000005561
chrN00061:clu_15478_-	ENSFALG00000000107
chrN00061:clu_15505_-	ENSFALG00000000253
chrN00063:clu_15731_-	ENSFALG00000026353
chrN00063:clu_15779_-	ENSFALG00000010814
chrN00063:clu_15780_-	ENSFALG00000010814
chrN00064:clu_15824_+	ENSFALG00000005583
chrN00064:clu_15864_+	ENSFALG00000006242
chrN00064:clu_15865_+	ENSFALG00000006242
chrN00064:clu_15945_-	ENSFALG00000006030
chrN00065:clu_16081_+	ENSFALG00000026001
chrN00065:clu_16113_-	ENSFALG00000000927
chrN00066:clu_16183_+	ENSFALG00000028784
chrN00066:clu_16211_-	ENSFALG00000025934
chrN00066:clu_16219_-	ENSFALG00000004899
chrN00067:clu_16315_-	ENSFALG00000012813
chrN00068:clu_16572_-	ENSFALG00000023713
chrN00070:clu_16749_+	ENSFALG00000005444
chrN00070:clu_16753_+	ENSFALG00000005444
chrN00070:clu_16757_+	ENSFALG00000005464
chrN00070:clu_16798_-	ENSFALG00000005394
chrN00071:clu_16860_-	ENSFALG00000002091
chrN00071:clu_16872_-	ENSFALG00000002131
chrN00071:clu_16933_+	ENSFALG00000002096
chrN00072:clu_16992_+	ENSFALG00000002289
chrN00072:clu_17010_+	ENSFALG00000002329
chrN00072:clu_17040_-	ENSFALG00000025656
chrN00072:clu_17053_-	ENSFALG00000002282
chrN00072:clu_17069_-	ENSFALG00000024702
chrN00072:clu_17071_-	ENSFALG00000002317
chrN00073:clu_17172_+	ENSFALG00000005838
chrN00073:clu_17192_+	ENSFALG00000006002
chrN00074:clu_17289_+	ENSFALG00000011452
chrN00074:clu_17308_-	ENSFALG00000011079
chrN00074:clu_17328_-	ENSFALG00000023619
chrN00074:clu_17330_-	ENSFALG00000011240,ENSFALG00000023619
chrN00075:clu_17382_-	ENSFALG00000002420
chrN00075:clu_17464_-	ENSFALG00000003689
chrN00075:clu_17489_+	ENSFALG00000002448
chrN00075:clu_17490_+	ENSFALG00000002448
chrN00076:clu_17648_+	ENSFALG00000013176
chrN00077:clu_17689_+	ENSFALG00000010910
chrN00077:clu_17705_+	ENSFALG00000024268
chrN00079:clu_17835_-	ENSFALG00000001515
chrN00079:clu_17874_-	ENSFALG00000001826
chrN00079:clu_17902_+	ENSFALG00000001580
chrN00079:clu_17925_+	ENSFALG00000001685
chrN00080:clu_18012_-	ENSFALG00000003218
chrN00083:clu_18186_+	ENSFALG00000001588
chrN00084:clu_18230_+	ENSFALG00000013103
chrN00084:clu_18261_+	ENSFALG00000013352
chrN00084:clu_18283_-	ENSFALG00000013051
chrN00086:clu_18433_-	ENSFALG00000012936
chrN00087:clu_18488_-	ENSFALG00000011125
chrN00087:clu_18496_-	ENSFALG00000011286
chrN00087:clu_18518_-	ENSFALG00000011776
chrN00088:clu_18602_-	ENSFALG00000007893
chrN00088:clu_18639_-	ENSFALG00000008211
chrN00088:clu_18641_-	ENSFALG00000008211
chrN00089:clu_18715_+	ENSFALG00000004517
chrN00089:clu_18742_+	ENSFALG00000004797
chrN00089:clu_18801_-	ENSFALG00000004498
chrN00089:clu_18871_-	ENSFALG00000005312
chrN00089:clu_18872_-	ENSFALG00000005312
chrN00091:clu_18956_+	ENSFALG00000006627
chrN00091:clu_18993_-	ENSFALG00000006581
chrN00091:clu_18998_-	ENSFALG00000014275
chrN00092:clu_19072_+	ENSFALG00000013591
chrN00092:clu_19074_+	ENSFALG00000013591
chrN00093:clu_19165_+	ENSFALG00000004276
chrN00093:clu_19231_-	ENSFALG00000004177
chrN00093:clu_19232_-	ENSFALG00000004177
chrN00094:clu_19284_-	ENSFALG00000001338
chrN00094:clu_19312_+	ENSFALG00000001234
chrN00094:clu_19319_+	ENSFALG00000001313
chrN00095:clu_19337_-	ENSFALG00000010160
chrN00095:clu_19386_+	ENSFALG00000027862
chrN00099:clu_19598_+	ENSFALG00000005568
chrN00100:clu_19665_+	ENSFALG00000013546
chrN00100:clu_19677_-	ENSFALG00000013462
chrN00101:clu_19778_-	ENSFALG00000003521
chrN00101:clu_19783_-	ENSFALG00000003540
chrN00101:clu_19789_-	ENSFALG00000003553
chrN00102:clu_19824_-	ENSFALG00000003176
chrN00104:clu_20029_+	ENSFALG00000006362
chrN00104:clu_20030_+	ENSFALG00000006362
chrN00105:clu_20068_-	ENSFALG00000025250
chrN00107:clu_20157_+	ENSFALG00000009043
chrN00107:clu_20166_+	ENSFALG00000009095
chrN00107:clu_20170_-	ENSFALG00000009026
chrN00108:clu_20238_-	ENSFALG00000026289
chrN00108:clu_20240_-	ENSFALG00000026289
chrN00111:clu_20445_-	ENSFALG00000010190
chrN00112:clu_20489_-	ENSFALG00000023479
chrN00113:clu_20529_+	ENSFALG00000012237
chrN00113:clu_20570_-	ENSFALG00000012290
chrN00113:clu_20590_-	ENSFALG00000012428,ENSFALG00000025782
chrN00115:clu_20666_+	ENSFALG00000001670
chrN00115:clu_20695_-	ENSFALG00000001716
chrN00117:clu_20772_-	ENSFALG00000023523
chrN00118:clu_20878_+	ENSFALG00000013775
chrN00118:clu_20879_+	ENSFALG00000013775
chrN00118:clu_20882_+	ENSFALG00000013775
chrN00118:clu_20907_+	ENSFALG00000013885
chrN00118:clu_20915_+	ENSFALG00000013902
chrN00119:clu_20941_-	ENSFALG00000009023
chrN00119:clu_20964_-	ENSFALG00000009076
chrN00121:clu_21060_-	ENSFALG00000009660
chrN00123:clu_21123_-	ENSFALG00000011846
chrN00124:clu_21161_+	ENSFALG00000002847
chrN00125:clu_21240_-	ENSFALG00000013507
chrN00126:clu_21295_-	ENSFALG00000011144
chrN00126:clu_21297_-	ENSFALG00000011164
chrN00126:clu_21329_+	ENSFALG00000011274
chrN00126:clu_21333_+	ENSFALG00000011274
chrN00127:clu_21337_-	ENSFALG00000000159
chrN00129:clu_21436_-	ENSFALG00000009855
chrN00129:clu_21442_-	ENSFALG00000024265,ENSFALG00000028835
chrN00129:clu_21472_+	ENSFALG00000009935
chrN00131:clu_21511_-	ENSFALG00000003327
chrN00131:clu_21514_-	ENSFALG00000003400
chrN00131:clu_21516_-	ENSFALG00000003400
chrN00131:clu_21544_+	ENSFALG00000003362
chrN00131:clu_21558_+	ENSFALG00000003605
chrN00133:clu_21649_+	ENSFALG00000029013
chrN00133:clu_21655_-	ENSFALG00000003668
chrN00133:clu_21693_-	ENSFALG00000003794
chrN00136:clu_21822_-	ENSFALG00000009283
chrN00139:clu_21952_+	ENSFALG00000010609
chrN00142:clu_22094_+	ENSFALG00000000150
chrN00144:clu_22191_-	ENSFALG00000005132
chrN00145:clu_22279_+	ENSFALG00000011255
chrN00145:clu_22301_+	ENSFALG00000011955,ENSFALG00000011987
chrN00146:clu_22331_-	ENSFALG00000004057
chrN00149:clu_22413_-	ENSFALG00000002619
chrN00149:clu_22421_-	ENSFALG00000024648
chrN00151:clu_22491_-	ENSFALG00000028394
chrN00154:clu_22571_+	ENSFALG00000023608
chrN00154:clu_22579_+	ENSFALG00000007256
chrN00154:clu_22594_+	ENSFALG00000007374
chrN00155:clu_22640_-	ENSFALG00000006491
chrN00156:clu_22685_-	ENSFALG00000002719
chrN00157:clu_22752_+	ENSFALG00000025745
chrN00159:clu_22839_-	ENSFALG00000006741
chrN00159:clu_22848_+	ENSFALG00000026311
chrN00160:clu_22963_-	ENSFALG00000012554
chrN00161:clu_23006_+	ENSFALG00000000209
chrN00164:clu_23184_+	ENSFALG00000012406
chrN00166:clu_23232_-	ENSFALG00000004778
chrN00166:clu_23249_-	ENSFALG00000005088,ENSFALG00000026134
chrN00169:clu_23408_-	ENSFALG00000007032
chrN00176:clu_23686_-	ENSFALG00000012992
chrN00176:clu_23704_+	ENSFALG00000012833
chrN00177:clu_23716_-	ENSFALG00000009248
chrN00178:clu_23766_+	ENSFALG00000001682
chrN00178:clu_23767_+	ENSFALG00000001682
chrN00181:clu_23824_+	ENSFALG00000000466
chrN00182:clu_23843_-	ENSFALG00000003136
chrN00184:clu_23907_+	ENSFALG00000023723
chrN00187:clu_23988_+	ENSFALG00000011725
chrN00187:clu_24044_-	ENSFALG00000011787
chrN00188:clu_24075_+	ENSFALG00000009517
chrN00188:clu_24079_+	ENSFALG00000009520
chrN00189:clu_24151_-	ENSFALG00000009547
chrN00190:clu_24173_-	ENSFALG00000027266,ENSFALG00000008362
chrN00190:clu_24212_+	ENSFALG00000027235
chrN00192:clu_24369_-	ENSFALG00000009693
chrN00192:clu_24394_+	ENSFALG00000025629
chrN00192:clu_24399_+	ENSFALG00000026877
chrN00196:clu_24526_+	ENSFALG00000005885
chrN00197:clu_24599_+	ENSFALG00000000997
chrN00197:clu_24618_-	ENSFALG00000000960
chrN00205:clu_24821_+	ENSFALG00000005771
chrN00205:clu_24857_-	ENSFALG00000005969
chrN00206:clu_24863_+	ENSFALG00000028954
chrN00208:clu_24890_-	ENSFALG00000001050
chrN00210:clu_25003_+	ENSFALG00000000677
chrN00210:clu_25014_+	ENSFALG00000028719
chrN00210:clu_25031_+	ENSFALG00000000804
chrN00211:clu_25069_+	ENSFALG00000025604
chrN00232:clu_25737_+	ENSFALG00000003710
chrN00232:clu_25751_+	ENSFALG00000023686
chrN00232:clu_25752_+	ENSFALG00000003840
chrN00232:clu_25757_+	ENSFALG00000023772
chrN00233:clu_25772_+	ENSFALG00000001999
chrN00236:clu_25838_-	ENSFALG00000007581
chrN00236:clu_25841_-	ENSFALG00000007607
chrN00237:clu_25861_-	ENSFALG00000009807
chrN00237:clu_25868_-	ENSFALG00000009812
chrN00237:clu_25904_-	ENSFALG00000010009
chrN00238:clu_25943_-	ENSFALG00000005035
chrN00243:clu_26026_-	ENSFALG00000006530
chrN00250:clu_26191_+	ENSFALG00000000797
chrN00254:clu_26295_+	ENSFALG00000004736
chrN00254:clu_26316_-	ENSFALG00000004686
chrN00254:clu_26321_-	ENSFALG00000025926
chrN00255:clu_26340_+	ENSFALG00000008045
chrN00258:clu_26360_+	ENSFALG00000000833
chrN00283:clu_26755_+	ENSFALG00000001123
chrN00283:clu_26763_-	ENSFALG00000024574
chrN00285:clu_26779_+	ENSFALG00000014576,ENSFALG00000000923
chrN00296:clu_26943_+	ENSFALG00000000903
chrN00324:clu_27332_-	ENSFALG00000012137
chrN00329:clu_27361_-	ENSFALG00000027592
chrN00333:clu_27414_+	ENSFALG00000008231
chrN00334:clu_27434_-	ENSFALG00000002323
chrN00339:clu_27463_+	ENSFALG00000010714
chrN00340:clu_27477_-	ENSFALG00000024845
chrN00340:clu_27482_+	ENSFALG00000012320
chrN00346:clu_27524_+	ENSFALG00000024713
chrN00346:clu_27525_+	ENSFALG00000024713
chrN00384:clu_27786_-	ENSFALG00000005202
chrN00410:clu_27867_+	ENSFALG00000002980
