genes	clusters
ENSFALG00000000204	chrN00161:clu_23023_-,chrN00161:clu_23025_-,chrN00161:clu_23026_-,chrN00161:clu_23027_-,chrN00161:clu_23028_-,chrN00161:clu_23030_-,chrN00161:clu_23031_-,chrN00161:clu_23032_-
ENSFALG00000000206	chrN00061:clu_15546_+
ENSFALG00000000208	chrN00218:clu_25286_-
ENSFALG00000000209	chrN00161:clu_23003_+,chrN00161:clu_23004_+,chrN00161:clu_23005_+,chrN00161:clu_23006_+,chrN00161:clu_23007_+
ENSFALG00000000213	chrN00127:clu_21356_+
ENSFALG00000000215	chrN00061:clu_15492_-
ENSFALG00000000223	chrN00061:clu_15548_+
ENSFALG00000000228	chrN00061:clu_15554_+,chrN00061:clu_15555_+
ENSFALG00000000238	chrN00061:clu_15559_+,chrN00061:clu_15560_+,chrN00061:clu_15561_+
ENSFALG00000000250	chrN00061:clu_15563_+
ENSFALG00000000253	chrN00061:clu_15504_-,chrN00061:clu_15505_-,chrN00061:clu_15506_-,chrN00061:clu_15507_-,chrN00061:clu_15508_-,chrN00061:clu_15509_-
ENSFALG00000000254	chrN00171:clu_23585_+
ENSFALG00000000255	chrN00218:clu_25254_+,chrN00218:clu_25256_+
ENSFALG00000000265	chrN00218:clu_25287_-
ENSFALG00000000267	chrN00147:clu_22367_-,chrN00147:clu_22368_-
ENSFALG00000000269	chrN00147:clu_22350_+,chrN00147:clu_22351_+,chrN00147:clu_22352_+
ENSFALG00000000271	chrN00171:clu_23586_+,chrN00171:clu_23587_+
ENSFALG00000000273	chrN00171:clu_23591_+
ENSFALG00000000293	chrN00050:clu_13676_-
ENSFALG00000000294	chrN00050:clu_13719_+
ENSFALG00000000295	chrN00050:clu_13720_+
ENSFALG00000000301	chrN00171:clu_23548_-
ENSFALG00000000304	chrN00171:clu_23550_-
ENSFALG00000000309	chrN00218:clu_25289_-
ENSFALG00000000315	chrN00050:clu_13679_-
ENSFALG00000000321	chrN00040:clu_12010_+
ENSFALG00000000332	chrN00040:clu_12150_-
ENSFALG00000000336	chrN00050:clu_13683_-
ENSFALG00000000337	chrN00050:clu_13733_+
ENSFALG00000000338	chrN00050:clu_13684_-,chrN00050:clu_13685_-,chrN00050:clu_13686_-
ENSFALG00000000347	chrN00040:clu_12154_-,chrN00040:clu_12155_-
ENSFALG00000000353	chrN00050:clu_13738_+,chrN00050:clu_13739_+
ENSFALG00000000361	chrN00050:clu_13747_+
ENSFALG00000000362	chrN00226:clu_25417_+,chrN00226:clu_25418_+,chrN00226:clu_25419_+,chrN00226:clu_25420_+
ENSFALG00000000364	chrN00050:clu_13749_+,chrN00050:clu_13750_+,chrN00050:clu_13751_+
ENSFALG00000000370	chrN00050:clu_13752_+,chrN00050:clu_13753_+,chrN00050:clu_13754_+
ENSFALG00000000403	chrN00050:clu_13697_-
ENSFALG00000000412	chrN00226:clu_25442_-
ENSFALG00000000417	chrN00040:clu_12023_+
ENSFALG00000000427	chrN00218:clu_25260_+
ENSFALG00000000434	chrN00040:clu_12164_-
ENSFALG00000000437	chrN00226:clu_25421_+,chrN00226:clu_25424_+
ENSFALG00000000444	chrN00040:clu_12169_-
ENSFALG00000000452	chrN00181:clu_23802_-
ENSFALG00000000455	chrN00040:clu_12171_-
ENSFALG00000000457	chrN00226:clu_25446_-
ENSFALG00000000458	chrN00110:clu_20359_+
ENSFALG00000000459	chrN00181:clu_23803_-,chrN00181:clu_23804_-
ENSFALG00000000461	chrN00181:clu_23806_-,chrN00181:clu_23807_-,chrN00181:clu_23809_-,chrN00181:clu_23810_-
ENSFALG00000000464	chrN00218:clu_25268_+,chrN00218:clu_25270_+
ENSFALG00000000465	chrN00040:clu_12029_+
ENSFALG00000000466	chrN00181:clu_23824_+,chrN00181:clu_23825_+
ENSFALG00000000467	chrN00226:clu_25447_-,chrN00226:clu_25449_-,chrN00226:clu_25452_-
ENSFALG00000000487	chrN00040:clu_12181_-,chrN00040:clu_12182_-
ENSFALG00000000488	chrN00110:clu_20318_-
ENSFALG00000000491	chrN00110:clu_20319_-,chrN00110:clu_20320_-
ENSFALG00000000503	chrN00040:clu_12034_+
ENSFALG00000000504	chrN00110:clu_20362_+
ENSFALG00000000505	chrN00040:clu_12037_+,chrN00040:clu_12038_+
ENSFALG00000000507	chrN00110:clu_20324_-
ENSFALG00000000511	chrN00179:clu_23781_+,chrN00179:clu_23782_+,chrN00179:clu_23783_+
ENSFALG00000000512	chrN00040:clu_12044_+
ENSFALG00000000513	chrN00226:clu_25457_-
ENSFALG00000000518	chrN00040:clu_12185_-
ENSFALG00000000519	chrN00040:clu_12186_-
ENSFALG00000000522	chrN00040:clu_12046_+,chrN00040:clu_12047_+
ENSFALG00000000523	chrN00040:clu_12187_-
ENSFALG00000000529	chrN00110:clu_20327_-,chrN00110:clu_20328_-,chrN00110:clu_20329_-
ENSFALG00000000535	chrN00226:clu_25433_+
ENSFALG00000000541	chrN00226:clu_25459_-,chrN00226:clu_25461_-,chrN00226:clu_25462_-
ENSFALG00000000543	chrN00040:clu_12053_+
ENSFALG00000000545	chrN00040:clu_12055_+,chrN00040:clu_12056_+
ENSFALG00000000553	chrN00226:clu_25463_-,chrN00226:clu_25465_-
ENSFALG00000000555	chrN00226:clu_25436_+
ENSFALG00000000557	chrN00226:clu_25437_+
ENSFALG00000000559	chrN00040:clu_12191_-,chrN00040:clu_12192_-,chrN00040:clu_12197_-,chrN00040:clu_12198_-,chrN00040:clu_12202_-
ENSFALG00000000560	chrN00110:clu_20333_-
ENSFALG00000000564	chrN00110:clu_20365_+,chrN00110:clu_20366_+,chrN00110:clu_20367_+
ENSFALG00000000568	chrN00304:clu_27069_-,chrN00304:clu_27070_-,chrN00304:clu_27071_-,chrN00304:clu_27072_-,chrN00304:clu_27073_-,chrN00304:clu_27074_-
ENSFALG00000000569	chrN00110:clu_20338_-
ENSFALG00000000571	chrN00304:clu_27076_-,chrN00304:clu_27077_-
ENSFALG00000000580	chrN00304:clu_27064_+,chrN00304:clu_27065_+,chrN00304:clu_27067_+
ENSFALG00000000591	chrN00110:clu_20370_+,chrN00110:clu_20371_+
ENSFALG00000000598	chrN00040:clu_12061_+
ENSFALG00000000601	chrN00110:clu_20373_+,chrN00110:clu_20376_+
ENSFALG00000000607	chrN00040:clu_12064_+,chrN00040:clu_12065_+
ENSFALG00000000610	chrN00040:clu_12066_+,chrN00040:clu_12068_+,chrN00040:clu_12069_+
ENSFALG00000000614	chrN00040:clu_12215_-,chrN00040:clu_12216_-
ENSFALG00000000615	chrN00040:clu_12072_+
ENSFALG00000000616	chrN00110:clu_20339_-
ENSFALG00000000621	chrN00110:clu_20387_+
ENSFALG00000000628	chrN00210:clu_24948_-,chrN00210:clu_24949_-
ENSFALG00000000631	chrN00210:clu_24950_-,chrN00210:clu_24951_-,chrN00210:clu_24952_-
ENSFALG00000000637	chrN00222:clu_25355_+,chrN00222:clu_25356_+,chrN00222:clu_25357_+,chrN00222:clu_25358_+,chrN00222:clu_25359_+
ENSFALG00000000639	chrN00210:clu_24953_-
ENSFALG00000000642	chrN00110:clu_20341_-,chrN00110:clu_20342_-
ENSFALG00000000644	chrN00040:clu_12074_+
ENSFALG00000000656	chrN00210:clu_24956_-
ENSFALG00000000660	chrN00040:clu_12222_-,chrN00040:clu_12225_-
ENSFALG00000000667	chrN00210:clu_24961_-
ENSFALG00000000674	chrN00210:clu_24964_-,chrN00210:clu_24965_-
ENSFALG00000000681	chrN00250:clu_26158_-,chrN00250:clu_26159_-
ENSFALG00000000682	chrN00110:clu_20344_-,chrN00110:clu_20345_-,chrN00110:clu_20346_-
ENSFALG00000000689	chrN00210:clu_25007_+
ENSFALG00000000690	chrN00250:clu_26172_+,chrN00250:clu_26173_+,chrN00250:clu_26174_+
ENSFALG00000000691	chrN00373:clu_27717_+,chrN00373:clu_27721_+,chrN00373:clu_27722_+
ENSFALG00000000692	chrN00210:clu_25008_+
ENSFALG00000000695	chrN00110:clu_20394_+
ENSFALG00000000700	chrN00260:clu_26392_-,chrN00260:clu_26393_-,chrN00260:clu_26394_-,chrN00260:clu_26395_-,chrN00260:clu_26396_-
ENSFALG00000000706	chrN00210:clu_25009_+,chrN00210:clu_25010_+
ENSFALG00000000708	chrN00373:clu_27724_-,chrN00373:clu_27725_-
ENSFALG00000000711	chrN00250:clu_26175_+
ENSFALG00000000715	chrN00210:clu_24969_-,chrN00210:clu_24970_-,chrN00210:clu_24974_-
ENSFALG00000000720	chrN00250:clu_26177_+
ENSFALG00000000723	chrN00210:clu_25016_+,chrN00210:clu_25017_+
ENSFALG00000000724	chrN00250:clu_26162_-,chrN00250:clu_26164_-,chrN00250:clu_26165_-
ENSFALG00000000729	chrN00210:clu_24976_-,chrN00210:clu_24977_-,chrN00210:clu_24978_-
ENSFALG00000000731	chrN00040:clu_12233_-
ENSFALG00000000732	chrN00250:clu_26178_+,chrN00250:clu_26179_+
ENSFALG00000000734	chrN00040:clu_12081_+,chrN00040:clu_12083_+,chrN00040:clu_12084_+
ENSFALG00000000738	chrN00250:clu_26181_+,chrN00250:clu_26182_+,chrN00250:clu_26183_+
ENSFALG00000000740	chrN00040:clu_12240_-,chrN00040:clu_12241_-
ENSFALG00000000748	chrN00210:clu_25020_+,chrN00210:clu_25021_+
ENSFALG00000000750	chrN00240:clu_25960_-,chrN00240:clu_25962_-
ENSFALG00000000756	chrN00250:clu_26185_+
ENSFALG00000000757	chrN00210:clu_24979_-,chrN00210:clu_24980_-,chrN00210:clu_24981_-
ENSFALG00000000761	chrN00110:clu_20397_+,chrN00110:clu_20398_+,chrN00110:clu_20399_+
ENSFALG00000000762	chrN00240:clu_25967_-,chrN00240:clu_25968_-,chrN00240:clu_25969_-
ENSFALG00000000765	chrN00065:clu_16097_-
ENSFALG00000000766	chrN00110:clu_20401_+,chrN00110:clu_20402_+,chrN00110:clu_20403_+
ENSFALG00000000768	chrN00210:clu_25023_+
ENSFALG00000000769	chrN00026:clu_8704_+,chrN00026:clu_8705_+,chrN00026:clu_8706_+,chrN00026:clu_8707_+,chrN00026:clu_8708_+
ENSFALG00000000772	chrN00210:clu_25024_+
ENSFALG00000000774	chrN00068:clu_16426_+,chrN00068:clu_16428_+,chrN00068:clu_16429_+
ENSFALG00000000776	chrN00026:clu_8709_+,chrN00026:clu_8710_+
ENSFALG00000000778	chrN00065:clu_16098_-
ENSFALG00000000780	chrN00065:clu_16038_+,chrN00065:clu_16039_+
ENSFALG00000000781	chrN00210:clu_25025_+
ENSFALG00000000785	chrN00068:clu_16573_-,chrN00068:clu_16574_-
ENSFALG00000000788	chrN00068:clu_16579_-,chrN00068:clu_16580_-
ENSFALG00000000789	chrN00065:clu_16041_+,chrN00065:clu_16044_+,chrN00065:clu_16045_+
ENSFALG00000000790	chrN00040:clu_12089_+,chrN00040:clu_12091_+,chrN00040:clu_12092_+,chrN00040:clu_12093_+
ENSFALG00000000792	chrN00250:clu_26168_-
ENSFALG00000000797	chrN00250:clu_26189_+,chrN00250:clu_26190_+
ENSFALG00000000807	chrN00240:clu_25975_-,chrN00240:clu_25976_-,chrN00240:clu_25977_-,chrN00240:clu_25978_-,chrN00240:clu_25979_-,chrN00240:clu_25980_-,chrN00240:clu_25981_-,chrN00240:clu_25982_-
ENSFALG00000000808	chrN00120:clu_21002_+,chrN00120:clu_21003_+
ENSFALG00000000809	chrN00250:clu_26197_+
ENSFALG00000000810	chrN00210:clu_25036_+
ENSFALG00000000816	chrN00258:clu_26355_-,chrN00258:clu_26356_-,chrN00258:clu_26357_-,chrN00258:clu_26358_-
ENSFALG00000000832	chrN00040:clu_12246_-,chrN00040:clu_12247_-
ENSFALG00000000846	chrN00040:clu_12248_-,chrN00040:clu_12250_-
ENSFALG00000000847	chrN00250:clu_26200_+,chrN00250:clu_26201_+
ENSFALG00000000848	chrN00068:clu_16452_+,chrN00068:clu_16453_+,chrN00068:clu_16454_+,chrN00068:clu_16455_+,chrN00068:clu_16456_+
ENSFALG00000000860	chrN00026:clu_8722_+
ENSFALG00000000861	chrN00250:clu_26205_+
ENSFALG00000000863	chrN00068:clu_16582_-
ENSFALG00000000868	chrN00026:clu_8724_+
ENSFALG00000000869	chrN00068:clu_16459_+
ENSFALG00000000872	chrN00229:clu_25588_+
ENSFALG00000000891	chrN00296:clu_26934_-
ENSFALG00000000895	chrN00040:clu_12253_-
ENSFALG00000000897	chrN00065:clu_16056_+,chrN00065:clu_16057_+
ENSFALG00000000902	chrN00026:clu_8756_-,chrN00026:clu_8757_-,chrN00026:clu_8758_-,chrN00026:clu_8759_-,chrN00026:clu_8760_-,chrN00026:clu_8761_-,chrN00026:clu_8762_-,chrN00026:clu_8763_-,chrN00026:clu_8765_-
ENSFALG00000000903	chrN00296:clu_26946_+
ENSFALG00000000904	chrN00285:clu_26773_+,chrN00285:clu_26774_+
ENSFALG00000000909	chrN00040:clu_12254_-
ENSFALG00000000913	chrN00229:clu_25564_-,chrN00229:clu_25565_-,chrN00229:clu_25566_-
ENSFALG00000000918	chrN00285:clu_26798_-,chrN00285:clu_26799_-
ENSFALG00000000922	chrN00068:clu_16463_+
ENSFALG00000000923	chrN00285:clu_26779_+,chrN00285:clu_26780_+
ENSFALG00000000924	chrN00065:clu_16110_-
ENSFALG00000000932	chrN00068:clu_16464_+
ENSFALG00000000937	chrN00068:clu_16466_+
ENSFALG00000000946	chrN00068:clu_16468_+
ENSFALG00000000947	chrN00197:clu_24608_-,chrN00197:clu_24609_-
ENSFALG00000000950	chrN00285:clu_26781_+,chrN00285:clu_26782_+,chrN00285:clu_26783_+,chrN00285:clu_26784_+,chrN00285:clu_26786_+,chrN00285:clu_26787_+
ENSFALG00000000951	chrN00068:clu_16471_+,chrN00068:clu_16472_+,chrN00068:clu_16473_+,chrN00068:clu_16474_+,chrN00068:clu_16475_+
ENSFALG00000000952	chrN00197:clu_24610_-,chrN00197:clu_24611_-,chrN00197:clu_24612_-
ENSFALG00000000954	chrN00026:clu_8727_+,chrN00026:clu_8728_+,chrN00026:clu_8729_+
ENSFALG00000000955	chrN00197:clu_24579_+
ENSFALG00000000956	chrN00197:clu_24581_+
ENSFALG00000000958	chrN00065:clu_16120_-,chrN00065:clu_16122_-
ENSFALG00000000959	chrN00068:clu_16478_+
ENSFALG00000000964	chrN00040:clu_12258_-
ENSFALG00000000965	chrN00026:clu_8737_+,chrN00026:clu_8738_+
ENSFALG00000000968	chrN00194:clu_24421_-
ENSFALG00000000970	chrN00285:clu_26791_+
ENSFALG00000000972	chrN00197:clu_24584_+,chrN00197:clu_24586_+
ENSFALG00000000975	chrN00068:clu_16482_+,chrN00068:clu_16483_+
ENSFALG00000000976	chrN00065:clu_16123_-
ENSFALG00000000977	chrN00026:clu_8771_-,chrN00026:clu_8772_-
ENSFALG00000000978	chrN00194:clu_24428_+
ENSFALG00000000982	chrN00068:clu_16486_+
ENSFALG00000000985	chrN00065:clu_16064_+
ENSFALG00000000987	chrN00068:clu_16487_+,chrN00068:clu_16488_+
ENSFALG00000000990	chrN00040:clu_12257_-,chrN00040:clu_12259_-
ENSFALG00000000994	chrN00065:clu_16129_-,chrN00065:clu_16130_-
ENSFALG00000000996	chrN00120:clu_21012_+,chrN00120:clu_21013_+,chrN00120:clu_21015_+,chrN00120:clu_21016_+
ENSFALG00000000997	chrN00197:clu_24598_+
ENSFALG00000000999	chrN00065:clu_16068_+
ENSFALG00000001002	chrN00194:clu_24430_+
ENSFALG00000001004	chrN00065:clu_16069_+
ENSFALG00000001008	chrN00194:clu_24422_-,chrN00194:clu_24423_-
ENSFALG00000001012	chrN00194:clu_24433_+
ENSFALG00000001018	chrN00094:clu_19293_+,chrN00094:clu_19295_+,chrN00094:clu_19296_+
ENSFALG00000001022	chrN00065:clu_16139_-,chrN00065:clu_16140_-
ENSFALG00000001024	chrN00094:clu_19258_-,chrN00094:clu_19259_-
ENSFALG00000001026	chrN00040:clu_12105_+
ENSFALG00000001029	chrN00094:clu_19297_+
ENSFALG00000001033	chrN00217:clu_25230_-,chrN00217:clu_25231_-,chrN00217:clu_25232_-,chrN00217:clu_25233_-,chrN00217:clu_25234_-,chrN00217:clu_25235_-
ENSFALG00000001035	chrN00068:clu_16589_-,chrN00068:clu_16590_-,chrN00068:clu_16591_-
ENSFALG00000001036	chrN00229:clu_25570_-
ENSFALG00000001037	chrN00040:clu_12262_-
ENSFALG00000001038	chrN00026:clu_8741_+
ENSFALG00000001039	chrN00217:clu_25236_-
ENSFALG00000001052	chrN00068:clu_16497_+
ENSFALG00000001055	chrN00208:clu_24896_-
ENSFALG00000001059	chrN00229:clu_25571_-,chrN00229:clu_25572_-
ENSFALG00000001065	chrN00040:clu_12108_+
ENSFALG00000001066	chrN00208:clu_24902_-,chrN00208:clu_24903_-
ENSFALG00000001067	chrN00375:clu_27726_-,chrN00375:clu_27727_-
ENSFALG00000001074	chrN00094:clu_19262_-
ENSFALG00000001079	chrN00120:clu_21046_-
ENSFALG00000001081	chrN00040:clu_12110_+,chrN00040:clu_12111_+,chrN00040:clu_12113_+
ENSFALG00000001084	chrN00120:clu_21022_+
ENSFALG00000001087	chrN00068:clu_16500_+,chrN00068:clu_16504_+
ENSFALG00000001096	chrN00040:clu_12266_-
ENSFALG00000001104	chrN00120:clu_21024_+
ENSFALG00000001105	chrN00065:clu_16079_+
ENSFALG00000001106	chrN00040:clu_12114_+
ENSFALG00000001109	chrN00068:clu_16597_-
ENSFALG00000001110	chrN00120:clu_21049_-,chrN00120:clu_21050_-,chrN00326:clu_27338_-,chrN00326:clu_27339_-
ENSFALG00000001113	chrN00040:clu_12115_+,chrN00040:clu_12116_+,chrN00040:clu_12117_+
ENSFALG00000001114	chrN00229:clu_25575_-
ENSFALG00000001115	chrN00068:clu_16598_-
ENSFALG00000001117	chrN00094:clu_19298_+
ENSFALG00000001118	chrN00065:clu_16082_+
ENSFALG00000001119	chrN00068:clu_16599_-,chrN00068:clu_16600_-
ENSFALG00000001123	chrN00283:clu_26755_+
ENSFALG00000001125	chrN00068:clu_16506_+
ENSFALG00000001131	chrN00109:clu_20269_+
ENSFALG00000001137	chrN00068:clu_16602_-
ENSFALG00000001144	chrN00065:clu_16155_-
ENSFALG00000001152	chrN00283:clu_26764_-,chrN00283:clu_26765_-
ENSFALG00000001160	chrN00040:clu_12281_-
ENSFALG00000001162	chrN00068:clu_16604_-
ENSFALG00000001165	chrN00040:clu_12283_-,chrN00040:clu_12284_-
ENSFALG00000001166	chrN00347:clu_27527_-,chrN00347:clu_27528_-
ENSFALG00000001168	chrN00109:clu_20271_+
ENSFALG00000001172	chrN00068:clu_16513_+,chrN00068:clu_16514_+
ENSFALG00000001173	chrN00109:clu_20272_+,chrN00109:clu_20273_+,chrN00109:clu_20274_+,chrN00109:clu_20276_+,chrN00109:clu_20277_+
ENSFALG00000001175	chrN00347:clu_27529_-
ENSFALG00000001179	chrN00347:clu_27532_-
ENSFALG00000001181	chrN00347:clu_27553_+,chrN00347:clu_27555_+
ENSFALG00000001183	chrN00109:clu_20295_-
ENSFALG00000001188	chrN00347:clu_27558_+
ENSFALG00000001191	chrN00347:clu_27560_+
ENSFALG00000001194	chrN00229:clu_25605_+
ENSFALG00000001195	chrN00347:clu_27568_+
ENSFALG00000001199	chrN00065:clu_16156_-
ENSFALG00000001202	chrN00068:clu_16606_-
ENSFALG00000001207	chrN00109:clu_20297_-
ENSFALG00000001214	chrN00040:clu_12120_+,chrN00040:clu_12122_+
ENSFALG00000001215	chrN00347:clu_27534_-,chrN00347:clu_27535_-,chrN00347:clu_27536_-
ENSFALG00000001217	chrN00290:clu_26861_-,chrN00290:clu_26862_-
ENSFALG00000001225	chrN00068:clu_16519_+
ENSFALG00000001226	chrN00290:clu_26850_+,chrN00290:clu_26851_+,chrN00290:clu_26852_+
ENSFALG00000001230	chrN00109:clu_20284_+,chrN00109:clu_20285_+
ENSFALG00000001231	chrN00068:clu_16608_-
ENSFALG00000001232	chrN00347:clu_27537_-,chrN00347:clu_27538_-,chrN00347:clu_27539_-
ENSFALG00000001233	chrN00068:clu_16609_-
ENSFALG00000001234	chrN00094:clu_19312_+
ENSFALG00000001236	chrN00068:clu_16521_+
ENSFALG00000001245	chrN00109:clu_20289_+,chrN00109:clu_20290_+
ENSFALG00000001252	chrN00068:clu_16522_+
ENSFALG00000001259	chrN00347:clu_27547_-
ENSFALG00000001262	chrN00347:clu_27548_-
ENSFALG00000001270	chrN00347:clu_27575_+,chrN00347:clu_27576_+
ENSFALG00000001275	chrN00065:clu_16086_+,chrN00065:clu_16087_+,chrN00065:clu_16088_+
ENSFALG00000001282	chrN00068:clu_16612_-,chrN00068:clu_16613_-,chrN00068:clu_16614_-
ENSFALG00000001284	chrN00068:clu_16532_+,chrN00068:clu_16533_+,chrN00068:clu_16534_+
ENSFALG00000001288	chrN00068:clu_16524_+
ENSFALG00000001294	chrN00065:clu_16092_+
ENSFALG00000001302	chrN00068:clu_16526_+
ENSFALG00000001309	chrN00039:clu_11796_+
ENSFALG00000001311	chrN00183:clu_23885_+
ENSFALG00000001313	chrN00094:clu_19320_+,chrN00094:clu_19321_+
ENSFALG00000001317	chrN00183:clu_23887_+
ENSFALG00000001321	chrN00065:clu_16159_-
ENSFALG00000001322	chrN00039:clu_11799_+
ENSFALG00000001332	chrN00039:clu_11618_-
ENSFALG00000001339	chrN00065:clu_16161_-
ENSFALG00000001341	chrN00040:clu_12129_+
ENSFALG00000001342	chrN00068:clu_16538_+,chrN00068:clu_16539_+
ENSFALG00000001343	chrN00602:clu_28199_-
ENSFALG00000001344	chrN00068:clu_16540_+,chrN00068:clu_16541_+,chrN00068:clu_16542_+,chrN00068:clu_16543_+
ENSFALG00000001346	chrN00040:clu_12131_+
ENSFALG00000001349	chrN00040:clu_12133_+,chrN00040:clu_12134_+
ENSFALG00000001351	chrN00094:clu_19323_+,chrN00094:clu_19324_+,chrN00094:clu_19325_+,chrN00094:clu_19328_+,chrN00094:clu_19329_+
ENSFALG00000001357	chrN00183:clu_23872_-,chrN00183:clu_23873_-,chrN00183:clu_23874_-
ENSFALG00000001358	chrN00040:clu_12296_-,chrN00040:clu_12298_-,chrN00040:clu_12300_-
ENSFALG00000001366	chrN00183:clu_23875_-,chrN00183:clu_23876_-,chrN00183:clu_23878_-,chrN00183:clu_23880_-
ENSFALG00000001370	chrN00039:clu_11805_+,chrN00039:clu_11806_+,chrN00039:clu_11807_+
ENSFALG00000001371	chrN00040:clu_12137_+,chrN00040:clu_12138_+,chrN00040:clu_12139_+,chrN00040:clu_12140_+
ENSFALG00000001377	chrN00040:clu_12302_-,chrN00040:clu_12303_-
ENSFALG00000001378	chrN00040:clu_12145_+,chrN00040:clu_12146_+
ENSFALG00000001379	chrN00039:clu_11630_-,chrN00039:clu_11631_-
ENSFALG00000001382	chrN00039:clu_11808_+
ENSFALG00000001391	chrN00068:clu_16554_+
ENSFALG00000001393	chrN00068:clu_16622_-
ENSFALG00000001394	chrN00367:clu_27701_-
ENSFALG00000001395	chrN00183:clu_23884_-
ENSFALG00000001397	chrN00068:clu_16555_+,chrN00068:clu_16556_+,chrN00068:clu_16557_+
ENSFALG00000001401	chrN00068:clu_16627_-,chrN00068:clu_16628_-,chrN00068:clu_16632_-,chrN00068:clu_16633_-
ENSFALG00000001403	chrN00068:clu_16562_+
ENSFALG00000001406	chrN00068:clu_16635_-,chrN00068:clu_16636_-,chrN00068:clu_16637_-,chrN00068:clu_16638_-,chrN00068:clu_16639_-,chrN00068:clu_16640_-
ENSFALG00000001407	chrN00068:clu_16563_+,chrN00068:clu_16564_+,chrN00068:clu_16565_+,chrN00068:clu_16566_+
