cluster	genes
chrN00001:clu_207_+	NA
chrN00001:clu_208_+	ENSFALG00000013101
chrN00001:clu_210_+	NA
chrN00001:clu_211_+	ENSFALG00000013106
chrN00001:clu_212_+	ENSFALG00000013106
chrN00001:clu_218_+	NA
chrN00001:clu_220_+	ENSFALG00000013158
chrN00001:clu_221_+	ENSFALG00000013158
chrN00001:clu_222_+	ENSFALG00000013158
chrN00001:clu_223_+	ENSFALG00000013475
chrN00001:clu_225_+	ENSFALG00000013502
chrN00001:clu_226_+	ENSFALG00000013502
chrN00001:clu_229_+	ENSFALG00000013506
chrN00001:clu_23_+	NA
chrN00001:clu_234_+	ENSFALG00000013515
chrN00001:clu_235_+	ENSFALG00000013515
chrN00001:clu_24_+	NA
chrN00001:clu_243_+	NA
chrN00001:clu_244_+	ENSFALG00000013565
chrN00001:clu_245_+	ENSFALG00000013565
chrN00001:clu_246_+	ENSFALG00000013565
chrN00001:clu_247_+	ENSFALG00000013592
chrN00001:clu_248_+	ENSFALG00000013592
chrN00001:clu_250_+	NA
chrN00001:clu_251_+	ENSFALG00000013610
chrN00001:clu_252_+	ENSFALG00000013610
chrN00001:clu_254_-	NA
chrN00001:clu_258_-	ENSFALG00000010770
chrN00001:clu_259_-	ENSFALG00000010770
chrN00001:clu_262_-	ENSFALG00000010776,ENSFALG00000027740
chrN00001:clu_266_-	ENSFALG00000010846
chrN00001:clu_269_-	ENSFALG00000010853
chrN00001:clu_278_-	ENSFALG00000010965
chrN00001:clu_281_-	ENSFALG00000010977
chrN00001:clu_282_-	ENSFALG00000010983
chrN00001:clu_285_-	ENSFALG00000011050
chrN00001:clu_289_-	ENSFALG00000011168
chrN00001:clu_292_-	ENSFALG00000011225
chrN00001:clu_293_-	ENSFALG00000011225
chrN00001:clu_304_-	ENSFALG00000018764
chrN00001:clu_305_-	ENSFALG00000026618
chrN00001:clu_306_-	ENSFALG00000026618
chrN00001:clu_307_-	ENSFALG00000026618
chrN00001:clu_308_-	ENSFALG00000026618
chrN00001:clu_309_-	ENSFALG00000026618
chrN00001:clu_31_+	NA
chrN00001:clu_310_-	NA
chrN00001:clu_314_-	NA
chrN00001:clu_317_-	ENSFALG00000011531
chrN00001:clu_318_-	ENSFALG00000011515
chrN00001:clu_319_-	ENSFALG00000011515
chrN00001:clu_320_-	ENSFALG00000011531
chrN00001:clu_321_-	ENSFALG00000011531
chrN00001:clu_322_-	ENSFALG00000011531
chrN00001:clu_323_-	ENSFALG00000011531
chrN00001:clu_324_-	ENSFALG00000011531
chrN00001:clu_325_-	ENSFALG00000011531
chrN00001:clu_326_-	ENSFALG00000011606
chrN00001:clu_327_-	ENSFALG00000011606
chrN00001:clu_33_+	ENSFALG00000011393
chrN00001:clu_333_-	NA
chrN00001:clu_334_-	ENSFALG00000011779
chrN00001:clu_339_-	ENSFALG00000011817
chrN00001:clu_340_-	ENSFALG00000011817
chrN00001:clu_345_-	ENSFALG00000011830
chrN00001:clu_346_-	ENSFALG00000011874
chrN00001:clu_347_-	ENSFALG00000011887
chrN00001:clu_348_-	ENSFALG00000011887
chrN00001:clu_349_-	ENSFALG00000011892
chrN00001:clu_35_+	NA
chrN00001:clu_350_-	ENSFALG00000011892
chrN00001:clu_351_-	ENSFALG00000011898
chrN00001:clu_355_-	ENSFALG00000011898
chrN00001:clu_356_-	NA
chrN00001:clu_36_+	NA
chrN00001:clu_360_-	ENSFALG00000011949
chrN00001:clu_361_-	NA
chrN00001:clu_362_-	ENSFALG00000011977
chrN00001:clu_363_-	ENSFALG00000011977
chrN00001:clu_364_-	ENSFALG00000011977
chrN00001:clu_365_-	ENSFALG00000011999
chrN00001:clu_367_-	NA
chrN00001:clu_37_+	NA
chrN00001:clu_371_-	ENSFALG00000012081
chrN00001:clu_374_-	ENSFALG00000012103
chrN00001:clu_377_-	ENSFALG00000012149
chrN00001:clu_379_-	ENSFALG00000012161
chrN00001:clu_38_+	NA
chrN00001:clu_384_-	ENSFALG00000012263
chrN00001:clu_388_-	ENSFALG00000012360
chrN00001:clu_393_-	ENSFALG00000012360
chrN00001:clu_394_-	ENSFALG00000012360
chrN00001:clu_396_-	ENSFALG00000012360
chrN00001:clu_398_-	ENSFALG00000012360
chrN00001:clu_399_-	ENSFALG00000012360
chrN00001:clu_40_+	ENSFALG00000023828
chrN00001:clu_400_-	ENSFALG00000012360
chrN00001:clu_402_-	ENSFALG00000012403
chrN00001:clu_403_-	ENSFALG00000012407
chrN00001:clu_404_-	ENSFALG00000012407
chrN00001:clu_405_-	ENSFALG00000026673
chrN00001:clu_407_-	ENSFALG00000023934
chrN00001:clu_411_-	ENSFALG00000024202
chrN00001:clu_412_-	ENSFALG00000012595
chrN00001:clu_419_-	ENSFALG00000012595
chrN00001:clu_420_-	NA
chrN00001:clu_421_-	ENSFALG00000027244
chrN00001:clu_425_-	ENSFALG00000012690
chrN00001:clu_428_-	ENSFALG00000012690
chrN00001:clu_429_-	ENSFALG00000023436
chrN00001:clu_433_-	ENSFALG00000012736
chrN00001:clu_434_-	ENSFALG00000012769
chrN00001:clu_435_-	ENSFALG00000012769
chrN00001:clu_437_-	ENSFALG00000023407
chrN00001:clu_438_-	ENSFALG00000023407
chrN00001:clu_439_-	NA
chrN00001:clu_440_-	ENSFALG00000023472
chrN00001:clu_441_-	ENSFALG00000023472
chrN00001:clu_442_-	NA
chrN00001:clu_447_-	ENSFALG00000012840
chrN00001:clu_453_-	NA
chrN00001:clu_458_-	ENSFALG00000012925
chrN00001:clu_459_-	ENSFALG00000012925
chrN00001:clu_460_-	ENSFALG00000024524
chrN00001:clu_461_-	ENSFALG00000013054
chrN00001:clu_462_-	NA
chrN00001:clu_463_-	NA
chrN00001:clu_464_-	ENSFALG00000013057
chrN00001:clu_470_-	NA
chrN00001:clu_478_-	NA
chrN00001:clu_48_+	ENSFALG00000011469
chrN00001:clu_485_-	ENSFALG00000024531
chrN00001:clu_486_-	NA
chrN00001:clu_487_-	NA
chrN00001:clu_488_-	ENSFALG00000013181
chrN00001:clu_489_-	ENSFALG00000013181
chrN00001:clu_490_-	NA
chrN00001:clu_491_-	ENSFALG00000013270
chrN00001:clu_492_-	ENSFALG00000013270
chrN00001:clu_493_-	ENSFALG00000013270
chrN00001:clu_494_-	ENSFALG00000013270
chrN00001:clu_495_-	ENSFALG00000013270
chrN00001:clu_496_-	ENSFALG00000013270
chrN00001:clu_497_-	ENSFALG00000013270
chrN00001:clu_498_-	ENSFALG00000013270
chrN00001:clu_499_-	ENSFALG00000013270
chrN00001:clu_500_-	ENSFALG00000013270
chrN00001:clu_501_-	ENSFALG00000013270
chrN00001:clu_502_-	ENSFALG00000013270
chrN00001:clu_503_-	ENSFALG00000013270
chrN00001:clu_504_-	ENSFALG00000013270
chrN00001:clu_509_-	ENSFALG00000013451
chrN00001:clu_51_+	ENSFALG00000011469
chrN00001:clu_510_-	NA
chrN00001:clu_518_-	ENSFALG00000013498
chrN00001:clu_519_-	ENSFALG00000013498
chrN00001:clu_520_-	ENSFALG00000013498
chrN00001:clu_521_-	ENSFALG00000013532
chrN00001:clu_527_-	ENSFALG00000013532,ENSFALG00000013542
chrN00001:clu_528_-	ENSFALG00000013573
chrN00001:clu_529_-	NA
chrN00001:clu_538_-	NA
chrN00001:clu_54_+	ENSFALG00000011469
chrN00001:clu_57_+	NA
chrN00001:clu_58_+	ENSFALG00000024704
chrN00001:clu_61_+	ENSFALG00000011505
chrN00001:clu_62_+	NA
chrN00001:clu_66_+	ENSFALG00000011562
chrN00001:clu_67_+	ENSFALG00000011562
chrN00001:clu_68_+	ENSFALG00000011562
chrN00001:clu_69_+	ENSFALG00000011562
chrN00001:clu_7_+	ENSFALG00000010838
chrN00001:clu_70_+	ENSFALG00000011622
chrN00001:clu_71_+	NA
chrN00001:clu_72_+	ENSFALG00000011697
chrN00001:clu_74_+	ENSFALG00000011697
chrN00001:clu_76_+	ENSFALG00000011753
chrN00001:clu_77_+	ENSFALG00000011753
chrN00001:clu_78_+	ENSFALG00000011753
chrN00001:clu_79_+	ENSFALG00000011753
chrN00001:clu_8_+	NA
chrN00001:clu_83_+	NA
chrN00001:clu_84_+	NA
chrN00001:clu_85_+	NA
chrN00001:clu_86_+	ENSFALG00000011959
chrN00001:clu_87_+	ENSFALG00000011959
chrN00001:clu_88_+	ENSFALG00000011959
chrN00001:clu_89_+	ENSFALG00000011959
chrN00001:clu_90_+	NA
chrN00001:clu_91_+	ENSFALG00000012096
chrN00001:clu_93_+	ENSFALG00000012108
chrN00001:clu_99_+	NA
chrN00002:clu_1001_+	ENSFALG00000011054
chrN00002:clu_1002_+	ENSFALG00000011054
chrN00002:clu_1003_+	ENSFALG00000011082
chrN00002:clu_1004_+	ENSFALG00000011082
chrN00002:clu_1005_+	ENSFALG00000011082
chrN00002:clu_1006_+	ENSFALG00000011082
chrN00002:clu_1007_+	ENSFALG00000011087
chrN00002:clu_1008_+	ENSFALG00000011097
chrN00002:clu_1009_+	ENSFALG00000011097
chrN00002:clu_1010_+	ENSFALG00000011097
chrN00002:clu_1012_+	ENSFALG00000011135
chrN00002:clu_1014_+	NA
chrN00002:clu_1018_+	ENSFALG00000011317
chrN00002:clu_1025_+	ENSFALG00000011466
chrN00002:clu_1026_+	NA
chrN00002:clu_1028_+	ENSFALG00000011483
chrN00002:clu_1032_+	NA
chrN00002:clu_1040_+	ENSFALG00000026201,ENSFALG00000027622
chrN00002:clu_1041_+	ENSFALG00000027622
chrN00002:clu_1048_+	ENSFALG00000011648
chrN00002:clu_1053_+	NA
chrN00002:clu_1054_+	ENSFALG00000011675
chrN00002:clu_1055_+	NA
chrN00002:clu_1058_+	ENSFALG00000011747
chrN00002:clu_1059_+	ENSFALG00000011747
chrN00002:clu_1064_+	NA
chrN00002:clu_1066_+	NA
chrN00002:clu_1069_+	ENSFALG00000011980
chrN00002:clu_1072_+	ENSFALG00000027046
chrN00002:clu_1073_+	ENSFALG00000027046
chrN00002:clu_1074_+	ENSFALG00000027046
chrN00002:clu_1081_+	NA
chrN00002:clu_1084_+	ENSFALG00000012385
chrN00002:clu_1085_+	ENSFALG00000012385
chrN00002:clu_1086_+	ENSFALG00000012385
chrN00002:clu_1089_+	ENSFALG00000012402
chrN00002:clu_1091_+	NA
chrN00002:clu_1092_+	NA
chrN00002:clu_1102_+	NA
chrN00002:clu_1109_+	NA
chrN00002:clu_1110_+	ENSFALG00000012926
chrN00002:clu_1111_+	ENSFALG00000012926
chrN00002:clu_1112_+	ENSFALG00000012926
chrN00002:clu_1115_+	NA
chrN00002:clu_1116_+	ENSFALG00000023210
chrN00002:clu_1117_+	ENSFALG00000023210
chrN00002:clu_1118_+	ENSFALG00000023210
chrN00002:clu_1124_+	ENSFALG00000013007
chrN00002:clu_1130_+	ENSFALG00000023136
chrN00002:clu_1132_+	ENSFALG00000013048
chrN00002:clu_1133_+	ENSFALG00000013048
chrN00002:clu_1134_+	ENSFALG00000013111
chrN00002:clu_1135_+	ENSFALG00000013111
chrN00002:clu_1136_+	ENSFALG00000013111
chrN00002:clu_1137_+	ENSFALG00000013111
chrN00002:clu_1139_+	ENSFALG00000013111
chrN00002:clu_1140_+	ENSFALG00000013111
chrN00002:clu_1141_+	ENSFALG00000013121
chrN00002:clu_1142_+	ENSFALG00000013121
chrN00002:clu_1143_+	NA
chrN00002:clu_1144_+	NA
chrN00002:clu_1145_+	ENSFALG00000013252
chrN00002:clu_1147_+	ENSFALG00000013252
chrN00002:clu_1150_+	NA
chrN00002:clu_1151_+	NA
chrN00002:clu_1152_+	ENSFALG00000013273
chrN00002:clu_1153_+	ENSFALG00000013273
chrN00002:clu_1154_+	ENSFALG00000013273
chrN00002:clu_1161_+	NA
chrN00002:clu_1162_+	NA
chrN00002:clu_1165_+	ENSFALG00000013435
chrN00002:clu_539_-	ENSFALG00000009815
chrN00002:clu_540_-	ENSFALG00000009815
chrN00002:clu_541_-	ENSFALG00000009815
chrN00002:clu_544_-	ENSFALG00000023915
chrN00002:clu_547_-	ENSFALG00000010045
chrN00002:clu_548_-	ENSFALG00000010045
chrN00002:clu_549_-	ENSFALG00000010045
chrN00002:clu_551_-	ENSFALG00000010045
chrN00002:clu_554_-	ENSFALG00000010095
chrN00002:clu_555_-	NA
chrN00002:clu_556_-	ENSFALG00000010144
chrN00002:clu_557_-	NA
chrN00002:clu_563_-	ENSFALG00000010260
chrN00002:clu_564_-	ENSFALG00000010278
chrN00002:clu_565_-	ENSFALG00000010278
chrN00002:clu_575_-	NA
chrN00002:clu_577_-	ENSFALG00000010376
chrN00002:clu_578_-	ENSFALG00000010376
chrN00002:clu_579_-	NA
chrN00002:clu_580_-	NA
chrN00002:clu_581_-	NA
chrN00002:clu_587_-	ENSFALG00000010404
chrN00002:clu_588_-	ENSFALG00000010404
chrN00002:clu_592_-	ENSFALG00000010426
chrN00002:clu_593_-	NA
chrN00002:clu_594_-	ENSFALG00000010487
chrN00002:clu_600_-	ENSFALG00000010511
chrN00002:clu_601_-	ENSFALG00000010511
chrN00002:clu_602_-	ENSFALG00000010521
chrN00002:clu_603_-	ENSFALG00000010521
chrN00002:clu_604_-	ENSFALG00000010521
chrN00002:clu_605_-	ENSFALG00000010521
chrN00002:clu_606_-	ENSFALG00000010521
chrN00002:clu_608_-	ENSFALG00000010541
chrN00002:clu_609_-	ENSFALG00000010541
chrN00002:clu_610_-	ENSFALG00000027104
chrN00002:clu_611_-	NA
chrN00002:clu_622_-	ENSFALG00000010632
chrN00002:clu_626_-	ENSFALG00000010638
chrN00002:clu_627_-	ENSFALG00000010638
chrN00002:clu_628_-	ENSFALG00000010638
chrN00002:clu_629_-	ENSFALG00000010638
chrN00002:clu_632_-	ENSFALG00000010681
chrN00002:clu_633_-	NA
chrN00002:clu_635_-	NA
chrN00002:clu_637_-	ENSFALG00000027396
chrN00002:clu_638_-	ENSFALG00000027396
chrN00002:clu_639_-	NA
chrN00002:clu_641_-	NA
chrN00002:clu_642_-	ENSFALG00000010746
chrN00002:clu_654_-	ENSFALG00000010763
chrN00002:clu_655_-	ENSFALG00000010763
chrN00002:clu_657_-	ENSFALG00000010763
chrN00002:clu_661_-	ENSFALG00000027973
chrN00002:clu_672_-	ENSFALG00000010992
chrN00002:clu_673_-	ENSFALG00000011002
chrN00002:clu_674_-	ENSFALG00000011002
chrN00002:clu_675_-	ENSFALG00000011002
chrN00002:clu_677_-	ENSFALG00000011002
chrN00002:clu_691_-	ENSFALG00000011124
chrN00002:clu_695_-	NA
chrN00002:clu_696_-	NA
chrN00002:clu_697_-	NA
chrN00002:clu_698_-	NA
chrN00002:clu_699_-	NA
chrN00002:clu_701_-	ENSFALG00000028562
chrN00002:clu_702_-	ENSFALG00000024132
chrN00002:clu_706_-	ENSFALG00000011542
chrN00002:clu_708_-	ENSFALG00000011542
chrN00002:clu_709_-	ENSFALG00000011542
chrN00002:clu_710_-	NA
chrN00002:clu_711_-	NA
chrN00002:clu_716_-	NA
chrN00002:clu_721_-	ENSFALG00000011773
chrN00002:clu_722_-	NA
chrN00002:clu_725_-	ENSFALG00000011957
chrN00002:clu_726_-	ENSFALG00000011819
chrN00002:clu_727_-	ENSFALG00000011819
chrN00002:clu_735_-	ENSFALG00000011950
chrN00002:clu_736_-	ENSFALG00000011957
chrN00002:clu_737_-	ENSFALG00000011957
chrN00002:clu_739_-	ENSFALG00000011957
chrN00002:clu_740_-	ENSFALG00000011957
chrN00002:clu_741_-	ENSFALG00000011968
chrN00002:clu_742_-	ENSFALG00000011968
chrN00002:clu_743_-	ENSFALG00000011968
chrN00002:clu_744_-	ENSFALG00000011968
chrN00002:clu_745_-	ENSFALG00000011968
chrN00002:clu_746_-	ENSFALG00000011968
chrN00002:clu_747_-	ENSFALG00000011968
chrN00002:clu_748_-	ENSFALG00000011968
chrN00002:clu_750_-	ENSFALG00000012014
chrN00002:clu_755_-	ENSFALG00000012148
chrN00002:clu_762_-	ENSFALG00000012195
chrN00002:clu_763_-	ENSFALG00000012255
chrN00002:clu_764_-	ENSFALG00000012255
chrN00002:clu_765_-	ENSFALG00000012255
chrN00002:clu_766_-	ENSFALG00000028026
chrN00002:clu_767_-	ENSFALG00000026637
chrN00002:clu_773_-	ENSFALG00000012501
chrN00002:clu_778_-	ENSFALG00000012768
chrN00002:clu_779_-	ENSFALG00000012768
chrN00002:clu_782_-	NA
chrN00002:clu_783_-	ENSFALG00000027311
chrN00002:clu_784_-	ENSFALG00000027311
chrN00002:clu_786_-	ENSFALG00000012856
chrN00002:clu_788_-	ENSFALG00000012864
chrN00002:clu_790_-	ENSFALG00000012941
chrN00002:clu_791_-	ENSFALG00000012951
chrN00002:clu_792_-	ENSFALG00000012951
chrN00002:clu_793_-	NA
chrN00002:clu_796_-	NA
chrN00002:clu_797_-	NA
chrN00002:clu_798_-	NA
chrN00002:clu_799_-	ENSFALG00000013195
chrN00002:clu_800_-	ENSFALG00000013195
chrN00002:clu_805_-	ENSFALG00000026744
chrN00002:clu_806_-	NA
chrN00002:clu_807_-	ENSFALG00000013243
chrN00002:clu_808_-	NA
chrN00002:clu_815_-	ENSFALG00000013363
chrN00002:clu_819_-	ENSFALG00000013385
chrN00002:clu_822_-	ENSFALG00000013401
chrN00002:clu_825_-	ENSFALG00000013407
chrN00002:clu_828_-	ENSFALG00000013422
chrN00002:clu_832_-	NA
chrN00002:clu_837_-	NA
chrN00002:clu_838_-	ENSFALG00000024760
chrN00002:clu_848_+	ENSFALG00000009828
chrN00002:clu_852_+	ENSFALG00000009882
chrN00002:clu_853_+	ENSFALG00000009882
chrN00002:clu_866_+	NA
chrN00002:clu_870_+	ENSFALG00000010025
chrN00002:clu_871_+	ENSFALG00000010025
chrN00002:clu_872_+	ENSFALG00000010025
chrN00002:clu_877_+	ENSFALG00000010127
chrN00002:clu_887_+	NA
chrN00002:clu_888_+	ENSFALG00000010223
chrN00002:clu_891_+	ENSFALG00000010237
chrN00002:clu_903_+	ENSFALG00000010328
chrN00002:clu_906_+	ENSFALG00000010372
chrN00002:clu_908_+	NA
chrN00002:clu_909_+	NA
chrN00002:clu_910_+	NA
chrN00002:clu_911_+	ENSFALG00000010415
chrN00002:clu_917_+	NA
chrN00002:clu_918_+	ENSFALG00000010449
chrN00002:clu_919_+	ENSFALG00000010449
chrN00002:clu_920_+	ENSFALG00000010449
chrN00002:clu_921_+	ENSFALG00000010449
chrN00002:clu_923_+	ENSFALG00000010449
chrN00002:clu_924_+	ENSFALG00000010476
chrN00002:clu_925_+	ENSFALG00000010476
chrN00002:clu_926_+	ENSFALG00000028909
chrN00002:clu_927_+	ENSFALG00000010498
chrN00002:clu_928_+	ENSFALG00000010498
chrN00002:clu_929_+	ENSFALG00000010517
chrN00002:clu_936_+	NA
chrN00002:clu_940_+	ENSFALG00000023606
chrN00002:clu_941_+	ENSFALG00000010626
chrN00002:clu_943_+	NA
chrN00002:clu_950_+	ENSFALG00000010728
chrN00002:clu_962_+	ENSFALG00000028535
chrN00002:clu_963_+	ENSFALG00000010808
chrN00002:clu_964_+	ENSFALG00000010808
chrN00002:clu_974_+	NA
chrN00002:clu_980_+	NA
chrN00002:clu_987_+	ENSFALG00000010994
chrN00002:clu_988_+	ENSFALG00000010994
chrN00002:clu_989_+	ENSFALG00000010994
chrN00002:clu_991_+	ENSFALG00000010994
chrN00002:clu_995_+	ENSFALG00000011019
chrN00002:clu_999_+	ENSFALG00000011030
chrN00003:clu_1169_+	ENSFALG00000009087
chrN00003:clu_1174_+	ENSFALG00000009114
chrN00003:clu_1175_+	ENSFALG00000024684
chrN00003:clu_1192_+	ENSFALG00000009152
chrN00003:clu_1193_+	ENSFALG00000009152
chrN00003:clu_1194_+	ENSFALG00000009152
chrN00003:clu_1195_+	ENSFALG00000009152
chrN00003:clu_1196_+	ENSFALG00000025307
chrN00003:clu_1205_+	ENSFALG00000009187
chrN00003:clu_1207_+	NA
chrN00003:clu_1213_+	ENSFALG00000009192
chrN00003:clu_1214_+	NA
chrN00003:clu_1215_+	NA
chrN00003:clu_1216_+	NA
chrN00003:clu_1217_+	NA
chrN00003:clu_1218_+	ENSFALG00000009204
chrN00003:clu_1219_+	ENSFALG00000009204
chrN00003:clu_1220_+	ENSFALG00000009204
chrN00003:clu_1224_+	ENSFALG00000009217
chrN00003:clu_1225_+	ENSFALG00000009217
chrN00003:clu_1226_+	ENSFALG00000009217
chrN00003:clu_1229_+	ENSFALG00000009258
chrN00003:clu_1234_+	ENSFALG00000009274
chrN00003:clu_1240_+	ENSFALG00000009284
chrN00003:clu_1245_+	NA
chrN00003:clu_1247_+	ENSFALG00000009376
chrN00003:clu_1249_+	ENSFALG00000027023,ENSFALG00000009427,ENSFALG00000026888,ENSFALG00000028847
chrN00003:clu_1250_+	ENSFALG00000023279
chrN00003:clu_1251_+	ENSFALG00000009475
chrN00003:clu_1255_+	ENSFALG00000009503
chrN00003:clu_1259_+	NA
chrN00003:clu_1260_+	NA
chrN00003:clu_1263_+	ENSFALG00000009555
chrN00003:clu_1264_+	ENSFALG00000009555
chrN00003:clu_1265_+	NA
chrN00003:clu_1268_+	ENSFALG00000009605,ENSFALG00000028399
chrN00003:clu_1277_+	ENSFALG00000009738
chrN00003:clu_1283_+	ENSFALG00000009744
chrN00003:clu_1287_+	NA
chrN00003:clu_1288_+	NA
chrN00003:clu_1289_+	ENSFALG00000009758
chrN00003:clu_1290_+	ENSFALG00000009758
chrN00003:clu_1291_+	ENSFALG00000009859
chrN00003:clu_1294_+	ENSFALG00000009859
chrN00003:clu_1296_+	ENSFALG00000023140
chrN00003:clu_1304_+	ENSFALG00000009978
chrN00003:clu_1305_+	NA
chrN00003:clu_1306_+	ENSFALG00000009982
chrN00003:clu_1307_+	ENSFALG00000009982
chrN00003:clu_1308_+	ENSFALG00000009982
chrN00003:clu_1309_+	NA
chrN00003:clu_1310_+	ENSFALG00000025887
chrN00003:clu_1311_+	ENSFALG00000025887
chrN00003:clu_1313_+	ENSFALG00000010086
chrN00003:clu_1315_+	ENSFALG00000010122
chrN00003:clu_1316_+	ENSFALG00000010122
chrN00003:clu_1317_+	ENSFALG00000010122
chrN00003:clu_1318_+	ENSFALG00000010122
chrN00003:clu_1320_+	NA
chrN00003:clu_1321_+	NA
chrN00003:clu_1326_+	NA
chrN00003:clu_1328_+	NA
chrN00003:clu_1330_+	ENSFALG00000010269
chrN00003:clu_1331_+	ENSFALG00000010269
chrN00003:clu_1332_+	ENSFALG00000010276
chrN00003:clu_1333_+	ENSFALG00000025037
chrN00003:clu_1339_+	ENSFALG00000026752
chrN00003:clu_1341_+	ENSFALG00000010392
chrN00003:clu_1349_+	ENSFALG00000010442
chrN00003:clu_1356_+	ENSFALG00000010490
chrN00003:clu_1358_-	NA
chrN00003:clu_1359_-	NA
chrN00003:clu_1362_-	ENSFALG00000009092
chrN00003:clu_1364_-	ENSFALG00000009096
chrN00003:clu_1365_-	NA
chrN00003:clu_1366_-	NA
chrN00003:clu_1367_-	NA
chrN00003:clu_1368_-	ENSFALG00000009104
chrN00003:clu_1369_-	ENSFALG00000009104
chrN00003:clu_1370_-	ENSFALG00000009104
chrN00003:clu_1371_-	ENSFALG00000009104
chrN00003:clu_1379_-	ENSFALG00000009129
chrN00003:clu_1382_-	ENSFALG00000009135
chrN00003:clu_1383_-	ENSFALG00000009143
chrN00003:clu_1390_-	ENSFALG00000009146
chrN00003:clu_1391_-	ENSFALG00000009162
chrN00003:clu_1392_-	ENSFALG00000009165
chrN00003:clu_1393_-	ENSFALG00000009165
chrN00003:clu_1394_-	ENSFALG00000009165
chrN00003:clu_1398_-	ENSFALG00000023809
chrN00003:clu_1402_-	ENSFALG00000009195
chrN00003:clu_1403_-	NA
chrN00003:clu_1407_-	NA
chrN00003:clu_1409_-	ENSFALG00000009215
chrN00003:clu_1411_-	ENSFALG00000009224
chrN00003:clu_1412_-	ENSFALG00000009224
chrN00003:clu_1414_-	ENSFALG00000009239
chrN00003:clu_1418_-	ENSFALG00000009272
chrN00003:clu_1419_-	ENSFALG00000009272
chrN00003:clu_1420_-	ENSFALG00000009272
chrN00003:clu_1421_-	ENSFALG00000009272
chrN00003:clu_1422_-	NA
chrN00003:clu_1425_-	NA
chrN00003:clu_1426_-	ENSFALG00000023338
chrN00003:clu_1429_-	NA
chrN00003:clu_1430_-	NA
chrN00003:clu_1433_-	NA
chrN00003:clu_1441_-	ENSFALG00000009588
chrN00003:clu_1442_-	ENSFALG00000009598
chrN00003:clu_1443_-	NA
chrN00003:clu_1446_-	NA
chrN00003:clu_1447_-	NA
chrN00003:clu_1449_-	ENSFALG00000009749
chrN00003:clu_1450_-	ENSFALG00000009749
chrN00003:clu_1451_-	ENSFALG00000009749
chrN00003:clu_1452_-	ENSFALG00000009749
chrN00003:clu_1453_-	ENSFALG00000009749
chrN00003:clu_1454_-	ENSFALG00000009749
chrN00003:clu_1455_-	ENSFALG00000009749
chrN00003:clu_1456_-	ENSFALG00000009749
chrN00003:clu_1457_-	ENSFALG00000009749
