cluster	genes
chrN00001:clu_282_-	ENSFALG00000010983
chrN00001:clu_283_-	ENSFALG00000011032
chrN00001:clu_284_-	ENSFALG00000011032
chrN00001:clu_285_-	ENSFALG00000011050
chrN00001:clu_286_-	ENSFALG00000011117
chrN00001:clu_287_-	ENSFALG00000011117
chrN00001:clu_290_-	ENSFALG00000011225
chrN00001:clu_299_-	ENSFALG00000011270
chrN00001:clu_30_+	ENSFALG00000011294
chrN00001:clu_303_-	ENSFALG00000011329
chrN00001:clu_311_-	ENSFALG00000011450
chrN00001:clu_312_-	ENSFALG00000011450
chrN00001:clu_315_-	ENSFALG00000011511
chrN00001:clu_316_-	ENSFALG00000011511
chrN00001:clu_317_-	ENSFALG00000011531
chrN00001:clu_32_+	ENSFALG00000011393,ENSFALG00000027820
chrN00001:clu_320_-	ENSFALG00000011531
chrN00001:clu_322_-	ENSFALG00000011531
chrN00001:clu_323_-	ENSFALG00000011531
chrN00001:clu_324_-	ENSFALG00000011531
chrN00001:clu_325_-	ENSFALG00000011531
chrN00001:clu_326_-	ENSFALG00000011606
chrN00001:clu_328_-	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_329_-	ENSFALG00000026400,ENSFALG00000011650
chrN00001:clu_330_-	ENSFALG00000011650,ENSFALG00000026400
chrN00001:clu_332_-	ENSFALG00000011717
chrN00001:clu_335_-	ENSFALG00000011801
chrN00001:clu_336_-	ENSFALG00000011801
chrN00001:clu_337_-	ENSFALG00000011817
chrN00001:clu_338_-	ENSFALG00000011817
chrN00001:clu_339_-	ENSFALG00000011817
chrN00001:clu_34_+	ENSFALG00000011393
chrN00001:clu_341_-	ENSFALG00000011830
chrN00001:clu_342_-	ENSFALG00000011830
chrN00001:clu_343_-	ENSFALG00000011830
chrN00001:clu_346_-	ENSFALG00000011874
chrN00001:clu_348_-	ENSFALG00000011887
chrN00001:clu_350_-	ENSFALG00000011892
chrN00001:clu_352_-	ENSFALG00000011898
chrN00001:clu_353_-	ENSFALG00000011898
chrN00001:clu_362_-	ENSFALG00000011977
chrN00001:clu_363_-	ENSFALG00000011977
chrN00001:clu_364_-	ENSFALG00000011977
chrN00001:clu_366_-	ENSFALG00000011999
chrN00001:clu_370_-	ENSFALG00000012081
chrN00001:clu_372_-	ENSFALG00000012086
chrN00001:clu_375_-	ENSFALG00000012103
chrN00001:clu_376_-	ENSFALG00000012149
chrN00001:clu_377_-	ENSFALG00000012149
chrN00001:clu_378_-	ENSFALG00000012149
chrN00001:clu_380_-	ENSFALG00000012161
chrN00001:clu_382_-	ENSFALG00000012263
chrN00001:clu_383_-	ENSFALG00000012263
chrN00001:clu_385_-	ENSFALG00000012360
chrN00001:clu_386_-	ENSFALG00000012360
chrN00001:clu_387_-	ENSFALG00000012360
chrN00001:clu_389_-	ENSFALG00000012360
chrN00001:clu_391_-	ENSFALG00000012360
chrN00001:clu_392_-	ENSFALG00000012360
chrN00001:clu_395_-	ENSFALG00000012360
chrN00001:clu_401_-	ENSFALG00000012403
chrN00001:clu_406_-	ENSFALG00000023934
chrN00001:clu_408_-	ENSFALG00000024202
chrN00001:clu_409_-	ENSFALG00000024202
chrN00001:clu_413_-	ENSFALG00000012595
chrN00001:clu_414_-	ENSFALG00000012595
chrN00001:clu_415_-	ENSFALG00000012595
chrN00001:clu_416_-	ENSFALG00000012595
chrN00001:clu_417_-	ENSFALG00000012595
chrN00001:clu_418_-	ENSFALG00000012595
chrN00001:clu_42_+	ENSFALG00000011436
chrN00001:clu_424_-	ENSFALG00000012690
chrN00001:clu_425_-	ENSFALG00000012690
chrN00001:clu_426_-	ENSFALG00000012690
chrN00001:clu_427_-	ENSFALG00000012690
chrN00001:clu_430_-	ENSFALG00000023436
chrN00001:clu_431_-	ENSFALG00000012736
chrN00001:clu_432_-	ENSFALG00000012736
chrN00001:clu_436_-	ENSFALG00000023407
chrN00001:clu_437_-	ENSFALG00000023407
chrN00001:clu_443_-	ENSFALG00000012815
chrN00001:clu_444_-	ENSFALG00000012829
chrN00001:clu_445_-	ENSFALG00000012829
chrN00001:clu_449_-	ENSFALG00000012840
chrN00001:clu_450_-	ENSFALG00000012840
chrN00001:clu_451_-	ENSFALG00000012840
chrN00001:clu_452_-	ENSFALG00000012840
chrN00001:clu_454_-	ENSFALG00000012884
chrN00001:clu_455_-	ENSFALG00000012884
chrN00001:clu_456_-	ENSFALG00000012884
chrN00001:clu_458_-	ENSFALG00000012925
chrN00001:clu_459_-	ENSFALG00000012925
chrN00001:clu_466_-	ENSFALG00000013061
chrN00001:clu_467_-	ENSFALG00000013061
chrN00001:clu_468_-	ENSFALG00000013061
chrN00001:clu_49_+	ENSFALG00000011469
chrN00001:clu_5_+	ENSFALG00000010816
chrN00001:clu_505_-	ENSFALG00000013431
chrN00001:clu_506_-	ENSFALG00000013431
chrN00001:clu_507_-	ENSFALG00000013431
chrN00001:clu_508_-	ENSFALG00000013431
chrN00001:clu_511_-	ENSFALG00000013486
chrN00001:clu_512_-	ENSFALG00000013486
chrN00001:clu_513_-	ENSFALG00000013486
chrN00001:clu_514_-	ENSFALG00000013486
chrN00001:clu_515_-	ENSFALG00000027378
chrN00001:clu_516_-	ENSFALG00000027378
chrN00001:clu_517_-	ENSFALG00000027378
chrN00001:clu_518_-	ENSFALG00000013498
chrN00001:clu_519_-	ENSFALG00000013498
chrN00001:clu_52_+	ENSFALG00000011469
chrN00001:clu_520_-	ENSFALG00000013498
chrN00001:clu_521_-	ENSFALG00000013532
chrN00001:clu_522_-	ENSFALG00000013532
chrN00001:clu_523_-	ENSFALG00000013532
chrN00001:clu_524_-	ENSFALG00000013532
chrN00001:clu_525_-	ENSFALG00000013532
chrN00001:clu_526_-	ENSFALG00000013542
chrN00001:clu_53_+	ENSFALG00000011469
chrN00001:clu_531_-	ENSFALG00000013580
chrN00001:clu_532_-	ENSFALG00000013580
chrN00001:clu_533_-	ENSFALG00000013580
chrN00001:clu_534_-	ENSFALG00000013580
chrN00001:clu_535_-	ENSFALG00000013600
chrN00001:clu_536_-	ENSFALG00000013600
chrN00001:clu_54_+	ENSFALG00000011469
chrN00001:clu_55_+	ENSFALG00000011477
chrN00001:clu_56_+	ENSFALG00000011477
chrN00001:clu_59_+	ENSFALG00000024704
chrN00001:clu_6_+	ENSFALG00000010838
chrN00001:clu_60_+	ENSFALG00000024704
chrN00001:clu_63_+	NA
chrN00001:clu_68_+	ENSFALG00000011562
chrN00001:clu_7_+	ENSFALG00000010838
chrN00001:clu_71_+	NA
chrN00001:clu_73_+	ENSFALG00000011697
chrN00001:clu_74_+	ENSFALG00000011697
chrN00001:clu_75_+	ENSFALG00000011697
chrN00001:clu_76_+	ENSFALG00000011753
chrN00001:clu_77_+	ENSFALG00000011753
chrN00001:clu_78_+	ENSFALG00000011753
chrN00001:clu_80_+	ENSFALG00000025904
chrN00001:clu_88_+	ENSFALG00000011959
chrN00001:clu_92_+	ENSFALG00000012108
chrN00001:clu_95_+	ENSFALG00000012135
chrN00001:clu_97_+	ENSFALG00000026300
chrN00001:clu_98_+	ENSFALG00000026300
chrN00002:clu_1000_+	ENSFALG00000011030
chrN00002:clu_1005_+	ENSFALG00000011082
chrN00002:clu_1011_+	NA
chrN00002:clu_1013_+	ENSFALG00000011135
chrN00002:clu_1015_+	ENSFALG00000011194
chrN00002:clu_1016_+	ENSFALG00000011194
chrN00002:clu_1017_+	NA
chrN00002:clu_1019_+	ENSFALG00000011317
chrN00002:clu_1024_+	ENSFALG00000011391
chrN00002:clu_1027_+	ENSFALG00000011483
chrN00002:clu_1029_+	ENSFALG00000011483
chrN00002:clu_1030_+	ENSFALG00000011483
chrN00002:clu_1036_+	ENSFALG00000011588
chrN00002:clu_1039_+	ENSFALG00000011596
chrN00002:clu_1041_+	ENSFALG00000027622
chrN00002:clu_1042_+	ENSFALG00000027622
chrN00002:clu_1043_+	ENSFALG00000027622
chrN00002:clu_1044_+	ENSFALG00000027600
chrN00002:clu_1045_+	ENSFALG00000027600
chrN00002:clu_1046_+	ENSFALG00000027600
chrN00002:clu_1047_+	ENSFALG00000027600
chrN00002:clu_1050_+	ENSFALG00000011651
chrN00002:clu_1051_+	ENSFALG00000011651
chrN00002:clu_1052_+	ENSFALG00000011651
chrN00002:clu_1054_+	ENSFALG00000011675
chrN00002:clu_1055_+	NA
chrN00002:clu_1056_+	NA
chrN00002:clu_1057_+	ENSFALG00000027411
chrN00002:clu_1058_+	ENSFALG00000011747
chrN00002:clu_1059_+	ENSFALG00000011747
chrN00002:clu_1062_+	ENSFALG00000011952
chrN00002:clu_1067_+	ENSFALG00000011980
chrN00002:clu_1068_+	ENSFALG00000011980
chrN00002:clu_1070_+	ENSFALG00000011980
chrN00002:clu_1073_+	ENSFALG00000027046
chrN00002:clu_1075_+	ENSFALG00000027046
chrN00002:clu_1077_+	ENSFALG00000026521
chrN00002:clu_1079_+	ENSFALG00000025172
chrN00002:clu_1083_+	ENSFALG00000012365
chrN00002:clu_1087_+	ENSFALG00000012385
chrN00002:clu_1088_+	ENSFALG00000012385
chrN00002:clu_1089_+	ENSFALG00000012402
chrN00002:clu_1090_+	ENSFALG00000012410
chrN00002:clu_1096_+	ENSFALG00000012560
chrN00002:clu_1097_+	ENSFALG00000012594
chrN00002:clu_1098_+	ENSFALG00000012594
chrN00002:clu_1099_+	ENSFALG00000012608
chrN00002:clu_1100_+	ENSFALG00000012632
chrN00002:clu_1101_+	ENSFALG00000012632
chrN00002:clu_1113_+	ENSFALG00000012956
chrN00002:clu_1120_+	ENSFALG00000013048
chrN00002:clu_1121_+	ENSFALG00000028015
chrN00002:clu_1123_+	ENSFALG00000028015
chrN00002:clu_1125_+	ENSFALG00000013012
chrN00002:clu_1126_+	ENSFALG00000013012
chrN00002:clu_1127_+	ENSFALG00000013012
chrN00002:clu_1128_+	ENSFALG00000013016
chrN00002:clu_1131_+	ENSFALG00000023136
chrN00002:clu_1132_+	ENSFALG00000013048
chrN00002:clu_1135_+	ENSFALG00000013111
chrN00002:clu_1146_+	ENSFALG00000013252
chrN00002:clu_1147_+	ENSFALG00000013252
chrN00002:clu_1148_+	ENSFALG00000013252
chrN00002:clu_1149_+	ENSFALG00000013252
chrN00002:clu_1156_+	ENSFALG00000013334
chrN00002:clu_1157_+	ENSFALG00000013342
chrN00002:clu_1160_+	ENSFALG00000013432
chrN00002:clu_1163_+	ENSFALG00000013435
chrN00002:clu_1164_+	ENSFALG00000013435
chrN00002:clu_1165_+	ENSFALG00000013435
chrN00002:clu_1166_+	ENSFALG00000024616
chrN00002:clu_1167_+	ENSFALG00000024616
chrN00002:clu_545_-	ENSFALG00000009932
chrN00002:clu_546_-	ENSFALG00000009967
chrN00002:clu_552_-	ENSFALG00000010095
chrN00002:clu_553_-	ENSFALG00000010095
chrN00002:clu_558_-	ENSFALG00000010260
chrN00002:clu_559_-	ENSFALG00000010260
chrN00002:clu_560_-	ENSFALG00000010260
chrN00002:clu_561_-	ENSFALG00000010260
chrN00002:clu_562_-	ENSFALG00000010260
chrN00002:clu_571_-	ENSFALG00000010320
chrN00002:clu_572_-	ENSFALG00000010320
chrN00002:clu_573_-	ENSFALG00000010320
chrN00002:clu_574_-	ENSFALG00000010320
chrN00002:clu_582_-	ENSFALG00000010403
chrN00002:clu_583_-	ENSFALG00000010403
chrN00002:clu_584_-	ENSFALG00000010403
chrN00002:clu_588_-	ENSFALG00000010404
chrN00002:clu_589_-	ENSFALG00000010404
chrN00002:clu_590_-	ENSFALG00000010404
chrN00002:clu_593_-	NA
chrN00002:clu_595_-	ENSFALG00000010487
chrN00002:clu_596_-	ENSFALG00000010487
chrN00002:clu_597_-	ENSFALG00000010487
chrN00002:clu_599_-	ENSFALG00000010487
chrN00002:clu_607_-	NA
chrN00002:clu_622_-	ENSFALG00000010632
chrN00002:clu_623_-	ENSFALG00000010636
chrN00002:clu_624_-	ENSFALG00000010636
chrN00002:clu_626_-	ENSFALG00000010638
chrN00002:clu_628_-	ENSFALG00000010638
chrN00002:clu_630_-	ENSFALG00000024468
chrN00002:clu_631_-	ENSFALG00000010681
chrN00002:clu_632_-	ENSFALG00000010681
chrN00002:clu_647_-	ENSFALG00000010757
chrN00002:clu_648_-	ENSFALG00000010759
chrN00002:clu_649_-	ENSFALG00000010759
chrN00002:clu_650_-	ENSFALG00000010759
chrN00002:clu_651_-	ENSFALG00000010759
chrN00002:clu_654_-	ENSFALG00000010763
chrN00002:clu_655_-	ENSFALG00000010763
chrN00002:clu_656_-	ENSFALG00000010763
chrN00002:clu_658_-	ENSFALG00000010789
chrN00002:clu_660_-	ENSFALG00000010789
chrN00002:clu_668_-	NA
chrN00002:clu_670_-	ENSFALG00000010898
chrN00002:clu_684_-	ENSFALG00000011011
chrN00002:clu_685_-	ENSFALG00000011011
chrN00002:clu_687_-	ENSFALG00000011011
chrN00002:clu_689_-	ENSFALG00000011011
chrN00002:clu_691_-	ENSFALG00000011124
chrN00002:clu_692_-	ENSFALG00000011156
chrN00002:clu_700_-	ENSFALG00000028562
chrN00002:clu_701_-	ENSFALG00000028562
chrN00002:clu_704_-	ENSFALG00000011495
chrN00002:clu_712_-	ENSFALG00000011639
chrN00002:clu_713_-	ENSFALG00000011639
chrN00002:clu_714_-	ENSFALG00000011639
chrN00002:clu_717_-	ENSFALG00000011733
chrN00002:clu_718_-	ENSFALG00000011811
chrN00002:clu_723_-	ENSFALG00000011811
chrN00002:clu_724_-	ENSFALG00000011811
chrN00002:clu_730_-	ENSFALG00000011908
chrN00002:clu_731_-	ENSFALG00000011908
chrN00002:clu_732_-	ENSFALG00000011908
chrN00002:clu_733_-	ENSFALG00000011908
chrN00002:clu_736_-	ENSFALG00000011957
chrN00002:clu_737_-	ENSFALG00000011957
chrN00002:clu_738_-	ENSFALG00000011957
chrN00002:clu_744_-	ENSFALG00000011968
chrN00002:clu_745_-	ENSFALG00000011968
chrN00002:clu_747_-	ENSFALG00000011968
chrN00002:clu_748_-	ENSFALG00000011968
chrN00002:clu_749_-	ENSFALG00000012014
chrN00002:clu_750_-	ENSFALG00000012014
chrN00002:clu_752_-	ENSFALG00000012051
chrN00002:clu_753_-	ENSFALG00000025613
chrN00002:clu_754_-	ENSFALG00000012148
chrN00002:clu_755_-	ENSFALG00000012148
chrN00002:clu_756_-	ENSFALG00000012148
chrN00002:clu_757_-	ENSFALG00000012195
chrN00002:clu_759_-	ENSFALG00000012195
chrN00002:clu_760_-	ENSFALG00000012195
chrN00002:clu_761_-	ENSFALG00000012195
chrN00002:clu_766_-	ENSFALG00000028026
chrN00002:clu_767_-	ENSFALG00000026637
chrN00002:clu_770_-	ENSFALG00000024193
chrN00002:clu_775_-	ENSFALG00000012698
chrN00002:clu_777_-	ENSFALG00000012726
chrN00002:clu_778_-	ENSFALG00000012768
chrN00002:clu_779_-	ENSFALG00000012768
chrN00002:clu_785_-	ENSFALG00000025469
chrN00002:clu_787_-	ENSFALG00000012856
chrN00002:clu_788_-	ENSFALG00000012864
chrN00002:clu_789_-	ENSFALG00000012941
chrN00002:clu_790_-	ENSFALG00000012941
chrN00002:clu_791_-	ENSFALG00000012951
chrN00002:clu_792_-	ENSFALG00000012951
chrN00002:clu_798_-	NA
chrN00002:clu_800_-	ENSFALG00000013195
chrN00002:clu_801_-	ENSFALG00000013218
chrN00002:clu_802_-	ENSFALG00000013218
chrN00002:clu_803_-	ENSFALG00000013218
chrN00002:clu_811_-	ENSFALG00000026531
chrN00002:clu_812_-	ENSFALG00000026531
chrN00002:clu_813_-	ENSFALG00000026531
chrN00002:clu_814_-	ENSFALG00000026531
chrN00002:clu_817_-	ENSFALG00000013385
chrN00002:clu_818_-	ENSFALG00000013385
chrN00002:clu_819_-	ENSFALG00000013385
chrN00002:clu_820_-	ENSFALG00000013385
chrN00002:clu_824_-	ENSFALG00000013403
chrN00002:clu_826_-	ENSFALG00000013422
chrN00002:clu_827_-	ENSFALG00000013422
chrN00002:clu_829_-	ENSFALG00000013422
chrN00002:clu_830_-	ENSFALG00000013422
chrN00002:clu_831_-	ENSFALG00000013422
chrN00002:clu_835_-	ENSFALG00000013439
chrN00002:clu_838_-	ENSFALG00000024760
chrN00002:clu_839_-	ENSFALG00000024760
chrN00002:clu_841_+	ENSFALG00000009821
chrN00002:clu_843_+	ENSFALG00000009821
chrN00002:clu_844_+	ENSFALG00000009821
chrN00002:clu_846_+	ENSFALG00000009821
chrN00002:clu_849_+	ENSFALG00000009828
chrN00002:clu_856_+	ENSFALG00000009938
chrN00002:clu_857_+	ENSFALG00000009938
chrN00002:clu_858_+	ENSFALG00000009938
chrN00002:clu_860_+	ENSFALG00000009946
chrN00002:clu_862_+	ENSFALG00000009976
chrN00002:clu_863_+	ENSFALG00000009976
chrN00002:clu_868_+	ENSFALG00000010013
chrN00002:clu_869_+	ENSFALG00000010013
chrN00002:clu_870_+	ENSFALG00000010025
chrN00002:clu_871_+	ENSFALG00000010025
chrN00002:clu_872_+	ENSFALG00000010025
chrN00002:clu_873_+	ENSFALG00000010025
chrN00002:clu_874_+	ENSFALG00000010025
chrN00002:clu_875_+	ENSFALG00000010066
chrN00002:clu_876_+	ENSFALG00000010112
chrN00002:clu_878_+	ENSFALG00000010127
chrN00002:clu_879_+	ENSFALG00000010140
chrN00002:clu_880_+	ENSFALG00000010140
chrN00002:clu_881_+	ENSFALG00000010140
chrN00002:clu_882_+	ENSFALG00000010157
chrN00002:clu_883_+	ENSFALG00000010157
chrN00002:clu_884_+	ENSFALG00000010157,ENSFALG00000010173
chrN00002:clu_885_+	ENSFALG00000010230
chrN00002:clu_886_+	ENSFALG00000010173
chrN00002:clu_889_+	ENSFALG00000010230
chrN00002:clu_890_+	ENSFALG00000010230
chrN00002:clu_893_+	ENSFALG00000010251
chrN00002:clu_900_+	ENSFALG00000010328
chrN00002:clu_901_+	ENSFALG00000010328
chrN00002:clu_902_+	ENSFALG00000010328
chrN00002:clu_904_+	ENSFALG00000010336
chrN00002:clu_905_+	ENSFALG00000010336
chrN00002:clu_907_+	ENSFALG00000010390
chrN00002:clu_913_+	ENSFALG00000010415
chrN00002:clu_914_+	ENSFALG00000010415
chrN00002:clu_928_+	ENSFALG00000010498
chrN00002:clu_930_+	ENSFALG00000010517
chrN00002:clu_931_+	ENSFALG00000010517
chrN00002:clu_932_+	ENSFALG00000010517
chrN00002:clu_933_+	ENSFALG00000010529
chrN00002:clu_934_+	ENSFALG00000010529
chrN00002:clu_935_+	ENSFALG00000010529
chrN00002:clu_942_+	ENSFALG00000010626
chrN00002:clu_944_+	ENSFALG00000010693
chrN00002:clu_945_+	ENSFALG00000010693
chrN00002:clu_946_+	ENSFALG00000010717
chrN00002:clu_947_+	ENSFALG00000010717
chrN00002:clu_948_+	ENSFALG00000010722
chrN00002:clu_957_+	ENSFALG00000010771
chrN00002:clu_958_+	ENSFALG00000027146
chrN00002:clu_962_+	ENSFALG00000028535
chrN00002:clu_963_+	ENSFALG00000010808
chrN00002:clu_964_+	ENSFALG00000010808
chrN00002:clu_966_+	ENSFALG00000010890
chrN00002:clu_978_+	ENSFALG00000010924
chrN00002:clu_979_+	ENSFALG00000010924
chrN00002:clu_985_+	ENSFALG00000010958
chrN00002:clu_986_+	ENSFALG00000026978
chrN00002:clu_990_+	ENSFALG00000010994
chrN00002:clu_991_+	ENSFALG00000010994
chrN00002:clu_993_+	ENSFALG00000011019
chrN00002:clu_994_+	ENSFALG00000011019
chrN00002:clu_995_+	ENSFALG00000011019
chrN00002:clu_996_+	ENSFALG00000011030
chrN00002:clu_998_+	ENSFALG00000011030
chrN00003:clu_1168_+	ENSFALG00000009087
chrN00003:clu_1169_+	ENSFALG00000009087
chrN00003:clu_1170_+	ENSFALG00000009098
chrN00003:clu_1171_+	ENSFALG00000025923
chrN00003:clu_1173_+	ENSFALG00000026226
chrN00003:clu_1176_+	ENSFALG00000023670
chrN00003:clu_1177_+	ENSFALG00000023670
chrN00003:clu_1180_+	ENSFALG00000009131,ENSFALG00000025258
chrN00003:clu_1181_+	ENSFALG00000009131
chrN00003:clu_1182_+	ENSFALG00000009131
chrN00003:clu_1183_+	ENSFALG00000009131
chrN00003:clu_1189_+	ENSFALG00000009144
chrN00003:clu_1190_+	ENSFALG00000009144
chrN00003:clu_1191_+	ENSFALG00000009144
chrN00003:clu_1197_+	ENSFALG00000025307
chrN00003:clu_1198_+	ENSFALG00000025307
chrN00003:clu_1205_+	ENSFALG00000009187
chrN00003:clu_1206_+	ENSFALG00000009187
chrN00003:clu_1209_+	ENSFALG00000009192
chrN00003:clu_1210_+	ENSFALG00000009192
chrN00003:clu_1211_+	ENSFALG00000009192
chrN00003:clu_1212_+	ENSFALG00000009192
chrN00003:clu_1213_+	ENSFALG00000009192
chrN00003:clu_1218_+	ENSFALG00000009204
chrN00003:clu_1220_+	ENSFALG00000009204
chrN00003:clu_1221_+	ENSFALG00000028782
chrN00003:clu_1222_+	ENSFALG00000028782
chrN00003:clu_1231_+	ENSFALG00000009266
chrN00003:clu_1232_+	ENSFALG00000009266
chrN00003:clu_1240_+	ENSFALG00000009284
chrN00003:clu_1241_+	ENSFALG00000009284
chrN00003:clu_1242_+	ENSFALG00000009284
chrN00003:clu_1243_+	ENSFALG00000009284
chrN00003:clu_1244_+	ENSFALG00000009320
chrN00003:clu_1248_+	ENSFALG00000009376
chrN00003:clu_1249_+	ENSFALG00000027023,ENSFALG00000009427,ENSFALG00000026888,ENSFALG00000028847
chrN00003:clu_1250_+	ENSFALG00000023279
chrN00003:clu_1253_+	ENSFALG00000009503
chrN00003:clu_1254_+	ENSFALG00000009503
chrN00003:clu_1256_+	ENSFALG00000009527
chrN00003:clu_1257_+	ENSFALG00000009527
chrN00003:clu_1258_+	ENSFALG00000009527
chrN00003:clu_1261_+	ENSFALG00000027395
chrN00003:clu_1262_+	ENSFALG00000027395
chrN00003:clu_1266_+	ENSFALG00000009568
chrN00003:clu_1267_+	ENSFALG00000009568
chrN00003:clu_1269_+	ENSFALG00000009605
chrN00003:clu_1270_+	ENSFALG00000009605
chrN00003:clu_1271_+	ENSFALG00000009605
chrN00003:clu_1272_+	ENSFALG00000009605
chrN00003:clu_1278_+	ENSFALG00000009738
chrN00003:clu_1279_+	ENSFALG00000009738
chrN00003:clu_1280_+	ENSFALG00000009738
chrN00003:clu_1291_+	ENSFALG00000009859
chrN00003:clu_1292_+	ENSFALG00000009859
chrN00003:clu_1293_+	ENSFALG00000009859
chrN00003:clu_1295_+	ENSFALG00000009859
chrN00003:clu_1296_+	ENSFALG00000023140
chrN00003:clu_1300_+	ENSFALG00000009970
chrN00003:clu_1301_+	ENSFALG00000009970
chrN00003:clu_1302_+	ENSFALG00000009970
chrN00003:clu_1310_+	ENSFALG00000025887
chrN00003:clu_1311_+	ENSFALG00000025887
chrN00003:clu_1312_+	ENSFALG00000025887
chrN00003:clu_1315_+	ENSFALG00000010122
chrN00003:clu_1316_+	ENSFALG00000010122
chrN00003:clu_1318_+	ENSFALG00000010122
chrN00003:clu_1319_+	ENSFALG00000010164
chrN00003:clu_1323_+	ENSFALG00000010171
chrN00003:clu_1324_+	ENSFALG00000010171
chrN00003:clu_1325_+	ENSFALG00000010171
chrN00003:clu_1327_+	ENSFALG00000010229
chrN00003:clu_1329_+	ENSFALG00000010266
chrN00003:clu_1332_+	ENSFALG00000010276
