genes	clusters
ENSFALG00000000150	chrN00142:clu_22094_+,chrN00142:clu_22095_+,chrN00142:clu_22096_+
ENSFALG00000000152	chrN00061:clu_15538_+
ENSFALG00000000153	chrN00061:clu_15538_+
ENSFALG00000000154	chrN00171:clu_23521_-,chrN00171:clu_23530_-,chrN00171:clu_23531_-
ENSFALG00000000157	chrN00161:clu_22983_+,chrN00161:clu_22984_+
ENSFALG00000000159	chrN00127:clu_21337_-,chrN00127:clu_21339_-
ENSFALG00000000160	chrN00218:clu_25282_-
ENSFALG00000000163	chrN00377:clu_27734_+
ENSFALG00000000167	chrN00377:clu_27738_-
ENSFALG00000000170	chrN00127:clu_21343_-
ENSFALG00000000173	chrN00161:clu_22991_+,chrN00161:clu_22992_+
ENSFALG00000000178	chrN00161:clu_23010_-
ENSFALG00000000179	chrN00171:clu_23578_+
ENSFALG00000000180	chrN00161:clu_22996_+
ENSFALG00000000182	chrN00218:clu_25285_-
ENSFALG00000000183	chrN00142:clu_22103_+,chrN00142:clu_22104_+
ENSFALG00000000184	chrN00127:clu_21345_-,chrN00127:clu_21346_-
ENSFALG00000000189	chrN00142:clu_22107_+
ENSFALG00000000192	chrN00161:clu_23020_-,chrN00161:clu_23021_-
ENSFALG00000000197	chrN00127:clu_21351_+,chrN00127:clu_21353_+,chrN00127:clu_21355_+
ENSFALG00000000202	chrN00161:clu_23023_-,chrN00161:clu_23024_-
ENSFALG00000000204	chrN00161:clu_23023_-,chrN00161:clu_23025_-,chrN00161:clu_23026_-,chrN00161:clu_23027_-,chrN00161:clu_23028_-,chrN00161:clu_23030_-
ENSFALG00000000206	chrN00061:clu_15546_+
ENSFALG00000000209	chrN00161:clu_23003_+,chrN00161:clu_23004_+,chrN00161:clu_23005_+,chrN00161:clu_23007_+
ENSFALG00000000215	chrN00061:clu_15492_-
ENSFALG00000000218	chrN00061:clu_15494_-
ENSFALG00000000228	chrN00061:clu_15555_+
ENSFALG00000000237	chrN00061:clu_15557_+
ENSFALG00000000238	chrN00061:clu_15559_+,chrN00061:clu_15560_+,chrN00061:clu_15561_+,chrN00061:clu_15562_+
ENSFALG00000000245	chrN00305:clu_27079_+,chrN00305:clu_27080_+,chrN00305:clu_27081_+
ENSFALG00000000253	chrN00061:clu_15505_-,chrN00061:clu_15506_-,chrN00061:clu_15509_-
ENSFALG00000000254	chrN00171:clu_23583_+,chrN00171:clu_23585_+
ENSFALG00000000255	chrN00218:clu_25254_+,chrN00218:clu_25256_+
ENSFALG00000000256	chrN00305:clu_27090_+
ENSFALG00000000265	chrN00218:clu_25287_-
ENSFALG00000000269	chrN00147:clu_22350_+,chrN00147:clu_22351_+,chrN00147:clu_22352_+
ENSFALG00000000271	chrN00171:clu_23587_+
ENSFALG00000000272	chrN00050:clu_13705_+,chrN00050:clu_13706_+,chrN00050:clu_13707_+,chrN00050:clu_13708_+
ENSFALG00000000273	chrN00171:clu_23591_+
ENSFALG00000000281	chrN00050:clu_13668_-
ENSFALG00000000295	chrN00050:clu_13720_+
ENSFALG00000000301	chrN00171:clu_23548_-
ENSFALG00000000304	chrN00171:clu_23550_-
ENSFALG00000000309	chrN00218:clu_25289_-,chrN00218:clu_25290_-,chrN00218:clu_25291_-
ENSFALG00000000310	chrN00226:clu_25414_+
ENSFALG00000000315	chrN00050:clu_13679_-,chrN00050:clu_13682_-
ENSFALG00000000321	chrN00040:clu_12010_+
ENSFALG00000000332	chrN00040:clu_12150_-
ENSFALG00000000336	chrN00050:clu_13683_-
ENSFALG00000000337	chrN00050:clu_13733_+
ENSFALG00000000338	chrN00050:clu_13684_-,chrN00050:clu_13685_-
ENSFALG00000000348	chrN00050:clu_13735_+,chrN00050:clu_13737_+
ENSFALG00000000359	chrN00226:clu_25416_+
ENSFALG00000000361	chrN00050:clu_13748_+
ENSFALG00000000362	chrN00226:clu_25418_+,chrN00226:clu_25419_+,chrN00226:clu_25420_+
ENSFALG00000000364	chrN00050:clu_13750_+,chrN00050:clu_13751_+
ENSFALG00000000370	chrN00050:clu_13754_+
ENSFALG00000000371	chrN00050:clu_13695_-
ENSFALG00000000388	chrN00110:clu_20308_-,chrN00110:clu_20309_-,chrN00110:clu_20310_-,chrN00110:clu_20314_-,chrN00110:clu_20315_-
ENSFALG00000000403	chrN00050:clu_13697_-
ENSFALG00000000412	chrN00226:clu_25442_-
ENSFALG00000000415	chrN00050:clu_13699_-,chrN00050:clu_13700_-
ENSFALG00000000419	chrN00040:clu_12011_+
ENSFALG00000000427	chrN00218:clu_25260_+
ENSFALG00000000431	chrN00050:clu_13761_+,chrN00050:clu_13762_+,chrN00050:clu_13763_+
ENSFALG00000000437	chrN00226:clu_25421_+
ENSFALG00000000438	chrN00110:clu_20355_+
ENSFALG00000000444	chrN00040:clu_12169_-
ENSFALG00000000452	chrN00181:clu_23802_-
ENSFALG00000000455	chrN00040:clu_12170_-,chrN00040:clu_12171_-
ENSFALG00000000456	chrN00181:clu_23820_+
ENSFALG00000000458	chrN00110:clu_20359_+
ENSFALG00000000459	chrN00181:clu_23803_-
ENSFALG00000000464	chrN00218:clu_25267_+,chrN00218:clu_25270_+
ENSFALG00000000465	chrN00040:clu_12029_+
ENSFALG00000000466	chrN00181:clu_23824_+
ENSFALG00000000474	chrN00181:clu_23812_-,chrN00181:clu_23813_-,chrN00181:clu_23814_-
ENSFALG00000000478	chrN00181:clu_23826_+,chrN00181:clu_23828_+,chrN00181:clu_23829_+
ENSFALG00000000479	chrN00181:clu_23830_+
ENSFALG00000000487	chrN00040:clu_12181_-
ENSFALG00000000488	chrN00110:clu_20318_-
ENSFALG00000000491	chrN00110:clu_20319_-,chrN00110:clu_20320_-
ENSFALG00000000505	chrN00040:clu_12037_+,chrN00040:clu_12038_+
ENSFALG00000000511	chrN00179:clu_23781_+,chrN00179:clu_23782_+,chrN00179:clu_23783_+
ENSFALG00000000512	chrN00040:clu_12044_+
ENSFALG00000000515	chrN00179:clu_23784_+,chrN00179:clu_23786_+,chrN00179:clu_23787_+
ENSFALG00000000518	chrN00040:clu_12185_-
ENSFALG00000000519	chrN00040:clu_12186_-
ENSFALG00000000522	chrN00040:clu_12045_+,chrN00040:clu_12047_+
ENSFALG00000000523	chrN00040:clu_12187_-
ENSFALG00000000528	chrN00179:clu_23789_+
ENSFALG00000000535	chrN00226:clu_25433_+
ENSFALG00000000537	chrN00040:clu_12190_-
ENSFALG00000000538	chrN00040:clu_12051_+
ENSFALG00000000539	chrN00040:clu_12052_+
ENSFALG00000000541	chrN00226:clu_25461_-,chrN00226:clu_25462_-
ENSFALG00000000543	chrN00040:clu_12053_+,chrN00040:clu_12054_+
ENSFALG00000000545	chrN00040:clu_12056_+
ENSFALG00000000555	chrN00226:clu_25436_+
ENSFALG00000000559	chrN00040:clu_12191_-,chrN00040:clu_12192_-,chrN00040:clu_12193_-,chrN00040:clu_12195_-,chrN00040:clu_12197_-,chrN00040:clu_12198_-,chrN00040:clu_12199_-,chrN00040:clu_12201_-,chrN00040:clu_12203_-
ENSFALG00000000568	chrN00304:clu_27071_-,chrN00304:clu_27073_-,chrN00304:clu_27074_-
ENSFALG00000000569	chrN00110:clu_20335_-,chrN00110:clu_20336_-,chrN00110:clu_20338_-
ENSFALG00000000571	chrN00304:clu_27076_-,chrN00304:clu_27077_-
ENSFALG00000000580	chrN00304:clu_27065_+,chrN00304:clu_27067_+
ENSFALG00000000581	chrN00040:clu_12204_-,chrN00040:clu_12205_-
ENSFALG00000000587	chrN00040:clu_12057_+
ENSFALG00000000591	chrN00110:clu_20370_+,chrN00110:clu_20371_+
ENSFALG00000000592	chrN00040:clu_12058_+,chrN00040:clu_12059_+
ENSFALG00000000601	chrN00110:clu_20376_+
ENSFALG00000000607	chrN00040:clu_12064_+,chrN00040:clu_12065_+
ENSFALG00000000610	chrN00040:clu_12067_+
ENSFALG00000000614	chrN00040:clu_12215_-,chrN00040:clu_12216_-
ENSFALG00000000615	chrN00040:clu_12071_+,chrN00040:clu_12072_+
ENSFALG00000000621	chrN00110:clu_20384_+,chrN00110:clu_20387_+
ENSFALG00000000631	chrN00210:clu_24950_-,chrN00210:clu_24951_-,chrN00210:clu_24952_-
ENSFALG00000000635	chrN00210:clu_25000_+
ENSFALG00000000637	chrN00222:clu_25356_+,chrN00222:clu_25358_+,chrN00222:clu_25359_+
ENSFALG00000000639	chrN00210:clu_24953_-
ENSFALG00000000644	chrN00040:clu_12074_+
ENSFALG00000000647	chrN00210:clu_24954_-
ENSFALG00000000648	chrN00040:clu_12076_+,chrN00040:clu_12077_+
ENSFALG00000000656	chrN00210:clu_24956_-
ENSFALG00000000660	chrN00040:clu_12222_-,chrN00040:clu_12224_-,chrN00040:clu_12225_-
ENSFALG00000000666	chrN00110:clu_20391_+
ENSFALG00000000667	chrN00210:clu_24961_-
ENSFALG00000000668	chrN00110:clu_20343_-
ENSFALG00000000674	chrN00210:clu_24964_-,chrN00210:clu_24965_-
ENSFALG00000000675	chrN00210:clu_24966_-
ENSFALG00000000682	chrN00110:clu_20344_-,chrN00110:clu_20345_-,chrN00110:clu_20346_-
ENSFALG00000000684	chrN00068:clu_16421_+
ENSFALG00000000685	chrN00250:clu_26170_+,chrN00250:clu_26171_+
ENSFALG00000000691	chrN00373:clu_27717_+,chrN00373:clu_27721_+
ENSFALG00000000692	chrN00210:clu_25008_+
ENSFALG00000000696	chrN00260:clu_26386_+,chrN00260:clu_26387_+,chrN00260:clu_26388_+,chrN00260:clu_26389_+,chrN00260:clu_26390_+
ENSFALG00000000698	chrN00040:clu_12228_-
ENSFALG00000000706	chrN00210:clu_25009_+,chrN00210:clu_25010_+
ENSFALG00000000711	chrN00250:clu_26175_+
ENSFALG00000000715	chrN00210:clu_24970_-,chrN00210:clu_24971_-,chrN00210:clu_24973_-,chrN00210:clu_24974_-,chrN00210:clu_24975_-
ENSFALG00000000718	chrN00068:clu_16424_+
ENSFALG00000000720	chrN00250:clu_26177_+
ENSFALG00000000724	chrN00250:clu_26162_-,chrN00250:clu_26164_-
ENSFALG00000000725	chrN00260:clu_26401_-
ENSFALG00000000726	chrN00040:clu_12231_-
ENSFALG00000000727	chrN00068:clu_16571_-
ENSFALG00000000729	chrN00210:clu_24976_-,chrN00210:clu_24978_-
ENSFALG00000000731	chrN00040:clu_12233_-
ENSFALG00000000732	chrN00250:clu_26179_+
ENSFALG00000000734	chrN00040:clu_12081_+,chrN00040:clu_12083_+,chrN00040:clu_12084_+,chrN00040:clu_12086_+
ENSFALG00000000738	chrN00250:clu_26181_+,chrN00250:clu_26182_+,chrN00250:clu_26183_+
ENSFALG00000000740	chrN00040:clu_12241_-
ENSFALG00000000750	chrN00240:clu_25962_-
ENSFALG00000000753	chrN00240:clu_28535_+,chrN00240:clu_28536_+,chrN00240:clu_28537_+
ENSFALG00000000756	chrN00250:clu_26185_+
ENSFALG00000000757	chrN00210:clu_24980_-,chrN00210:clu_24981_-
ENSFALG00000000761	chrN00110:clu_20397_+,chrN00110:clu_20398_+
ENSFALG00000000768	chrN00210:clu_25023_+
ENSFALG00000000769	chrN00026:clu_8703_+,chrN00026:clu_8704_+,chrN00026:clu_8705_+,chrN00026:clu_8707_+,chrN00026:clu_8708_+
ENSFALG00000000772	chrN00210:clu_25024_+
ENSFALG00000000774	chrN00068:clu_16426_+,chrN00068:clu_16428_+
ENSFALG00000000775	chrN00065:clu_16032_+,chrN00065:clu_16033_+,chrN00065:clu_16034_+
ENSFALG00000000776	chrN00026:clu_8709_+,chrN00026:clu_8710_+
ENSFALG00000000780	chrN00065:clu_16039_+
ENSFALG00000000781	chrN00210:clu_25025_+
ENSFALG00000000782	chrN00026:clu_8754_-
ENSFALG00000000785	chrN00068:clu_16573_-,chrN00068:clu_16574_-,chrN00068:clu_16577_-
ENSFALG00000000788	chrN00068:clu_16579_-,chrN00068:clu_16580_-
ENSFALG00000000789	chrN00065:clu_16041_+,chrN00065:clu_16042_+,chrN00065:clu_16043_+,chrN00065:clu_16044_+
ENSFALG00000000790	chrN00040:clu_12089_+,chrN00040:clu_12090_+,chrN00040:clu_12091_+,chrN00040:clu_12092_+,chrN00040:clu_12093_+
ENSFALG00000000792	chrN00250:clu_26168_-
ENSFALG00000000797	chrN00250:clu_26189_+,chrN00250:clu_26190_+
ENSFALG00000000808	chrN00120:clu_21003_+
ENSFALG00000000809	chrN00250:clu_26197_+,chrN00250:clu_26198_+
ENSFALG00000000810	chrN00210:clu_25036_+
ENSFALG00000000816	chrN00258:clu_26357_-
ENSFALG00000000832	chrN00040:clu_12247_-
ENSFALG00000000834	chrN00210:clu_24988_-,chrN00210:clu_24989_-,chrN00210:clu_24990_-,chrN00210:clu_24991_-,chrN00210:clu_24992_-
ENSFALG00000000837	chrN00040:clu_12098_+
ENSFALG00000000839	chrN00229:clu_25581_+,chrN00229:clu_25582_+
ENSFALG00000000840	chrN00040:clu_12099_+,chrN00040:clu_12100_+,chrN00040:clu_12101_+
ENSFALG00000000846	chrN00040:clu_12248_-
ENSFALG00000000847	chrN00250:clu_26199_+,chrN00250:clu_26200_+,chrN00250:clu_26201_+
ENSFALG00000000848	chrN00068:clu_16452_+,chrN00068:clu_16453_+,chrN00068:clu_16454_+,chrN00068:clu_16455_+,chrN00068:clu_16456_+
ENSFALG00000000854	chrN00210:clu_25038_+
ENSFALG00000000860	chrN00026:clu_8722_+
ENSFALG00000000861	chrN00250:clu_26205_+
ENSFALG00000000863	chrN00068:clu_16582_-
ENSFALG00000000868	chrN00026:clu_8724_+
ENSFALG00000000869	chrN00068:clu_16459_+
ENSFALG00000000871	chrN00120:clu_21006_+,chrN00120:clu_21007_+,chrN00120:clu_21008_+
ENSFALG00000000873	chrN00296:clu_26939_+,chrN00296:clu_26940_+
ENSFALG00000000891	chrN00296:clu_26934_-
ENSFALG00000000895	chrN00040:clu_12253_-
ENSFALG00000000897	chrN00065:clu_16056_+,chrN00065:clu_16057_+,chrN00065:clu_16058_+
ENSFALG00000000902	chrN00026:clu_8756_-,chrN00026:clu_8757_-,chrN00026:clu_8758_-,chrN00026:clu_8760_-,chrN00026:clu_8761_-,chrN00026:clu_8763_-,chrN00026:clu_8764_-,chrN00026:clu_8765_-
ENSFALG00000000903	chrN00296:clu_26946_+
ENSFALG00000000904	chrN00285:clu_26772_+,chrN00285:clu_26773_+,chrN00285:clu_26774_+
ENSFALG00000000913	chrN00229:clu_25566_-
ENSFALG00000000918	chrN00285:clu_26797_-,chrN00285:clu_26798_-,chrN00285:clu_26799_-
ENSFALG00000000923	chrN00285:clu_26779_+,chrN00285:clu_26780_+
ENSFALG00000000924	chrN00065:clu_16110_-
ENSFALG00000000927	chrN00065:clu_16113_-
ENSFALG00000000939	chrN00065:clu_16116_-,chrN00065:clu_16117_-
ENSFALG00000000946	chrN00068:clu_16468_+
ENSFALG00000000947	chrN00197:clu_24608_-,chrN00197:clu_24609_-
ENSFALG00000000948	chrN00026:clu_8725_+
ENSFALG00000000950	chrN00285:clu_26781_+,chrN00285:clu_26784_+,chrN00285:clu_26785_+,chrN00285:clu_26786_+
ENSFALG00000000951	chrN00068:clu_16471_+,chrN00068:clu_16472_+,chrN00068:clu_16473_+,chrN00068:clu_16474_+
ENSFALG00000000952	chrN00197:clu_24610_-,chrN00197:clu_24611_-,chrN00197:clu_24612_-
ENSFALG00000000954	chrN00026:clu_8727_+,chrN00026:clu_8728_+,chrN00026:clu_8729_+
ENSFALG00000000955	chrN00197:clu_24579_+
ENSFALG00000000958	chrN00065:clu_16120_-,chrN00065:clu_16122_-
ENSFALG00000000959	chrN00068:clu_16478_+
ENSFALG00000000964	chrN00040:clu_12258_-
ENSFALG00000000965	chrN00026:clu_8738_+
ENSFALG00000000968	chrN00194:clu_24421_-
ENSFALG00000000972	chrN00197:clu_24584_+
ENSFALG00000000975	chrN00068:clu_16483_+,chrN00068:clu_16484_+
ENSFALG00000000976	chrN00065:clu_16123_-
ENSFALG00000000977	chrN00026:clu_8771_-
ENSFALG00000000978	chrN00194:clu_24427_+,chrN00194:clu_24428_+
ENSFALG00000000982	chrN00068:clu_16485_+
ENSFALG00000000985	chrN00065:clu_16064_+
ENSFALG00000000987	chrN00068:clu_16488_+
ENSFALG00000000990	chrN00040:clu_12257_-,chrN00040:clu_12259_-
ENSFALG00000000994	chrN00065:clu_16129_-,chrN00065:clu_16130_-
ENSFALG00000000996	chrN00120:clu_21012_+,chrN00120:clu_21013_+,chrN00120:clu_21014_+,chrN00120:clu_21015_+,chrN00120:clu_21016_+
ENSFALG00000000997	chrN00197:clu_24587_+,chrN00197:clu_24588_+,chrN00197:clu_24589_+,chrN00197:clu_24590_+,chrN00197:clu_24593_+,chrN00197:clu_24594_+,chrN00197:clu_24595_+,chrN00197:clu_24596_+,chrN00197:clu_24598_+,chrN00197:clu_24599_+
ENSFALG00000001000	chrN00120:clu_21017_+
ENSFALG00000001002	chrN00194:clu_24430_+
ENSFALG00000001004	chrN00065:clu_16069_+
ENSFALG00000001008	chrN00194:clu_24424_-
ENSFALG00000001010	chrN00194:clu_24425_-
ENSFALG00000001012	chrN00194:clu_24433_+
ENSFALG00000001014	chrN00065:clu_16134_-,chrN00065:clu_16135_-
ENSFALG00000001018	chrN00094:clu_19295_+
ENSFALG00000001022	chrN00065:clu_16139_-
ENSFALG00000001023	chrN00217:clu_25247_+
ENSFALG00000001024	chrN00094:clu_19258_-,chrN00094:clu_19259_-
ENSFALG00000001026	chrN00040:clu_12105_+
ENSFALG00000001029	chrN00094:clu_19297_+
ENSFALG00000001035	chrN00068:clu_16589_-,chrN00068:clu_16590_-,chrN00068:clu_16591_-
ENSFALG00000001036	chrN00229:clu_25570_-
ENSFALG00000001037	chrN00040:clu_12262_-
ENSFALG00000001038	chrN00026:clu_8741_+,chrN00026:clu_8742_+
ENSFALG00000001039	chrN00217:clu_25236_-,chrN00217:clu_25238_-
ENSFALG00000001042	chrN00026:clu_8744_+
ENSFALG00000001045	chrN00197:clu_24620_-,chrN00197:clu_24621_-,chrN00197:clu_24622_-,chrN00197:clu_24623_-,chrN00197:clu_24624_-,chrN00197:clu_24625_-
ENSFALG00000001050	chrN00208:clu_24890_-
ENSFALG00000001053	chrN00065:clu_16073_+,chrN00065:clu_16074_+
ENSFALG00000001055	chrN00208:clu_24896_-
ENSFALG00000001062	chrN00217:clu_25242_-,chrN00217:clu_25243_-,chrN00217:clu_25244_-,chrN00217:clu_25245_-
ENSFALG00000001065	chrN00040:clu_12108_+
ENSFALG00000001066	chrN00208:clu_24900_-,chrN00208:clu_24901_-,chrN00208:clu_24902_-,chrN00208:clu_24903_-,chrN00208:clu_24905_-
ENSFALG00000001067	chrN00375:clu_27726_-,chrN00375:clu_27727_-
ENSFALG00000001075	chrN00229:clu_25593_+,chrN00229:clu_25594_+
ENSFALG00000001081	chrN00040:clu_12110_+,chrN00040:clu_12111_+
ENSFALG00000001084	chrN00120:clu_21022_+
ENSFALG00000001087	chrN00068:clu_16500_+,chrN00068:clu_16503_+,chrN00068:clu_16504_+
ENSFALG00000001089	chrN00308:clu_27116_+
ENSFALG00000001096	chrN00040:clu_12266_-
ENSFALG00000001097	chrN00065:clu_16149_-,chrN00065:clu_16151_-
ENSFALG00000001100	chrN00120:clu_21048_-
ENSFALG00000001103	chrN00217:clu_25228_-,chrN00217:clu_25229_-
ENSFALG00000001104	chrN00120:clu_21024_+
ENSFALG00000001106	chrN00040:clu_12114_+
ENSFALG00000001113	chrN00040:clu_12115_+,chrN00040:clu_12116_+,chrN00040:clu_12117_+
ENSFALG00000001114	chrN00229:clu_25575_-
ENSFALG00000001119	chrN00068:clu_16599_-,chrN00068:clu_16600_-
ENSFALG00000001125	chrN00068:clu_16506_+
ENSFALG00000001135	chrN00040:clu_12274_-,chrN00040:clu_12275_-,chrN00040:clu_12276_-
ENSFALG00000001137	chrN00068:clu_16601_-,chrN00068:clu_16602_-
ENSFALG00000001144	chrN00065:clu_16155_-
ENSFALG00000001148	chrN00040:clu_12280_-
ENSFALG00000001152	chrN00283:clu_26764_-,chrN00283:clu_26765_-
ENSFALG00000001158	chrN00229:clu_25577_-
ENSFALG00000001162	chrN00068:clu_16604_-
ENSFALG00000001165	chrN00040:clu_12284_-
ENSFALG00000001166	chrN00347:clu_27527_-,chrN00347:clu_27528_-
ENSFALG00000001168	chrN00109:clu_20271_+
ENSFALG00000001172	chrN00068:clu_16512_+,chrN00068:clu_16513_+,chrN00068:clu_16514_+,chrN00068:clu_16515_+
ENSFALG00000001173	chrN00109:clu_20273_+,chrN00109:clu_20274_+,chrN00109:clu_20276_+,chrN00109:clu_20277_+
ENSFALG00000001175	chrN00347:clu_27529_-
ENSFALG00000001177	chrN00109:clu_20279_+,chrN00109:clu_20280_+
ENSFALG00000001181	chrN00347:clu_27553_+,chrN00347:clu_27554_+,chrN00347:clu_27555_+
ENSFALG00000001188	chrN00347:clu_27557_+,chrN00347:clu_27558_+
ENSFALG00000001192	chrN00040:clu_12119_+
ENSFALG00000001194	chrN00229:clu_25605_+
ENSFALG00000001195	chrN00347:clu_27565_+,chrN00347:clu_27567_+,chrN00347:clu_27568_+
ENSFALG00000001199	chrN00065:clu_16156_-
ENSFALG00000001202	chrN00068:clu_16606_-
ENSFALG00000001205	chrN00065:clu_16083_+,chrN00065:clu_16084_+
ENSFALG00000001207	chrN00109:clu_20297_-
ENSFALG00000001209	chrN00094:clu_19310_+
ENSFALG00000001214	chrN00040:clu_12120_+,chrN00040:clu_12122_+
ENSFALG00000001215	chrN00347:clu_27534_-,chrN00347:clu_27535_-,chrN00347:clu_27536_-
ENSFALG00000001217	chrN00290:clu_26861_-
ENSFALG00000001223	chrN00109:clu_20300_-,chrN00109:clu_20301_-
ENSFALG00000001225	chrN00068:clu_16519_+
ENSFALG00000001226	chrN00290:clu_26850_+,chrN00290:clu_26851_+
ENSFALG00000001230	chrN00109:clu_20284_+
ENSFALG00000001232	chrN00347:clu_27537_-,chrN00347:clu_27538_-
ENSFALG00000001233	chrN00068:clu_16609_-
ENSFALG00000001234	chrN00094:clu_19312_+
ENSFALG00000001236	chrN00068:clu_16521_+
ENSFALG00000001237	chrN00290:clu_26864_-,chrN00290:clu_26865_-,chrN00290:clu_26866_-,chrN00290:clu_26867_-
ENSFALG00000001245	chrN00109:clu_20289_+,chrN00109:clu_20290_+
ENSFALG00000001249	chrN00290:clu_26868_-
ENSFALG00000001250	chrN00109:clu_20291_+
ENSFALG00000001252	chrN00068:clu_16522_+
ENSFALG00000001258	chrN00094:clu_19314_+,chrN00094:clu_19315_+,chrN00094:clu_19316_+,chrN00094:clu_19317_+,chrN00094:clu_19318_+
ENSFALG00000001259	chrN00347:clu_27547_-
ENSFALG00000001262	chrN00347:clu_27548_-
ENSFALG00000001263	chrN00068:clu_16523_+
ENSFALG00000001270	chrN00347:clu_27576_+
ENSFALG00000001275	chrN00065:clu_16086_+,chrN00065:clu_16087_+
ENSFALG00000001280	chrN00065:clu_16089_+,chrN00065:clu_16090_+,chrN00065:clu_16091_+
ENSFALG00000001282	chrN00068:clu_16612_-,chrN00068:clu_16613_-,chrN00068:clu_16614_-
ENSFALG00000001288	chrN00068:clu_16524_+
ENSFALG00000001290	chrN00040:clu_12293_-,chrN00040:clu_12294_-,chrN00040:clu_12295_-
ENSFALG00000001291	chrN00183:clu_23869_-,chrN00183:clu_23871_-
ENSFALG00000001302	chrN00068:clu_16526_+
ENSFALG00000001306	chrN00094:clu_19275_-
ENSFALG00000001311	chrN00183:clu_23885_+
ENSFALG00000001313	chrN00094:clu_19320_+,chrN00094:clu_19321_+
ENSFALG00000001315	chrN00039:clu_11798_+
ENSFALG00000001317	chrN00183:clu_23887_+
ENSFALG00000001322	chrN00039:clu_11799_+
ENSFALG00000001332	chrN00039:clu_11618_-
ENSFALG00000001333	chrN00065:clu_16093_+,chrN00065:clu_16094_+,chrN00065:clu_16096_+
ENSFALG00000001339	chrN00065:clu_16161_-
ENSFALG00000001341	chrN00040:clu_12129_+
ENSFALG00000001342	chrN00068:clu_16538_+,chrN00068:clu_16539_+
ENSFALG00000001344	chrN00068:clu_16540_+,chrN00068:clu_16543_+
ENSFALG00000001346	chrN00040:clu_12131_+,chrN00040:clu_12132_+
ENSFALG00000001347	chrN00183:clu_23899_+,chrN00183:clu_23900_+,chrN00183:clu_23901_+,chrN00183:clu_23902_+
ENSFALG00000001349	chrN00040:clu_12133_+,chrN00040:clu_12134_+
ENSFALG00000001351	chrN00094:clu_19323_+,chrN00094:clu_19324_+,chrN00094:clu_19325_+,chrN00094:clu_19326_+,chrN00094:clu_19328_+,chrN00094:clu_19329_+
ENSFALG00000001353	chrN00094:clu_19330_+,chrN00094:clu_19331_+,chrN00094:clu_19332_+,chrN00094:clu_19333_+,chrN00094:clu_19335_+
ENSFALG00000001355	chrN00039:clu_11623_-
ENSFALG00000001356	chrN00068:clu_16544_+,chrN00068:clu_16547_+,chrN00068:clu_16550_+,chrN00068:clu_16551_+,chrN00068:clu_16552_+
ENSFALG00000001357	chrN00183:clu_23872_-,chrN00183:clu_23873_-,chrN00183:clu_23874_-
ENSFALG00000001358	chrN00040:clu_12296_-,chrN00040:clu_12297_-,chrN00040:clu_12298_-,chrN00040:clu_12300_-
