genes	clusters
ENSFALG00000003709	chrN00133:clu_21616_+
ENSFALG00000003710	chrN00232:clu_25737_+
ENSFALG00000003765	chrN00042:clu_12355_+,chrN00042:clu_12358_+
ENSFALG00000003831	chrN00213:clu_25094_+,chrN00213:clu_25095_+
ENSFALG00000003895	chrN00028:clu_8945_-
ENSFALG00000003949	chrN00213:clu_25103_+
ENSFALG00000003979	chrN00005:clu_2194_+
ENSFALG00000004006	chrN00028:clu_8977_-
ENSFALG00000004063	chrN00005:clu_2216_+
ENSFALG00000004200	chrN00005:clu_2049_-
ENSFALG00000004211	chrN00005:clu_2051_-
ENSFALG00000004226	chrN00019:clu_7229_-
ENSFALG00000004276	chrN00093:clu_19165_+
ENSFALG00000004343	chrN00005:clu_2071_-
ENSFALG00000004474	chrN00082:clu_18124_+
ENSFALG00000004607	chrN00028:clu_9213_+
ENSFALG00000004621	chrN00059:clu_15362_-
ENSFALG00000004766	chrN00295:clu_26927_+
ENSFALG00000004845	chrN00066:clu_16170_+
ENSFALG00000004881	chrN00017:clu_6411_-
ENSFALG00000004932	chrN00015:clu_6008_+
ENSFALG00000004934	chrN00028:clu_9058_-
ENSFALG00000005108	chrN00028:clu_9060_-
ENSFALG00000005117	chrN00015:clu_6029_+,chrN00015:clu_6031_+
ENSFALG00000005124	chrN00028:clu_9265_+
ENSFALG00000005131	chrN00081:clu_18100_-,chrN00081:clu_18102_-,chrN00081:clu_18104_-
ENSFALG00000005164	chrN00015:clu_5846_-
ENSFALG00000005197	chrN00049:clu_13556_-
ENSFALG00000005246	chrN00066:clu_16237_-
ENSFALG00000005261	chrN00059:clu_15312_+
ENSFALG00000005300	chrN00015:clu_5855_-
ENSFALG00000005312	chrN00089:clu_18872_-
ENSFALG00000005402	chrN00089:clu_18882_-
ENSFALG00000005439	chrN00070:clu_16809_-
ENSFALG00000005442	chrN00099:clu_19627_-
ENSFALG00000005510	chrN00024:clu_8162_+
ENSFALG00000005557	chrN00059:clu_15391_-
ENSFALG00000005662	chrN00017:clu_6622_+
ENSFALG00000005676	chrN00024:clu_8183_+
ENSFALG00000005704	chrN00024:clu_8297_-
ENSFALG00000005752	chrN00073:clu_17171_+
ENSFALG00000005830	chrN00073:clu_17123_-
ENSFALG00000005838	chrN00073:clu_17172_+
ENSFALG00000005864	chrN00052:clu_14039_+
ENSFALG00000005901	chrN00024:clu_8340_-
ENSFALG00000005952	chrN00196:clu_24565_-
ENSFALG00000005966	chrN00017:clu_6504_-
ENSFALG00000006045	chrN00024:clu_8355_-
ENSFALG00000006052	chrN00017:clu_6505_-
ENSFALG00000006061	chrN00052:clu_14298_-
ENSFALG00000006077	chrN00073:clu_17165_-
ENSFALG00000006112	chrN00052:clu_14301_-
ENSFALG00000006332	chrN00104:clu_19966_-,chrN00104:clu_19969_-
ENSFALG00000006343	chrN00010:clu_3962_+
ENSFALG00000006473	chrN00104:clu_19982_-
ENSFALG00000006475	chrN00104:clu_20042_+
ENSFALG00000006554	chrN00004:clu_1530_+
ENSFALG00000006653	chrN00078:clu_17822_+
ENSFALG00000006675	chrN00007:clu_2833_-
ENSFALG00000006808	chrN00004:clu_1747_-
ENSFALG00000006809	chrN00012:clu_4860_+
ENSFALG00000006836	chrN00004:clu_1558_+
ENSFALG00000006839	chrN00004:clu_1767_-
ENSFALG00000006847	chrN00004:clu_1563_+
ENSFALG00000006903	chrN00006:clu_2325_-
ENSFALG00000006933	chrN00006:clu_2592_+
ENSFALG00000006938	chrN00006:clu_2330_-,chrN00006:clu_2331_-
ENSFALG00000006954	chrN00004:clu_1797_-
ENSFALG00000006961	chrN00004:clu_1801_-,chrN00004:clu_1804_-
ENSFALG00000006978	chrN00012:clu_4468_-
ENSFALG00000007009	chrN00025:clu_8594_+
ENSFALG00000007083	chrN00012:clu_4887_+
ENSFALG00000007110	chrN00025:clu_8446_-
ENSFALG00000007118	chrN00004:clu_1823_-
ENSFALG00000007122	chrN00004:clu_1631_+
ENSFALG00000007132	chrN00004:clu_1841_-
ENSFALG00000007168	chrN00116:clu_20735_-
ENSFALG00000007177	chrN00116:clu_20737_-
ENSFALG00000007203	chrN00012:clu_4918_+
ENSFALG00000007226	chrN00154:clu_22602_-
ENSFALG00000007274	chrN00007:clu_2914_-,chrN00007:clu_2921_-,chrN00007:clu_2928_-
ENSFALG00000007297	chrN00012:clu_4506_-
ENSFALG00000007406	chrN00006:clu_2396_-,chrN00006:clu_2400_-
ENSFALG00000007424	chrN00012:clu_4535_-
ENSFALG00000007484	chrN00025:clu_8495_-
ENSFALG00000007528	chrN00116:clu_20747_-
ENSFALG00000007597	chrN00043:clu_12532_-
ENSFALG00000007752	chrN00012:clu_5013_+
ENSFALG00000007827	chrN00006:clu_2726_+
ENSFALG00000007832	chrN00088:clu_18593_-
ENSFALG00000007836	chrN00122:clu_21106_+
ENSFALG00000007851	chrN00057:clu_15035_-
ENSFALG00000007931	chrN00140:clu_21995_-
ENSFALG00000007942	chrN00140:clu_22013_+
ENSFALG00000007955	chrN00012:clu_4620_-
ENSFALG00000007971	chrN00006:clu_2469_-
ENSFALG00000008033	chrN00007:clu_2978_-
ENSFALG00000008113	chrN00088:clu_18628_-
ENSFALG00000008123	chrN00023:clu_8041_-
ENSFALG00000008126	chrN00190:clu_24194_+
ENSFALG00000008230	chrN00007:clu_3218_+
ENSFALG00000008242	chrN00103:clu_19928_-
ENSFALG00000008285	chrN00214:clu_25131_-,chrN00214:clu_25134_-
ENSFALG00000008296	chrN00007:clu_3233_+
ENSFALG00000008403	chrN00007:clu_3246_+
ENSFALG00000008405	chrN00023:clu_8083_-
ENSFALG00000008406	chrN00190:clu_24175_-
ENSFALG00000008483	chrN00057:clu_15076_-
ENSFALG00000008500	chrN00190:clu_24229_+
ENSFALG00000008572	chrN00023:clu_8015_+
ENSFALG00000008585	chrN00057:clu_15168_+
ENSFALG00000008635	chrN00045:clu_12861_-
ENSFALG00000008650	chrN00007:clu_3280_+
ENSFALG00000008693	chrN00012:clu_5083_+
ENSFALG00000008709	chrN00012:clu_5086_+
ENSFALG00000008732	chrN00006:clu_2811_+
ENSFALG00000008744	chrN00032:clu_9991_+
ENSFALG00000008804	chrN00038:clu_11463_-
ENSFALG00000008807	chrN00416:clu_27911_-
ENSFALG00000008828	chrN00057:clu_15103_-
ENSFALG00000008831	chrN00057:clu_15105_-
ENSFALG00000008884	chrN00058:clu_15231_+,chrN00058:clu_15232_+
ENSFALG00000008909	chrN00038:clu_11597_+
ENSFALG00000008918	chrN00058:clu_15258_-
ENSFALG00000008934	chrN00058:clu_15263_-
ENSFALG00000008979	chrN00058:clu_15278_-
ENSFALG00000009042	chrN00119:clu_20985_+
ENSFALG00000009076	chrN00119:clu_20964_-
ENSFALG00000009092	chrN00003:clu_1360_-
ENSFALG00000009096	chrN00003:clu_1364_-
ENSFALG00000009152	chrN00003:clu_1195_+
ENSFALG00000009271	chrN00177:clu_23748_+
ENSFALG00000009283	chrN00136:clu_21822_-
ENSFALG00000009310	chrN00003:clu_1424_-
ENSFALG00000009340	chrN00008:clu_3511_+
ENSFALG00000009370	chrN00003:clu_1427_-
ENSFALG00000009400	chrN00189:clu_24108_+
ENSFALG00000009429	chrN00189:clu_24115_+
ENSFALG00000009488	chrN00008:clu_3360_-
ENSFALG00000009516	chrN00189:clu_24139_-
ENSFALG00000009547	chrN00189:clu_24151_-
ENSFALG00000009578	chrN00249:clu_26142_+
ENSFALG00000009600	chrN00189:clu_24154_-
ENSFALG00000009693	chrN00192:clu_24369_-
ENSFALG00000009723	chrN00008:clu_3390_-
ENSFALG00000009749	chrN00003:clu_1449_-,chrN00003:clu_1453_-
ENSFALG00000009803	chrN00237:clu_25911_+
ENSFALG00000009851	chrN00030:clu_9493_+
ENSFALG00000009871	chrN00030:clu_9496_+
ENSFALG00000009948	chrN00237:clu_25895_-
ENSFALG00000009962	chrN00029:clu_9382_+
ENSFALG00000010127	chrN00002:clu_878_+
ENSFALG00000010151	chrN00037:clu_11290_-
ENSFALG00000010257	chrN00030:clu_9682_-,chrN00030:clu_9683_-,chrN00030:clu_9687_-
ENSFALG00000010307	chrN00029:clu_9324_-,chrN00029:clu_9325_-
ENSFALG00000010308	chrN00037:clu_11309_-
ENSFALG00000010392	chrN00003:clu_1341_+
ENSFALG00000010442	chrN00003:clu_1352_+
ENSFALG00000010451	chrN00063:clu_15729_-
ENSFALG00000010582	chrN00030:clu_9593_+
ENSFALG00000010603	chrN00139:clu_21917_-
ENSFALG00000010609	chrN00139:clu_21952_+
ENSFALG00000010637	chrN00056:clu_15019_+
ENSFALG00000010705	chrN00139:clu_21926_-
ENSFALG00000010708	chrN00385:clu_27789_+,chrN00385:clu_27790_+
ENSFALG00000010750	chrN00385:clu_27796_-
ENSFALG00000010755	chrN00077:clu_17722_-
ENSFALG00000010838	chrN00001:clu_6_+
ENSFALG00000010853	chrN00001:clu_268_-
ENSFALG00000010874	chrN00170:clu_23477_+
ENSFALG00000010877	chrN00112:clu_20524_+
ENSFALG00000010938	chrN00063:clu_15789_-
ENSFALG00000010992	chrN00002:clu_671_-
ENSFALG00000011036	chrN00077:clu_17758_-
ENSFALG00000011040	chrN00105:clu_20061_+
ENSFALG00000011105	chrN00105:clu_20100_-
ENSFALG00000011135	chrN00002:clu_1013_+
ENSFALG00000011142	chrN00031:clu_9815_+
ENSFALG00000011192	chrN00126:clu_21322_+
ENSFALG00000011195	chrN00018:clu_6704_-
ENSFALG00000011225	chrN00001:clu_293_-
ENSFALG00000011258	chrN00018:clu_6844_+
ENSFALG00000011280	chrN00033:clu_10271_-
ENSFALG00000011337	chrN00106:clu_20119_-
ENSFALG00000011348	chrN00074:clu_17338_-
ENSFALG00000011356	chrN00018:clu_6852_+
ENSFALG00000011367	chrN00106:clu_20120_-
ENSFALG00000011390	chrN00031:clu_9746_-
ENSFALG00000011425	chrN00031:clu_9754_-
ENSFALG00000011428	chrN00074:clu_17349_-
ENSFALG00000011438	chrN00074:clu_17349_-
ENSFALG00000011538	chrN00033:clu_10299_-
ENSFALG00000011549	chrN00033:clu_10304_-
ENSFALG00000011606	chrN00001:clu_327_-
ENSFALG00000011727	chrN00031:clu_9783_-
ENSFALG00000011781	chrN00123:clu_21143_+
ENSFALG00000011787	chrN00187:clu_24044_-
ENSFALG00000011795	chrN00018:clu_6882_+
ENSFALG00000011813	chrN00108:clu_20224_-
ENSFALG00000011817	chrN00001:clu_338_-
ENSFALG00000011877	chrN00018:clu_6888_+
ENSFALG00000011884	chrN00123:clu_21157_+
ENSFALG00000011942	chrN00031:clu_9898_+
ENSFALG00000011982	chrN00067:clu_16247_-
ENSFALG00000011987	chrN00145:clu_22308_+
ENSFALG00000012013	chrN00162:clu_23106_-
ENSFALG00000012111	chrN00018:clu_6913_+
ENSFALG00000012126	chrN00047:clu_13342_+
ENSFALG00000012135	chrN00001:clu_95_+
ENSFALG00000012151	chrN00047:clu_13345_+
ENSFALG00000012167	chrN00054:clu_14603_-
ENSFALG00000012168	chrN00018:clu_6917_+
ENSFALG00000012206	chrN00011:clu_4342_-
ENSFALG00000012245	chrN00033:clu_10209_+
ENSFALG00000012334	chrN00011:clu_4361_-
ENSFALG00000012339	chrN00018:clu_6813_-
ENSFALG00000012375	chrN00033:clu_10386_-
ENSFALG00000012386	chrN00011:clu_4368_-
ENSFALG00000012432	chrN00062:clu_15630_-
ENSFALG00000012434	chrN00160:clu_22900_+
ENSFALG00000012441	chrN00164:clu_23189_+
ENSFALG00000012502	chrN00160:clu_22956_-
ENSFALG00000012544	chrN00113:clu_20553_+
ENSFALG00000012549	chrN00160:clu_22928_+
ENSFALG00000012585	chrN00162:clu_23089_+
ENSFALG00000012619	chrN00021:clu_7632_-,chrN00021:clu_7635_-
ENSFALG00000012662	chrN00212:clu_25079_+
ENSFALG00000012690	chrN00001:clu_425_-
ENSFALG00000012736	chrN00001:clu_432_-
ENSFALG00000012829	chrN00001:clu_444_-
ENSFALG00000012837	chrN00176:clu_23675_-
ENSFALG00000012854	chrN00176:clu_23678_-
ENSFALG00000012889	chrN00162:clu_23090_+
ENSFALG00000012895	chrN00128:clu_21357_+
ENSFALG00000012956	chrN00002:clu_1113_+
ENSFALG00000012957	chrN00135:clu_21803_-
ENSFALG00000012993	chrN00011:clu_4274_+
ENSFALG00000013068	chrN00135:clu_21763_+
ENSFALG00000013101	chrN00001:clu_209_+
ENSFALG00000013156	chrN00009:clu_3654_-
ENSFALG00000013179	chrN00076:clu_17650_+,chrN00076:clu_17652_+
ENSFALG00000013312	chrN00076:clu_17619_-
ENSFALG00000013317	chrN00076:clu_17625_-
ENSFALG00000013385	chrN00002:clu_820_-
ENSFALG00000013486	chrN00001:clu_511_-,chrN00001:clu_512_-
ENSFALG00000013509	chrN00016:clu_6318_-
ENSFALG00000013580	chrN00001:clu_532_-
ENSFALG00000013596	chrN00092:clu_19027_-
ENSFALG00000013684	chrN00021:clu_7757_-
ENSFALG00000013773	chrN00036:clu_10941_+
ENSFALG00000013782	chrN00016:clu_6255_+
ENSFALG00000013804	chrN00036:clu_10764_-
ENSFALG00000013844	chrN00036:clu_10973_+
ENSFALG00000013847	chrN00036:clu_10779_-
ENSFALG00000013849	chrN00118:clu_20827_-
ENSFALG00000013964	chrN00036:clu_10809_-
ENSFALG00000013978	chrN00036:clu_10824_-
ENSFALG00000014000	chrN00118:clu_20933_+
ENSFALG00000014031	chrN00036:clu_10870_-
ENSFALG00000014053	chrN00036:clu_11064_+
ENSFALG00000014067	chrN00036:clu_10923_-
ENSFALG00000014068	chrN00036:clu_11089_+
ENSFALG00000019928	chrN00112:clu_20453_-
ENSFALG00000021806	chrN00030:clu_9682_-
ENSFALG00000022723	chrN00030:clu_9633_-
ENSFALG00000022897	chrN00024:clu_8246_+
ENSFALG00000022909	chrN00039:clu_11703_-
ENSFALG00000023033	chrN00165:clu_23198_-
ENSFALG00000023042	chrN00021:clu_7655_-
ENSFALG00000023123	chrN00010:clu_4103_-
ENSFALG00000023153	chrN00267:clu_26510_-
ENSFALG00000023214	chrN00085:clu_18365_-
ENSFALG00000023290	chrN00025:clu_8459_-
ENSFALG00000023348	chrN00010:clu_3877_+
ENSFALG00000023837	chrN00152:clu_22536_-
ENSFALG00000023840	chrN00032:clu_9925_+
ENSFALG00000024268	chrN00077:clu_17705_+
ENSFALG00000024541	chrN00024:clu_8319_-,chrN00024:clu_8320_-
ENSFALG00000024589	chrN00159:clu_22834_-
ENSFALG00000024606	chrN00103:clu_19874_+,chrN00103:clu_19875_+
ENSFALG00000024628	chrN00301:clu_27025_-
ENSFALG00000024683	chrN00013:clu_5302_+
ENSFALG00000024685	chrN00025:clu_8446_-
ENSFALG00000024867	chrN00137:clu_21868_+
ENSFALG00000024926	chrN00118:clu_20872_+
ENSFALG00000024976	chrN00106:clu_20147_+
ENSFALG00000025067	chrN00077:clu_17722_-
ENSFALG00000025214	chrN00158:clu_22805_-
ENSFALG00000025252	chrN00025:clu_8446_-
ENSFALG00000025342	chrN00049:clu_13483_+
ENSFALG00000025425	chrN00020:clu_7437_+
ENSFALG00000025487	chrN00052:clu_14328_-
ENSFALG00000025511	chrN00095:clu_19378_+
ENSFALG00000025604	chrN00211:clu_25070_+
ENSFALG00000025745	chrN00157:clu_22752_+
ENSFALG00000025843	chrN00027:clu_8875_+
ENSFALG00000025850	chrN00025:clu_8446_-
ENSFALG00000025887	chrN00003:clu_1310_+
ENSFALG00000025934	chrN00066:clu_16211_-
ENSFALG00000025965	chrN00019:clu_6955_+
ENSFALG00000026112	chrN00189:clu_24156_-
ENSFALG00000026121	chrN00068:clu_16561_+
ENSFALG00000026216	chrN00019:clu_7233_-
ENSFALG00000026244	chrN00049:clu_13567_-
ENSFALG00000026311	chrN00159:clu_22848_+
ENSFALG00000026354	chrN00169:clu_23416_-
ENSFALG00000026557	chrN00080:clu_17944_+
ENSFALG00000026713	chrN00009:clu_3648_-
ENSFALG00000026912	chrN00052:clu_14132_+
ENSFALG00000027094	chrN00017:clu_6623_+
ENSFALG00000027164	chrN00043:clu_12618_+
ENSFALG00000027228	chrN00076:clu_17650_+
ENSFALG00000027367	chrN00067:clu_16342_+
ENSFALG00000027375	chrN00078:clu_17789_-
ENSFALG00000027545	chrN00072:clu_16965_+,chrN00072:clu_16968_+
ENSFALG00000027572	chrN00053:clu_14481_+
ENSFALG00000027625	chrN00030:clu_9521_+
ENSFALG00000027721	chrN00006:clu_2331_-
ENSFALG00000028055	chrN00086:clu_18373_+
ENSFALG00000028064	chrN00052:clu_14202_-
ENSFALG00000028087	chrN00006:clu_2390_-,chrN00006:clu_2391_-
ENSFALG00000028158	chrN00061:clu_15483_-
ENSFALG00000028243	chrN00125:clu_21290_+
ENSFALG00000028253	chrN00269:clu_26542_-
ENSFALG00000028278	chrN00006:clu_2727_+
ENSFALG00000028370	chrN00049:clu_13607_-
ENSFALG00000028414	chrN00015:clu_5923_-
ENSFALG00000028460	chrN00558:clu_28163_+
ENSFALG00000028507	chrN00073:clu_17174_+
ENSFALG00000028533	chrN00007:clu_2845_-
ENSFALG00000028558	chrN00080:clu_18057_-
ENSFALG00000028570	chrN00047:clu_13345_+
ENSFALG00000028762	chrN00042:clu_12456_-
ENSFALG00000028818	chrN00045:clu_12898_+
ENSFALG00000028829	chrN00039:clu_11662_-
ENSFALG00000028878	chrN00049:clu_13524_+
ENSFALG00000028956	chrN00068:clu_16518_+
ENSFALG00000028998	chrN00043:clu_12532_-
ENSFALG00000029026	chrN00009:clu_3643_-
